# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
BQF-006   +2.999068e+01   -1.172827e-06 -3.771182e-02 -3.507763e-04 +2.836742e-02 +4.133908e-02 +5.005462e+02 -1.574485e+02 +1.207926e+04 -1.971999e+05 -4.873804e+09 +9.116659e+09 +3.396565e+11   +1.205658e-06 +3.152605e-05 +9.840000e-04 -1.060680e-02 +4.404258e-02 -7.974211e+00 +6.856463e+02 +7.187420e+04 -3.192751e+06 -7.628100e+07 +3.777257e+09 +4.961485e+11   
BQF-007   +2.998780e+01   -6.116344e-07 -3.772027e-02 -1.132679e-04 +1.347836e-02 -1.452633e-01 +5.029952e+02 -2.112980e+02 -1.282883e+04 -3.609665e+06 -4.704737e+09 +2.160953e+09 -7.259786e+10   +1.370875e-06 +4.080049e-05 +1.749319e-03 -1.155387e-02 -5.466216e-01 -5.923272e+00 +2.883658e+02 +4.429191e+04 +1.386911e+06 -1.561164e+08 +8.694629e+09 +3.336850e+09   
BQF-009   +3.000631e+01   -5.466040e-07 -3.775419e-02 +2.326105e-04 +1.354900e-02 +2.418676e-01 +4.944440e+02 -9.761743e+02 +4.197490e+04 -1.040873e+06 -4.762662e+09 +2.445406e+09 +9.494763e+11   +6.417110e-07 +3.469724e-05 +1.459578e-03 -1.712951e-02 -3.848454e-01 -9.086555e+00 -6.171322e+02 +2.966086e+04 -4.719921e+06 -1.205834e+08 -7.675266e+09 -6.266352e+11   
BQF-010   +2.999740e+01   -4.895128e-06 -3.773390e-02 +2.016641e-04 +1.752661e-02 +2.666776e-01 +4.747858e+02 -1.217426e+02 +3.746711e+03 -4.024499e+06 -4.943985e+09 +4.240691e+09 +1.769992e+11   -2.708816e-06 +1.832304e-05 +1.762057e-03 -1.611567e-02 -1.367521e-01 +2.010087e+01 -4.654293e+02 +6.670511e+03 -7.671328e+06 -2.328159e+08 -1.058829e+10 -7.020192e+10   
BQF-011   +3.000530e+01   -5.648489e-08 -3.773857e-02 +2.070636e-04 -1.554241e-02 +4.864677e-01 +4.919444e+02 -1.816344e+03 +5.239511e+04 +5.887090e+06 -4.775593e+09 -5.211323e+09 +4.888460e+11   +4.073404e-07 +3.639674e-05 +1.475957e-03 -8.235025e-03 +1.315313e-01 +3.836166e+00 -2.199394e+02 +5.419189e+04 +2.263797e+06 +1.265952e+07 +1.516347e+10 +5.068778e+11   
BQF-012   +3.000098e+01   -8.600676e-07 -3.776827e-02 -2.541152e-04 +9.768324e-03 -3.109158e-02 +5.041389e+02 -8.221075e+02 +3.517938e+04 -5.800267e+04 -4.883657e+09 -3.866950e+09 +7.467816e+10   +1.716619e-06 +4.421832e-05 +3.208767e-04 -1.734504e-02 +8.084643e-01 -3.823818e+00 +1.033385e+03 +7.151540e+04 +1.579938e+05 +6.169502e+07 +5.276411e+09 +1.640676e+11   
BQF-013   +3.000128e+01   -6.402337e-09 -3.774676e-02 +1.044885e-03 -2.943068e-03 +7.964084e-01 +5.003470e+02 -1.682120e+03 +2.184335e+03 +5.641626e+06 -4.646772e+09 -1.160873e+10 -4.454870e+11   +9.909577e-07 +3.639315e-05 +1.667765e-03 -2.546473e-02 -3.206117e-01 -3.059487e+00 -5.692864e+02 +3.531623e+04 -2.637525e+06 +9.161266e+06 +1.205313e+09 -4.210627e+10   
BQF-014   +2.999990e+01   -5.026393e-07 -3.771199e-02 +3.642469e-04 -1.558497e-03 +3.464095e-01 +5.032870e+02 -1.186184e+03 +5.119547e+03 -4.383861e+05 -4.761136e+09 -4.743079e+09 -1.618806e+11   +7.791749e-07 +3.122105e-05 +1.567799e-03 -7.251554e-03 -3.268990e-01 +1.046207e+01 +7.728552e+02 +2.359026e+04 -7.057350e+05 +1.665607e+08 +8.645785e+09 -2.809362e+11   
BQF-015   +2.998642e+01   -2.829981e-07 -3.771124e-02 +5.289361e-04 +2.040807e-02 +2.994778e-01 +4.737868e+02 -1.966739e+03 +2.079105e+04 +5.287680e+05 -5.053388e+09 -7.599747e+09 +2.188191e+11   +9.154837e-07 +3.524879e-05 +1.094643e-03 -9.930449e-03 +1.433913e-01 -1.273523e+01 -8.960486e+02 +3.071941e+04 +1.090517e+06 +1.008317e+07 -2.550032e+09 -4.660223e+11   
BQF-016   +3.000861e+01   +3.462570e-07 -3.774347e-02 +1.230162e-04 +1.467062e-03 -6.273370e-02 +4.789372e+02 -1.026959e+03 +2.139319e+04 +1.374320e+06 -4.839608e+09 +3.152939e+08 -2.630080e+11   +1.616868e-06 +2.528846e-05 +1.725711e-03 -4.926883e-04 -1.553721e-01 +1.341844e+01 +4.181520e+02 +6.279691e+04 +3.963852e+06 +2.095232e+07 +8.636895e+09 +3.728200e+11   
