# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
BQF-006   +3.995089e+00   -1.161333e-06 -3.908822e-02 +1.147447e-03 +3.409168e-02 +3.288260e-01 +6.255713e+02 -2.048834e+03 -1.763971e+05 +2.503044e+07 -3.740522e+09 -1.767643e+10 +1.850545e+12   +2.131554e-06 +3.738197e-05 +1.126563e-03 +8.096961e-03 +7.817012e-01 -4.734711e+01 +2.978234e+02 +1.497481e+04 -3.624593e+06 -3.762735e+08 +1.308779e+10 -1.893913e+12   
BQF-007   +3.996760e+00   -9.258011e-07 -3.921989e-02 +9.872352e-04 +2.945769e-02 -8.065323e-03 +6.036540e+02 -1.678780e+00 -1.903803e+05 -2.386040e+06 -4.253575e+09 +5.146186e+10 -2.484808e+12   +2.828634e-06 +4.401615e-05 +5.868406e-04 -7.073747e-03 +3.633473e-01 -5.847379e+01 -9.552885e+02 +2.563727e+05 +7.628407e+06 -6.407530e+08 +3.172562e+10 -1.073192e+12   
BQF-009   +4.011295e+00   -7.871401e-07 -3.918814e-02 +9.851888e-04 +2.885731e-02 +1.269803e-01 +5.780577e+02 +2.594813e+03 -7.747802e+03 -1.430008e+07 -4.879636e+09 +1.010915e+10 +3.731924e+11   +7.131744e-07 +4.520460e-05 +2.612849e-03 -1.417122e-02 +5.504634e-01 -3.536028e+00 -3.654074e+02 +1.991554e+05 -1.739580e+06 +2.414958e+08 -6.028672e+09 +2.736388e+12   
BQF-010   +4.003028e+00   -4.865787e-06 -3.930530e-02 +6.180292e-04 +2.194729e-02 +4.428625e-01 +6.488266e+02 +8.436908e+02 -1.382307e+05 -1.338911e+07 -5.293393e+09 +9.986960e+09 -1.960161e+12   -1.936524e-06 +3.231746e-05 +2.362325e-03 +1.435304e-02 +5.689276e-01 +8.447460e+01 +6.791624e+03 +4.179911e+05 +2.044513e+06 +5.187890e+08 +8.810041e+10 +1.996240e+12   
BQF-011   +4.015586e+00   +8.004438e-08 -3.920449e-02 +1.618721e-03 -1.524395e-02 +1.603184e+00 +6.740633e+02 -5.579753e+03 +2.025176e+04 +1.479951e+06 -6.021243e+09 -3.277731e+10 -1.529090e+11   -6.345911e-07 +3.379893e-05 +3.230034e-03 +1.712110e-03 +6.797621e-01 +1.110733e+02 -1.823238e+03 -1.494351e+05 +1.189657e+07 +1.633732e+09 +3.137816e+10 +6.800387e+10   
BQF-012   +4.006700e+00   -1.517981e-06 -3.948549e-02 +5.175870e-04 +1.845911e-02 +5.065545e-01 +6.166681e+02 -3.538039e+03 +1.508615e+05 +1.583064e+07 -5.583962e+09 -2.450428e+10 -1.216763e+12   +1.552108e-06 +4.582452e-05 +1.021788e-03 -1.294561e-02 +5.649140e-01 -1.191408e+01 +1.425748e+03 +1.066846e+03 -4.073679e+06 +2.966930e+08 +3.348247e+10 +1.884951e+12   
BQF-013   +4.005246e+00   -2.822331e-07 -3.927764e-02 +7.808956e-04 +1.085919e-02 +3.476151e-01 +6.265945e+02 -7.966659e+02 +5.930969e+04 +7.902264e+06 -5.227854e+09 +7.469629e+09 -5.451655e+11   +7.655927e-07 +3.427258e-05 +2.104551e-03 -3.968123e-02 -1.104267e+00 -7.194020e+00 -2.371457e+03 -1.325975e+05 -9.830300e+06 -1.427440e+08 -3.209878e+10 -2.660181e+12   
BQF-014   +4.005473e+00   -1.134061e-06 -3.930864e-02 +6.794166e-05 +1.231984e-03 +9.876756e-02 +6.133328e+02 -9.361002e+02 -4.538083e+04 -4.714160e+06 -5.565840e+09 +3.221600e+10 +8.316823e+11   +4.373840e-08 +3.713619e-05 +2.882581e-03 -3.291037e-03 -9.093825e-01 +6.187579e+01 +1.699275e+03 -6.498828e+04 -5.053166e+06 +6.527923e+08 +9.178392e+09 -1.501379e+12   
BQF-015   +3.988140e+00   -9.406204e-07 -3.941075e-02 +4.921748e-04 +2.558273e-02 +2.122177e-01 +6.088327e+02 -1.256336e+03 +1.038660e+05 -5.488927e+06 -5.467845e+09 +2.931662e+10 +1.487153e+12   -6.016579e-07 +3.470252e-05 +3.522747e-03 -1.958464e-02 -2.063742e-01 -6.378352e+01 -1.815098e+03 -1.608426e+05 -3.752942e+06 -5.137227e+08 -3.613790e+10 +1.255543e+12   
BQF-016   +4.015216e+00   -1.621983e-07 -3.936847e-02 +1.333448e-03 +1.239915e-02 +3.266300e-01 +6.369428e+02 -1.071012e+03 +1.172764e+05 +4.271962e+06 -4.624713e+09 -4.032458e+10 +4.763467e+11   +1.578112e-06 +2.211337e-05 +2.049353e-03 -5.216967e-03 -1.058409e+00 -3.086890e+01 -2.961151e+03 +2.863315e+04 -4.665465e+06 -3.488288e+08 -6.316270e+09 +3.982192e+11   
BQF-017   +4.005846e+00   -7.409538e-07 -3.929145e-02 +4.600264e-04 +6.157251e-04 +1.048939e+00 +5.997644e+02 -2.683800e+03 -5.503349e+04 +5.581423e+06 -5.004833e+09 -6.086677e+10 +3.820367e+11   +9.333574e-07 +5.170239e-05 +1.196236e-03 +5.889577e-05 +1.824195e+00 +1.102059e+01 +4.352054e+03 +1.992399e+05 +1.130021e+07 -2.255073e+08 +1.954238e+10 +4.420729e+11   
BQF-018   +4.018481e+00   -4.491406e-07 -3.931737e-02 +8.880617e-05 +1.358371e-02 +1.851707e-02 +5.548238e+02 -5.197996e+03 -2.264471e+05 -7.706156e+06 -4.945627e+09 -5.378256e+09 -1.698565e+12   +1.450163e-06 +4.067233e-05 +1.877321e-03 +1.220323e-02 +2.750893e-01 -6.495818e+01 -4.229720e+03 +3.081396e+05 +9.059655e+06 +7.358333e+08 -5.626322e+10 -1.018512e+12   
BQF-019   +4.008027e+00   -1.003687e-06 -3.923511e-02 +1.534079e-03 +1.564699e-02 +4.328127e-02 +6.809762e+02 -1.380970e+03 +1.862358e+04 +9.714742e+06 -4.993058e+09 +3.632910e+10 +8.234945e+11   +9.433637e-07 +3.502843e-05 +2.385627e-03 -9.333720e-03 -6.924729e-01 -4.780602e+01 -1.678645e+03 +1.110485e+05 -8.489461e+06 -1.155564e+09 -1.403147e+09 -1.008337e+12   
BQF-020   +4.007582e+00   -4.555799e-07 -3.934692e-02 +1.401923e-03 +3.162733e-02 +8.635896e-02 +5.774200e+02 -4.573910e+03 +2.102421e+05 -1.342233e+07 -6.478113e+09 +2.988872e+10 -3.075875e+11   +2.571546e-06 +3.645333e-05 +5.175724e-04 +2.355752e-02 -8.626296e-01 +4.738765e-01 +1.748665e+03 +1.421574e+05 +3.643471e+06 -5.500297e+08 +4.695203e+10 +8.003764e+11   
BQF-021   +4.014478e+00   -7.536614e-07 -3.937613e-02 +4.303329e-04 +5.815177e-02 +3.147717e-01 +5.860842e+02 -4.262943e+02 +6.486298e+04 -1.061578e+07 -5.141966e+09 +1.130732e+10 +1.738066e+12   +1.880749e-06 +5.116219e-05 +7.890939e-04 +1.118381e-02 +7.489377e-01 -2.483905e+01 -4.426516e+02 +1.895078e+05 +2.442198e+06 -4.766428e+08 -1.868793e+10 -7.802850e+11   
BQF-022   +4.007623e+00   -7.903994e-07 -3.947729e-02 +7.671453e-04 +2.890903e-02 +1.562318e-01 +5.831709e+02 -4.179867e+03 +8.359394e+04 -2.382294e+06 -6.193509e+09 -3.066237e+10 +3.468996e+12   -2.686498e-07 +3.923443e-05 +3.561700e-03 -2.666603e-02 -1.086495e-01 +3.624959e+01 -2.639460e+03 +6.265445e+04 -4.043951e+06 +4.740067e+08 +8.076438e+10 +9.247309e+10   
BQF-023   +4.001530e+00   -1.558582e-06 -3.920635e-02 -6.273985e-04 +3.686038e-02 +1.309344e-01 +6.225534e+02 -2.578959e+03 +8.730186e+04 -3.691483e+06 -5.601542e+09 -1.950807e+10 +7.654035e+11   +3.405537e-06 +5.491999e-05 +9.432907e-04 +5.215078e-02 +2.730563e+00 +1.755047e+02 +7.324468e+03 +6.844637e+05 +2.614560e+07 +8.258664e+08 +7.584681e+10 +6.769631e+12   
BQF-024   +4.010303e+00   -2.744000e-07 -3.946073e-02 +5.511456e-04 +1.343499e-02 +5.402766e-01 +6.145147e+02 -1.279880e+03 +2.094010e+04 -3.302015e+05 -5.184588e+09 -5.616231e+09 -1.842331e+12   +1.419426e-06 +1.873655e-05 +1.160429e-03 -1.759480e-02 -5.576716e-01 -2.739651e+01 +1.641230e+03 -2.023793e+05 -3.528758e+06 +1.243752e+07 -3.279795e+09 -2.051454e+12   
BQF-025   +4.016267e+00   -1.983008e-06 -3.921465e-02 +7.329164e-04 +2.032515e-02 +2.983798e-02 +6.252582e+02 -3.591457e+03 +9.894240e+04 +2.615486e+06 -4.445611e+09 -5.508092e+10 -1.207091e+11   +1.380758e-06 +3.721120e-05 +2.382857e-03 +9.566834e-03 +2.167231e-01 +9.163811e+01 -1.194495e+03 +2.868729e+05 +3.623586e+06 +1.453320e+09 -2.040269e+10 +4.937296e+12   
BQF-026   +4.015727e+00   -1.574779e-07 -3.938921e-02 +1.247768e-03 +1.424267e-02 +3.518466e-02 +5.964238e+02 -2.621575e+03 +1.910367e+05 +1.202070e+07 -5.819459e+09 +7.212547e+09 +3.384672e+12   +1.191188e-06 +4.316401e-05 +1.480511e-03 -8.677012e-03 +1.772422e-01 +2.166020e+01 +3.629435e+02 +1.165160e+05 -7.088325e+06 -5.919884e+07 +2.895416e+10 +2.155589e+12   
BQF-027   +4.005321e+00   -1.374320e-06 -3.939058e-02 +1.369388e-03 +2.762573e-02 -3.556409e-01 +5.987006e+02 +1.251115e+03 +6.281027e+04 +1.568294e+06 -5.590616e+09 +5.496486e+10 -1.852509e+12   +7.331537e-07 +1.923834e-05 +1.733839e-03 -2.476789e-02 -1.097752e+00 -1.026538e+02 -6.020823e+03 -1.688225e+05 -7.824701e+06 -1.199456e+09 -8.665078e+10 -2.758543e+12   
BQF-028   +4.001463e+00   -2.070797e-06 -3.925992e-02 +8.652915e-04 +1.945448e-02 +1.384110e+00 +6.215577e+02 -2.689804e+03 -7.833625e+04 +9.038159e+06 -4.807049e+09 -2.503602e+10 -1.143182e+10   +1.492604e-06 +3.033123e-05 +1.423361e-03 -1.572188e-02 +9.036063e-01 +7.530598e+01 -1.234654e+03 +5.159478e+04 -3.684340e+06 +5.398743e+08 +3.857432e+10 +3.044689e+12   
BQF-029   +4.010070e+00   -7.355266e-07 -3.915874e-02 +9.937226e-04 +4.336635e-02 +3.366216e-01 +6.333211e+02 -3.361677e+03 +2.133185e+04 +8.814405e+06 -4.808318e+09 +1.506077e+10 -1.035325e+12   +2.559235e-06 +3.135364e-05 +1.705031e-03 -5.254499e-04 +3.464316e-01 +5.222236e+01 +5.857893e+03 +2.667043e+05 -2.981484e+06 +8.950986e+08 +4.611181e+10 +1.763058e+12   
BQF-030   +4.008409e+00   -2.133200e-06 -3.923375e-02 -4.285601e-04 +3.780420e-02 +2.562830e-01 +6.336277e+02 -8.387704e+02 -1.428298e+05 +5.043764e+06 -4.871619e+09 -1.144828e+09 -2.500558e+11   +1.671796e-06 +3.875014e-05 +1.326052e-03 -8.580781e-03 -2.330746e-01 -1.099098e+01 -2.971084e+03 -5.647370e+04 -3.849989e+06 -5.384276e+08 -2.557187e+10 -2.795376e+11   
