# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
BQD-001   +7.967370e+00   +8.607645e-07 -1.669858e-02 -3.817053e-04 +4.723123e-03 +3.119024e-01 +8.226735e+02 -3.309575e+02 -2.710147e+04 +2.970349e+06 -2.152005e+09 -1.106666e+10 +1.007085e+11   +7.654083e-07 +1.334934e-05 +6.248142e-04 -1.618796e-02 -4.207366e-01 -2.142683e+01 -1.245381e+03 -2.286475e+04 -2.859400e+06 -2.863546e+08 -3.434111e+09 -2.250641e+11   
BQD-002   +7.979595e+00   +9.617727e-07 -1.667468e-02 -2.410344e-04 -5.301112e-03 +1.814799e-01 +8.369114e+02 -8.174422e+02 -2.220104e+04 +5.617274e+05 -2.263718e+09 -8.658690e+09 +4.312943e+11   +8.236195e-07 +1.860987e-05 +6.521045e-04 -7.949261e-03 -3.487737e-01 +4.446409e+00 -3.401826e+02 +5.075791e+04 -5.557020e+05 +1.755886e+08 +2.193473e+09 +3.751222e+11   
BQD-003   +7.954990e+00   +3.691379e-07 -1.639536e-02 -6.771795e-04 +1.986759e-04 +2.736513e-01 +7.997472e+02 -6.787687e+02 -4.772802e+04 +1.295563e+06 -2.264076e+09 -3.446718e+09 -7.769513e+11   +7.111605e-07 +2.201530e-05 +8.170956e-04 -6.717347e-03 -4.655277e-01 -1.132425e+01 -1.016540e+03 -4.038950e+04 -9.580936e+05 -2.892508e+07 -7.105593e+09 -1.465041e+11   
BQD-004   +7.963655e+00   +7.947602e-07 -1.668706e-02 -2.899160e-04 +2.282640e-03 +3.940157e-01 +8.308795e+02 -4.197225e+02 +2.450347e+04 +7.332565e+04 -2.246354e+09 -4.618903e+09 +7.823596e+10   +3.174839e-07 +1.254318e-05 +3.815371e-04 -2.436668e-02 -6.424736e-01 -3.706755e+01 -2.457502e+03 -1.072100e+05 -6.674710e+06 -4.098389e+08 -3.174060e+10 -1.518904e+12   
BQD-005   +7.958473e+00   +9.669537e-07 -1.670148e-02 -2.677902e-04 -6.453413e-03 +2.283060e-01 +8.248322e+02 -2.083711e+02 -1.092358e+04 +1.044499e+06 -2.251056e+09 -4.854841e+09 -2.580985e+11   +1.202523e-06 +1.963946e-05 +3.947436e-04 -1.417553e-02 -4.434746e-01 -6.075743e+00 -9.788232e+02 -3.738767e+04 -4.126297e+06 -1.579909e+08 -2.178786e+09 -3.260250e+11   
BQD-006   +7.974981e+00   +6.116738e-07 -1.681275e-02 -5.602086e-04 -1.461526e-03 +5.289213e-01 +8.668575e+02 -4.756742e+02 +3.213199e+04 +3.797682e+06 -2.020337e+09 +3.278948e+09 +5.172121e+11   +8.731808e-07 +1.392556e-05 +7.560002e-04 -1.588825e-02 -7.220581e-01 -2.479294e+01 -7.942179e+02 -7.533406e+04 -5.212440e+06 -3.317304e+08 -1.620804e+10 -3.972725e+11   
BQD-007   +7.961536e+00   +1.037704e-06 -1.672750e-02 -4.168672e-04 -5.372378e-03 +1.895176e-01 +8.383002e+02 -3.347640e+02 +2.367394e+04 +1.005122e+06 -2.202866e+09 +7.585025e+08 +6.893504e+10   +9.083895e-07 +1.341794e-05 +5.395137e-04 -1.873085e-02 -9.039831e-01 -3.001562e+01 -2.616342e+03 -1.272932e+05 -8.029194e+06 -3.792968e+08 -1.000058e+10 -1.464812e+12   
BQD-008   +7.966169e+00   +1.297212e-06 -1.673259e-02 -2.375781e-04 +3.788718e-04 +1.150933e-01 +8.359880e+02 -6.117668e+02 +1.270902e+02 -2.435602e+06 -2.294674e+09 -9.435352e+08 +1.096348e+11   +9.063852e-07 +5.528629e-06 +5.748004e-04 -1.548487e-02 -9.111175e-01 -2.239248e+01 -2.170136e+03 -1.016105e+05 -6.496616e+06 -3.274223e+08 -1.909042e+10 -9.508817e+11   
BQD-009   +7.963204e+00   +7.983981e-07 -1.670903e-02 -3.048259e-04 -5.030448e-04 -3.967928e-02 +8.324195e+02 -2.574284e+02 -1.456228e+04 -1.122656e+06 -2.231106e+09 -2.667921e+09 -2.094039e+11   +9.418858e-07 +1.414286e-05 +8.713313e-04 +4.935221e-03 +5.043092e-01 +4.244418e+01 +9.985949e+02 +9.732452e+04 +6.329569e+06 +3.624731e+08 +2.234761e+10 +6.098692e+11   
BQD-010   +7.959354e+00   +6.779992e-07 -1.671912e-02 -4.541642e-04 +2.932327e-03 +1.889554e-01 +8.234489e+02 -3.779496e+02 -4.092474e+04 -1.482772e+06 -2.370344e+09 -1.186440e+09 -5.302393e+11   +9.687584e-07 +2.036606e-05 +4.802576e-04 -1.490764e-02 -5.177351e-01 -2.182742e+01 -2.018331e+03 -4.244897e+04 -4.375459e+06 -1.544147e+08 -1.580922e+10 -4.598009e+11   
