DATA	HORA	AMP01BH	AMP02AH	AMP02BH	AMP03AH	AMP03CH	AMP03BH	AMP04AH	AMP04BH	AMP05AH	AMP05BH	AMP06AH	AMP06BH	AMP07AH	AMP07BH	AMP08AH	AMP08BH	AMP09AH	AMP09BH	AMP10AH	AMP10BH	AMU11AH	AMU11BH	AMP12AH	AMP12BH	AMP01AH	AMP01BV	AMP02AV	AMP02BV	AMP03AV	AMP03CV	AMP03BV	AMP04AV	AMP04BV	AMP05AV	AMP05BV	AMP06AV	AMP06BV	AMP07AV	AMP07BV	AMP08AV	AMP08BV	AMP09AV	AMP09BV	AMP10AV	AMP10BV	AMU11AV	AMU11BV	AMP12AV	AMP12BV	AMP01AV	
09/12/2010 16:33:15	6.962267	-4.085581	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
09/12/2010 16:36:21	7.511415	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
09/12/2010 20:56:31	-0.000390	-0.002059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
09/12/2010 21:06:59	0.002282	0.008524	-0.008807	0.021577	-0.041875	0.089842	0.036811	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
09/12/2010 21:30:01	-0.000273	-0.002792	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
09/12/2010 21:43:19	-0.000390	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
09/12/2010 21:51:07	-0.000390	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
09/12/2010 21:59:26	-0.000273	-0.002792	-0.011560	-0.000439	-0.000402	-0.000580	-0.004881	-0.003330	-0.000670	-0.000753	0.003517	0.002269	-0.000572	-0.000617	0.003135	0.002908	-0.000719	-0.000594	0.003980	0.002640	-0.000468	-0.000407	0.003458	0.003744	-0.000385	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
10/12/2010 05:11:56	-0.926561	0.057714	-0.912544	-0.566858	-1.169451	-2.422290	0.453871	-0.823842	-1.569693	-0.480722	0.550552	-0.492931	-0.488732	-0.039416	-0.376555	0.284833	-0.098156	-0.010955	-0.277862	-0.491650	0.352772	0.787992	-0.640527	-0.961980	-0.553741	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
10/12/2010 11:36:40	-0.918026	0.036156	-0.907804	-0.566848	-1.165046	-2.417044	0.445505	-0.812389	-1.575514	-0.474631	0.531074	-0.493617	-0.487723	-0.462364	-0.388450	0.261000	-0.101180	0.013753	-0.294259	-0.484155	0.357459	0.787589	-0.655180	-0.966319	-0.552325	-0.392617	0.033433	0.464961	0.560642	2.155094	0.684974	0.387389	-0.276461	0.949896	0.876557	1.208613	-0.810857	0.082764	0.588480	0.191043	0.018879	0.319833	0.617238	0.668760	0.539208	0.976798	1.547551	0.952192	0.580175	0.349106	
15/12/2010 10:47:53	-0.921668	0.047429	-0.900114	-0.615525	-1.165615	-2.475077	0.465850	-0.821724	-1.564356	-0.475783	0.545513	-0.471715	-0.702682	-0.478722	-0.433882	0.251127	-0.097546	0.030434	-0.276967	-0.483849	0.364699	0.742472	-0.616739	-0.969086	-0.554821	-0.354374	0.236964	0.510594	0.742967	1.968578	0.053902	0.451233	-0.332208	0.991982	0.810143	1.128117	-1.103489	0.388938	0.700640	3.404444	0.165046	0.447105	-0.010531	0.313862	0.390013	0.763348	1.521717	0.910085	0.660001	0.230649	
15/12/2010 15:34:38	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.054516	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
15/12/2010 15:52:39	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.574602	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
15/12/2010 16:07:24	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.683960	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.570445	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
15/12/2010 16:14:08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.876065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
15/12/2010 16:17:21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.952150	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
15/12/2010 16:22:37	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.406453	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
15/12/2010 16:25:51	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.588608	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
15/12/2010 16:30:56	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.006595	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
15/12/2010 16:33:43	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.076280	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
15/12/2010 16:37:54	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.030125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
15/12/2010 16:40:35	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.011806	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
15/12/2010 16:46:15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.543926	2.129054	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.309558	NaN	0.644435	NaN	NaN	NaN	NaN	NaN	0.362237	
15/12/2010 16:59:20	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.468749	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
15/12/2010 17:06:57	-0.920444	0.041798	-0.956071	-0.601318	-1.162437	-2.429835	0.469493	-0.776655	-1.556489	-0.469657	0.561328	-0.505261	-0.734410	-0.557753	-0.417899	0.284094	-0.133691	-0.012058	-0.270240	-0.503154	0.395293	0.766979	-0.645659	-1.001844	-0.544682	-0.394453	0.030959	0.477138	0.543591	2.150048	0.673395	0.379175	-0.274742	0.967326	0.856299	1.252205	-0.944622	0.478689	0.585564	1.037265	0.002791	0.315581	0.577067	0.631274	0.483335	0.961670	1.535306	0.934275	0.600317	0.357387	
09/04/2011 10:04:43	-0.912904	0.005524	-0.950352	-0.533281	-1.183445	-2.446211	0.429261	-0.810395	-1.588061	-0.480507	0.463153	-0.569463	-0.742682	-0.234281	-0.399921	0.189401	-0.144090	-0.039925	-0.385563	-0.574389	0.401126	0.767769	-0.699661	-1.109120	-0.464501	-0.416145	-0.041513	0.622877	0.518352	2.248521	0.629624	0.426557	-0.216537	0.975688	0.842488	1.236560	-0.810866	0.498174	0.385473	0.081237	0.024932	0.307120	0.578800	0.603238	0.480368	1.080069	1.581254	0.968073	0.559744	0.337324	
30/04/2011 01:32:08	-0.000627	0.000341	-0.015579	-0.000473	-0.000490	-0.000808	-0.004586	-0.003257	-0.000597	-0.000628	0.003513	0.002309	-0.000468	-0.000529	0.003024	0.002849	-0.000606	-0.000543	0.004015	0.002362	-0.000599	-0.000406	0.003719	0.003858	-0.000540	-0.000080	-0.000000	0.000129	0.000073	0.000075	0.001366	-0.000667	-0.000087	-0.000068	0.000074	0.000154	0.000000	0.000008	-0.000000	-0.000306	0.000663	-0.000837	-0.000000	-0.000166	-0.000178	-0.000188	0.000221	0.000133	-0.000077	0.000102	
09/07/2011 09:21:29	-0.890045	0.027615	-0.970107	-0.550895	-1.172682	-2.495208	0.417460	-0.852041	-1.589565	-0.494038	0.486963	-0.540522	-0.725295	-0.204195	-0.342447	0.249109	-0.146738	-0.014807	-0.374521	-0.510706	0.416757	0.779451	-0.720616	-1.062844	-0.465040	-0.421269	-0.037881	0.635050	0.523762	2.252887	0.617405	0.400828	-0.247339	0.981899	0.841591	1.264167	-0.822009	0.498655	0.393272	0.190985	0.022291	0.337390	0.570565	0.576346	0.432657	1.068679	1.565065	0.960296	0.555752	0.349330	
16/07/2011 13:27:42	-1.041371	0.947940	-2.469897	-0.363603	-0.830346	-2.231316	-0.215370	0.695428	-1.734722	-0.535259	0.693233	-0.750209	-0.667091	-0.314338	-0.352457	0.207874	-0.165526	0.012980	-0.287869	-0.677601	0.420911	0.713111	-0.455648	-1.198912	-0.497009	-0.434070	0.004109	0.608104	0.589147	2.225925	0.629975	0.426105	-0.115979	0.948969	0.916744	1.117013	-0.809112	0.535651	0.257010	0.524491	0.106795	0.223981	0.415332	0.817084	0.605675	0.914837	1.490361	1.033947	0.696766	0.207510	
21/07/2011 22:12:52	-0.898064	0.046920	-0.922309	-0.570311	-1.202305	-2.477991	0.465530	-0.820217	-1.591534	-0.494819	0.491728	-0.555214	-0.732620	-0.216079	-0.348267	0.221361	-0.147736	0.007481	-0.354263	-0.495026	0.411098	0.767001	-0.681254	-1.021477	-0.496707	-0.409102	-0.044425	0.619153	0.499269	2.185032	0.612236	0.350178	-0.236663	0.966847	0.853675	1.250607	-0.789633	0.503137	0.429114	0.218159	0.023300	0.341073	0.534065	0.589282	0.449993	0.992718	1.581883	0.944468	0.584040	0.328940	
23/07/2011 13:46:13	-0.894181	0.046207	-0.931196	-0.555035	-1.193151	-2.513278	0.456273	-0.784718	-1.591678	-0.515006	0.512476	-0.564499	-0.727825	-0.212026	-0.332102	0.233411	-0.150594	-0.026362	-0.324717	-0.529156	0.415054	0.773214	-0.681775	-1.018174	-0.467219	-0.419026	-0.022582	0.624552	0.529069	2.243907	0.597499	0.395582	-0.216750	0.969449	0.843000	1.259056	-0.804425	0.503692	0.404694	0.199606	0.012808	0.327549	0.570863	0.585532	0.456056	1.056205	1.577216	0.958687	0.575958	0.335016	
20/08/2011 07:35:08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.061862	-0.434587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.635565	0.613965	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
27/08/2011 07:29:57	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.056928	-0.404174	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.633280	0.628482	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
05/11/2011 07:45:05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.080179	-0.463154	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.640379	0.605400	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
12/11/2011 07:30:00	-0.885647	0.065546	-0.929430	-0.552774	-1.188568	-2.561980	0.398870	-0.795513	-1.592779	-0.520331	0.565446	-0.591451	-0.699655	0.072032	-0.394173	0.220801	-0.133169	-0.011152	-0.321901	-0.506944	0.426040	0.785967	-0.691810	-1.039381	-0.455361	-0.402908	-0.023308	0.627218	0.526097	2.239346	0.604917	0.406760	-0.221406	0.972176	0.837829	1.247754	-0.780684	0.509651	0.640575	0.590987	0.040805	0.333175	0.563109	0.583980	0.439169	1.055167	1.540058	0.951917	0.635463	0.325996	
05/01/2012 12:33:36	-0.879650	0.060693	-0.951793	-0.583286	-1.231098	-2.161507	1.477687	-0.790032	-1.559254	-0.510154	0.488378	-0.515694	-0.718963	0.046665	-0.392080	0.253941	-0.140243	0.005688	-0.293328	-0.473810	0.419939	0.775557	-0.630747	-1.007523	-0.507642	-0.413945	-0.011522	0.428162	0.483225	2.161839	0.592106	0.325847	-0.210638	0.942643	0.858462	1.258089	-0.773383	0.510541	0.643239	0.649967	0.073310	0.349133	0.551262	0.604567	0.428850	0.980060	1.543816	0.949060	0.639431	0.358551	
17/01/2012 12:20:45	-0.000617	0.000217	-0.009959	-0.000489	-0.000501	-0.000831	-0.004144	-0.002315	-0.000620	-0.000653	0.002535	0.002079	-0.000474	-0.001022	0.001952	0.001714	-0.000594	-0.000533	0.002365	0.001230	-0.000582	-0.000391	0.002472	0.002424	-0.000544	-0.000071	-0.000000	0.000118	0.000071	0.000070	0.001228	-0.000599	-0.000080	-0.000062	0.000074	0.000139	0.000000	0.000008	0.000000	-0.000602	0.000592	-0.000842	-0.000000	-0.000154	-0.000161	-0.000171	0.000216	0.000126	-0.000066	0.000091	
17/01/2012 12:46:04	-0.000617	0.000217	0.002218	-0.000489	-0.000501	-0.000831	-0.004144	-0.002315	-0.000620	-0.000653	0.002535	0.002079	-0.000474	-0.001022	0.001952	0.001714	-0.000594	-0.000533	0.002365	0.001230	-0.000582	-0.000391	0.002472	0.002424	-0.000544	-0.000071	-0.000000	0.000118	0.000071	0.000070	0.001228	-0.000599	-0.000080	-0.000062	0.000074	0.000139	0.000000	0.000008	0.000000	-0.000602	0.000592	-0.000842	-0.000000	-0.000154	-0.000161	-0.000171	0.000216	0.000126	-0.000066	0.000091	
24/03/2012 07:53:09	-0.865579	0.062028	-1.025178	-0.561912	-1.266045	-2.077806	1.488207	-0.837792	-1.562498	-0.495429	0.503106	-0.535825	-0.689818	0.079331	-0.380841	0.258036	-0.124655	0.029315	-0.314969	-0.464588	0.423842	0.786334	-0.654089	-1.020955	-0.481100	-0.410096	-0.041625	0.480188	0.500188	2.127889	0.585640	0.355887	-0.247423	0.959067	0.858216	1.240337	-0.732344	0.514030	0.662738	0.675166	0.035196	0.351185	0.549976	0.613998	0.389661	1.011002	1.551509	0.955535	0.659933	0.346238	
14/04/2012 07:39:34	-0.868354	0.116520	-0.917615	-0.563052	-1.268579	-1.972672	1.532799	-0.728094	-1.565833	-0.494100	0.585284	-0.492351	-0.701735	0.075061	-0.339315	0.297018	-0.133269	0.022647	-0.242484	-0.427599	0.419138	0.790918	-0.577441	-0.989490	-0.489238	-0.403570	-0.040611	0.490944	0.500443	2.136028	0.507982	0.360430	-0.273387	0.957129	0.862801	1.240995	-0.716633	0.519744	0.658699	0.690336	0.034634	0.363344	0.548818	0.620580	0.389305	1.008353	1.557163	0.942323	0.684270	0.341027	
12/05/2012 08:00:33	-0.862639	0.101682	-0.918516	-0.573752	-1.264110	-1.984887	1.540135	-0.754417	-1.564128	-0.493918	0.560715	-0.483362	-0.687986	0.067166	-0.350137	0.249425	-0.119292	0.043201	-0.277366	-0.487854	0.419121	0.802305	-0.610994	-1.005407	-0.497549	-0.409924	-0.029103	0.432078	0.507193	2.136993	0.483324	0.336765	-0.237665	0.955336	0.858785	1.243129	-0.743395	0.510903	0.643759	0.742632	0.045459	0.354997	0.545540	0.614947	0.382793	1.010179	1.547524	0.937001	0.679190	0.354828	
19/05/2012 07:31:10	-0.860494	0.123772	-0.909997	-0.569220	-1.267211	-1.986227	1.555267	-0.743936	-1.556934	-0.490647	0.535137	-0.517696	-0.692730	0.094457	-0.354378	0.295584	-0.126084	0.037061	-0.268246	-0.471177	0.423329	0.795771	-0.591729	-0.998561	-0.484926	-0.411154	-0.036008	0.464563	0.509984	2.132417	0.506570	0.352551	-0.232699	0.959445	0.865358	1.258305	-0.734678	0.511684	0.661105	0.687849	0.042283	0.353158	0.543367	0.619440	0.381222	1.013273	1.550667	0.942143	0.686857	0.354285	
26/05/2012 07:51:48	-0.864332	0.097696	-0.926143	-0.574142	-1.266241	-1.990921	1.554016	-0.760578	-1.563652	-0.490437	0.532095	-0.503405	-0.694607	0.077911	-0.405140	0.240912	-0.124507	0.042360	-0.304072	-0.484830	0.436169	0.786398	-0.627435	-1.000693	-0.493395	-0.411113	-0.027245	0.431191	0.502743	2.128388	0.492527	0.337246	-0.239857	0.950446	0.867131	1.254768	-0.746809	0.515600	0.647740	0.708724	0.054736	0.362067	0.548067	0.616201	0.384545	1.007933	1.546792	0.926086	0.640086	0.362876	
18/08/2012 07:33:58	-0.857807	0.125144	-0.944477	-0.564905	-1.255704	-1.998029	1.552161	-0.753738	-1.556958	-0.496068	0.547079	-0.512630	-0.693050	0.089142	-0.375037	0.282429	-0.136380	0.040862	-0.272179	-0.490245	0.431532	0.805482	-0.607047	-1.004230	-0.493976	-0.414829	-0.034175	0.446551	0.473134	2.121230	0.472235	0.295583	-0.186787	0.962986	0.864384	1.266853	-0.781138	0.518613	0.647461	0.737686	0.042853	0.342777	0.536701	0.599103	0.381685	0.990921	1.566085	0.951506	0.702903	0.356027	
25/08/2012 07:29:49	-0.850914	0.074643	-0.999964	-0.565220	-1.245195	-2.000616	1.468974	-0.817987	-1.556718	-0.494274	0.450343	-0.565350	-0.689769	0.082314	-0.426123	0.225004	-0.130140	0.048838	-0.357722	-0.534715	0.433054	0.815828	-0.669463	-1.062691	-0.494298	-0.410649	-0.032806	0.454612	0.476789	2.130383	0.454170	0.295770	-0.210483	0.966462	0.866056	1.275371	-0.798567	0.515854	0.641667	0.734901	0.041238	0.351225	0.540583	0.607278	0.378470	0.990919	1.558762	0.951720	0.700457	0.346168	
01/09/2012 07:34:38	-0.853624	0.073843	-1.001433	-0.564820	-1.251102	-1.999625	1.472251	-0.808845	-1.559134	-0.494813	0.439467	-0.563128	-0.689825	0.090591	-0.436091	0.222274	-0.134651	0.039815	-0.367652	-0.528515	0.428310	0.815762	-0.667241	-1.053657	-0.493268	-0.415703	-0.043632	0.449927	0.477917	2.127154	0.475892	0.290673	-0.192248	0.964981	0.865710	1.289588	-0.761934	0.517191	0.647709	0.707707	0.054591	0.343137	0.535828	0.609004	0.364039	0.992533	1.566786	0.948577	0.705607	0.351858	
29/09/2012 07:45:35	-0.910124	0.147743	-0.846564	-0.536817	-1.250789	-0.086852	1.496182	-0.730981	-1.550088	-0.473770	0.598085	-0.358233	-0.670625	0.092127	-0.279074	0.367856	-0.124970	0.031821	-0.197399	-0.399818	0.441900	0.813766	-0.522250	-0.896808	-0.501691	-0.408123	-0.106635	0.502163	0.460265	2.128729	0.053549	0.311540	-0.102430	0.968567	0.837940	1.252928	-0.831439	0.521261	0.646745	0.738928	0.020270	0.346725	0.539288	0.701175	0.323430	0.988648	1.554415	0.966527	0.709038	0.343331	
06/10/2012 07:33:05	-0.858164	0.161372	-0.844695	-0.550850	-1.264121	-0.015614	1.564561	-0.713966	-1.552467	-0.496605	0.556002	-0.567714	-0.697952	0.089659	-0.393667	0.291441	-0.126725	0.041610	-0.291899	-0.493692	0.440732	0.817365	-0.615295	-1.046614	-0.472358	-0.418381	0.027006	0.415866	0.475954	2.098612	0.003980	0.297593	-0.201715	0.971172	0.875247	1.270501	-0.774229	0.521963	0.649097	0.956670	0.004267	0.331462	0.545663	0.636750	0.471891	0.997102	1.552753	1.018989	0.781820	0.340347	
08/12/2012 07:51:29	-0.851984	0.125263	-0.974257	-0.540223	-1.197015	-1.978668	1.514031	-0.717486	-1.529396	-0.502393	0.484344	-0.521541	-0.701914	0.096702	-0.358060	0.252729	-0.134378	0.025026	-0.320231	-0.461228	0.440728	0.825720	-0.638093	-1.024999	-0.487239	-0.417741	-0.064737	0.400098	0.432929	2.104372	0.351927	0.295984	-0.294793	0.928228	0.826976	1.254667	-0.872348	0.483390	0.617622	0.675898	-0.018307	0.291197	0.463813	0.610491	0.302373	0.962975	1.536735	0.878691	0.619516	0.347497	
23/02/2013 09:07:06	-0.848553	0.076944	-0.981131	-0.543666	-1.204133	-1.932235	1.500125	-0.758670	-1.524454	-0.511034	0.770319	-0.565276	-0.707177	0.110985	-0.383159	0.220650	-0.143112	0.030244	-0.331857	-0.477193	0.437559	0.820520	-0.608660	-1.028050	-0.497921	-0.421433	-0.089909	0.397150	0.423570	2.095701	0.403712	0.274759	-0.274490	0.930433	0.833248	0.907606	-0.841974	0.481165	0.663325	0.611921	-0.004749	0.287924	0.461223	0.599667	0.295252	0.973459	1.545476	0.903264	0.627664	0.350410	
02/03/2013 08:32:05	-0.845636	0.100603	-1.062310	-0.528452	-1.184403	-1.931094	1.463648	-0.791931	-1.535204	-0.491358	0.904296	-0.569141	-0.703027	0.124018	-0.276645	0.211171	-0.146479	0.033369	-0.345666	-0.522104	0.453892	0.841548	-0.643126	-1.050775	-0.503406	-0.425209	-0.081709	0.383075	0.432725	2.090380	0.401536	0.271571	-0.278256	0.927822	0.835571	1.128454	-0.860388	0.477460	0.629578	0.477939	0.014494	0.281702	0.451321	0.607161	0.266183	0.973619	1.542382	0.883965	0.621588	0.356613	
11/02/2015 09:25:40	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.213906	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.682508	NaN	NaN	
11/02/2015 09:34:01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.214337	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.682208	NaN	NaN	
24/02/2015 11:08:19	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.500506	-0.339683	-0.048157	0.470271	0.426477	0.271754	2.092089	0.259636	-0.250451	0.965735	0.817853	1.227830	-0.847817	0.447258	0.685376	0.637273	0.006163	0.312225	-0.046111	0.632667	0.298196	0.946007	1.521082	0.477949	0.624705	0.436141	
