# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
BQF-006   +1.996004e+00   -7.299920e-07 -4.111265e-02 +3.193566e-03 +9.789865e-02 +1.174002e+00 +7.113087e+02 -1.076575e+04 +2.065979e+06 +7.940485e+07 -5.018507e+09 -8.014513e+10 +3.557203e+13   +2.878847e-06 +9.442466e-06 +5.327995e-04 -2.153176e-02 -9.839099e+00 +9.410943e+01 +2.406882e+03 +4.317341e+05 -7.474699e+07 +1.946986e+09 -6.615718e+10 +4.390521e+12   
BQF-007   +1.998238e+00   -8.027452e-07 -4.139183e-02 +1.182260e-03 +1.003187e-01 +6.375091e+00 +1.179802e+03 -6.307902e+03 +2.439339e+06 +1.672299e+07 -4.926563e+09 +2.025677e+11 +2.151346e+13   +5.149722e-06 +7.406755e-05 +2.932890e-04 +3.719116e-02 +3.639837e+00 +3.372546e+02 +1.073985e+04 +1.623115e+06 +7.218860e+07 +7.237076e+08 +1.760424e+11 +1.953247e+13   
BQF-009   +2.011906e+00   -8.788050e-07 -4.127026e-02 +2.710488e-03 +2.844009e-02 +5.309100e+00 +1.037054e+03 +1.277013e+04 -1.224354e+06 +3.452794e+07 +1.075562e+09 +4.731880e+11 -2.802952e+13   +1.113600e-07 +7.327753e-06 +1.327978e-03 -4.174672e-02 -5.838836e+00 -4.847916e+02 -1.361219e+04 -7.657266e+05 +3.523442e+07 +8.470699e+08 +2.573855e+11 -1.130001e+13   
BQF-010   +2.004105e+00   -4.830759e-06 -4.160863e-02 +2.009511e-03 +8.410507e-02 +2.137468e+00 +4.745741e+02 +2.275834e+04 +1.152625e+04 +6.224804e+07 -1.044217e+10 +1.229042e+11 -1.879246e+13   -1.449639e-06 +1.264075e-05 +2.136240e-03 +3.541105e-02 -6.173374e-01 -2.947169e+02 -3.341550e+03 +1.665815e+06 -7.027895e+06 -4.406518e+09 -5.313878e+10 +9.733707e+12   
BQF-011   +2.016859e+00   +6.069978e-07 -4.132507e-02 +3.617364e-03 -4.850815e-03 +2.119081e+00 +7.898291e+02 -7.884210e+03 -6.975029e+04 +5.793444e+07 -7.924406e+09 -1.430426e+11 +9.102352e+12   -1.987210e-06 +4.263599e-05 +5.540715e-03 +3.126420e-03 +1.225637e+00 +1.265972e+02 +3.028543e+03 -7.640906e+05 -3.422937e+07 +3.164818e+09 +2.887563e+10 -9.225439e+12   
BQF-012   +2.007148e+00   -2.218521e-06 -4.195449e-02 +1.651522e-03 +6.123818e-02 -8.096707e-01 +8.826295e+02 -4.417251e+03 +1.130074e+06 +4.702576e+06 -3.197570e+09 -8.302517e+10 +4.696365e+12   +8.894127e-07 +3.661387e-05 +1.641829e-03 -6.378583e-02 -1.238248e+00 -1.398482e+02 -1.070371e+04 -6.734018e+05 -5.277613e+06 -2.046868e+09 -1.074054e+11 -4.644048e+12   
BQF-013   +2.005904e+00   -6.685804e-07 -4.151072e-02 +6.182983e-04 +1.703613e-02 +1.024390e+00 +7.616800e+02 +3.269706e+03 +2.397741e+05 +1.361971e+07 -6.690609e+09 -8.621808e+09 -1.682899e+12   +6.156895e-07 +3.631117e-05 +2.671113e-03 -5.948759e-02 +1.051113e+00 -1.182554e+02 +1.939370e+03 -7.574545e+05 +1.634842e+06 -6.888610e+07 +2.862058e+10 -6.726847e+12   
BQF-014   +2.006143e+00   -1.670972e-06 -4.163480e-02 -1.078399e-03 +3.015847e-02 -7.834397e-01 +7.691441e+02 -8.312010e+03 +6.064627e+05 -8.299987e+05 -7.545389e+09 -1.189513e+11 -6.281501e+12   -9.562663e-07 +3.220829e-05 +4.423410e-03 -2.745518e-02 -6.022163e-01 -2.417266e+01 -1.846469e+03 -8.076478e+05 -2.329164e+07 +1.562698e+08 -9.418521e+10 -8.934199e+12   
BQF-015   +1.988693e+00   -1.329188e-06 -4.186936e-02 +8.919330e-04 +3.238788e-02 +9.250538e-01 +8.767266e+02 -7.614041e+03 +2.946489e+05 -3.483715e+07 -4.092400e+09 +2.787734e+10 +7.702290e+12   -2.474021e-06 +4.745662e-05 +7.696814e-03 +3.898392e-02 -1.062753e+00 -2.827123e+01 -3.456925e+03 +7.248615e+05 +1.637463e+07 +8.315160e+08 -3.482991e+09 +3.929139e+12   
BQF-016   +2.015922e+00   -4.615198e-07 -4.169843e-02 +2.962098e-03 +3.826408e-02 -3.925401e-01 +8.856970e+02 -6.840314e+02 -3.093343e+05 -2.413854e+07 -5.135660e+09 -6.955661e+10 -1.736336e+13   +1.806095e-06 +2.504060e-05 +2.863349e-03 +3.243452e-02 +1.735808e+00 +1.944551e+02 -4.849783e+03 +9.283311e+05 +2.899599e+07 +2.333843e+09 -9.209290e+10 +8.422181e+12   
BQF-017   +2.006653e+00   -4.706871e-08 -4.153456e-02 +1.317422e-03 -1.102564e-02 +3.099607e-01 +8.767924e+02 +1.941205e+03 +2.685174e+05 -1.562061e+07 -4.287871e+09 +9.179574e+10 +1.688318e+12   +1.374255e-06 +1.024009e-04 +2.698635e-03 +9.333447e-02 +5.363952e+00 +4.150030e+02 +1.726335e+04 +1.098045e+06 +4.422024e+07 +3.137086e+09 +2.052456e+11 +1.606421e+13   
BQF-018   +2.019563e+00   -1.279944e-06 -4.153629e-02 -1.247007e-08 +4.958746e-02 -5.068290e+00 +1.202011e+03 +1.600552e+03 +1.079825e+06 -9.904271e+05 -1.703895e+09 +1.053657e+11 -1.433058e+13   +1.293267e-06 +4.151428e-05 +2.419440e-03 +8.557747e-02 -6.735957e+00 -4.814299e+02 +6.452713e+03 +1.424952e+06 -8.190950e+07 -8.575959e+09 +2.293636e+11 +2.717964e+13   
BQF-019   +2.009010e+00   -1.440363e-06 -4.143061e-02 +3.661228e-03 +4.503917e-02 +2.292009e-01 +7.722620e+02 -4.679221e+03 -5.220397e+05 -2.993723e+07 -4.411123e+09 -5.532013e+10 -9.271855e+12   +1.346390e-06 +7.446568e-05 +5.178620e-03 +1.073121e-01 +2.978116e+00 +3.944579e+02 +1.880880e+04 +8.474930e+05 +3.372645e+07 +2.349406e+09 +1.887600e+11 +6.729952e+12   
BQF-020   +2.009024e+00   -9.045980e-07 -4.159505e-02 +4.186987e-03 +1.334751e-02 -2.655538e+00 +9.105367e+02 -1.899713e+04 -1.565045e+06 -2.277924e+07 +1.823869e+09 -1.094599e+11 +1.226237e+12   +4.900972e-06 +1.136278e-05 -1.266986e-03 -5.001767e-03 -4.390990e+00 -1.713605e+02 -6.822019e+03 +8.648289e+05 +2.663640e+07 +6.209249e+08 -1.909277e+11 +1.867024e+13   
BQF-021   +2.015395e+00   -1.245470e-06 -4.166496e-02 +4.635039e-04 +5.915595e-02 -4.598697e-02 +8.002158e+02 -1.441690e+04 +3.325221e+05 +5.935437e+06 -6.078640e+09 -1.548407e+11 +2.013591e+12   +2.406787e-06 +5.567842e-05 +5.423934e-04 +1.855209e-02 +1.513227e+00 +4.529598e+01 +3.191766e+03 +2.651566e+05 +2.005437e+07 +9.939977e+08 +2.914251e+10 +7.033599e+12   
BQF-022   +2.008188e+00   -1.051800e-06 -4.195455e-02 +1.801435e-03 +7.651649e-02 +6.258866e+00 +9.891853e+02 +1.775607e+04 +6.184834e+02 -4.176542e+07 -7.339258e+09 +3.922790e+11 -2.509934e+12   -2.416395e-06 +5.568388e-06 +4.748356e-03 +8.483937e-03 -5.867434e+00 -4.499167e+02 -2.530261e+04 +7.501718e+05 -2.318906e+07 -2.812918e+09 -1.444058e+11 -5.986078e+12   
BQF-023   +2.001692e+00   -2.412854e-06 -4.139015e-02 +2.435863e-04 -5.825107e-03 -1.278876e+00 +7.949755e+02 +1.159730e+04 -2.311116e+05 +5.148804e+07 -6.019957e+09 +1.547447e+11 -2.084240e+12   +5.450219e-06 +4.296451e-05 -2.679967e-03 -8.288503e-02 -8.502402e-01 +8.607758e+01 -1.671117e+04 -2.888279e+04 +4.127928e+07 -3.394692e+09 +7.258414e+09 +1.697155e+13   
BQF-024   +2.011066e+00   -8.435795e-07 -4.193260e-02 +4.486237e-04 +3.082065e-02 +6.590977e-02 +7.804224e+02 -2.349834e+03 +3.777430e+05 +5.476155e+06 -6.730585e+09 -1.985480e+10 -1.013368e+12   +2.385543e-06 +2.788193e-05 +3.561479e-04 +1.113706e-02 +1.187545e+00 -4.651127e+01 -9.598750e+02 -8.315287e+04 +2.547747e+07 +1.944593e+09 +1.108492e+11 -5.320382e+12   
BQF-025   +2.017043e+00   -2.324048e-06 -4.135362e-02 +1.312931e-03 +2.949000e-02 +1.578425e+00 +9.311061e+02 -2.241399e+04 +5.700786e+05 -6.226109e+07 -4.026952e+09 +5.047309e+10 +1.087931e+13   +1.076843e-06 +1.062334e-05 +2.200346e-03 -9.242718e-02 -1.023667e+00 -1.889758e+02 -2.233914e+04 -4.291428e+05 -2.436398e+06 +6.625035e+08 -6.141138e+11 -1.766292e+12   
BQF-026   +2.016364e+00   -2.146335e-07 -4.173198e-02 +3.447999e-03 +2.033490e-02 -1.634293e+00 +9.505928e+02 -1.532432e+04 -1.516884e+04 -3.907978e+07 -5.249727e+09 -9.516466e+10 -4.766163e+12   +7.219798e-07 +2.624330e-05 +2.149642e-03 -6.978497e-02 -5.510176e-01 -3.179678e+02 +5.411285e+03 -3.712931e+05 -4.801992e+07 -2.121916e+09 +1.170893e+11 -3.187089e+11   
BQF-027   +2.006487e+00   -1.854023e-06 -4.178805e-02 +2.966238e-03 +4.718223e-02 +3.669447e+00 +8.229483e+02 -1.719559e+04 -3.013080e+05 +6.829658e+07 -1.050234e+10 -2.422177e+11 +1.142584e+12   +8.825131e-07 +6.304785e-05 +5.544815e-03 +9.579145e-02 +3.778386e+00 +4.914526e+02 -6.848876e+03 +1.049823e+06 +7.909276e+07 -5.414817e+09 -8.753079e+10 +2.133027e+13   
BQF-028   +2.001996e+00   -3.086342e-06 -4.152125e-02 +2.514134e-03 +2.629894e-02 -2.322729e-01 +6.783325e+02 +9.858786e+03 -7.063830e+05 +3.716691e+06 -5.867569e+09 +2.128116e+11 -2.539179e+12   +1.849278e-06 +3.301312e-05 +2.044267e-03 -3.422381e-03 +8.922036e-01 +4.215762e+00 +1.012549e+03 -1.857093e+05 -9.543106e+06 -1.361338e+08 +1.234504e+11 +4.553827e+12   
BQF-029   +2.010792e+00   -1.363774e-06 -4.123764e-02 +1.269013e-03 +6.194783e-02 -2.892047e-01 +7.855273e+02 -3.140645e+03 -2.420685e+05 +4.059563e+07 -5.091820e+09 +2.395744e+10 -7.002490e+12   +3.500467e-06 +1.763121e-05 +1.592314e-03 -5.177597e-02 -3.486807e+00 -7.749335e+01 -9.033605e+03 -5.822084e+05 -3.296563e+06 +6.176601e+08 -1.720125e+11 -4.059858e+12   
BQF-030   +2.009073e+00   -3.398448e-06 -4.144521e-02 -4.904846e-04 +3.023413e-02 -2.675496e+00 +6.917419e+02 +2.519425e+03 -1.397800e+05 +3.688495e+06 -5.653996e+09 -7.575992e+10 -2.233874e+11   +2.590646e-06 +6.527433e-05 +3.179888e-03 +3.175363e-02 +5.518281e+00 +2.658166e+02 +1.326331e+04 +5.082867e+05 +5.821859e+07 +4.309232e+08 +6.355244e+10 +1.262592e+13   
BQF-031   +2.008812e+00   -1.957322e-06 -4.117940e-02 -1.064420e-03 +3.651431e-02 -3.677447e-01 +8.424845e+02 +1.425261e+03 -3.241551e+05 +1.613515e+07 -5.880107e+09 +9.818191e+10 -6.527983e+11   -1.600606e-07 +5.649648e-05 +4.767106e-03 +3.683131e-02 +2.142505e+00 +1.351672e+02 +6.589835e+02 +7.342773e+05 +2.452922e+07 +5.776429e+08 -1.674835e+10 +3.702208e+12   
BQF-032   +2.007393e+00   -2.148226e-06 -4.137423e-02 +1.357314e-03 +1.191723e-02 +8.722976e-01 +8.925691e+02 -2.839163e+03 -1.941704e+04 -3.662442e+07 -4.969714e+09 +1.534640e+11 -2.751073e+12   +2.263605e-06 +3.131323e-05 -3.247170e-04 -2.441450e-02 +6.669272e-01 -1.053679e+02 -1.683876e+03 +2.500001e+05 +2.954127e+07 -9.604487e+08 -1.802933e+10 +1.342862e+12   
BQF-033   +2.008502e+00   -6.277679e-07 -4.138501e-02 +1.627515e-03 +1.339783e-02 -5.287841e-01 +7.335198e+02 -5.922200e+03 -8.958612e+04 +9.015062e+06 -6.778529e+09 -7.041940e+10 -5.853268e+11   +3.060439e-06 +1.850641e-05 -6.814686e-04 -2.549248e-02 +3.374694e-01 -6.221159e+01 -3.665280e+03 +1.893133e+05 -2.318320e+07 -1.030511e+09 -3.528305e+10 +2.854104e+12   
BQF-034   +2.006447e+00   -3.563086e-06 -4.134839e-02 -2.065637e-03 -5.479950e-03 +3.319574e-01 +8.270047e+02 -7.044497e+03 -6.689397e+05 +3.514284e+07 -4.356255e+09 -5.866071e+10 -1.205089e+12   +1.394722e-06 +1.851148e-05 +1.660620e-03 -3.431339e-02 -8.167985e-01 -1.104294e+02 +2.872050e+03 -1.842008e+05 -2.062355e+07 -5.669410e+08 +6.413606e+10 +4.530133e+11   
BQF-035   +2.013111e+00   -9.569716e-07 -4.113697e-02 +1.872697e-03 -4.227257e-03 +1.017971e+01 +8.938613e+02 +2.069082e+03 -7.915853e+05 +6.354116e+07 -4.360713e+09 +3.636175e+11 +2.821267e+12   +5.534608e-07 +9.013184e-06 -2.951606e-04 -1.786640e-01 -4.366868e+00 +1.127604e+01 -1.058162e+04 -1.620246e+06 -1.906730e+07 -4.420858e+07 -2.006367e+11 -1.948883e+13   
BQF-036   +2.006096e+00   -2.037577e-06 -4.128551e-02 +9.396823e-04 +3.698158e-02 +2.916927e-01 +8.276812e+02 +2.244951e+03 +5.318524e+05 -1.434746e+07 -6.015575e+09 +6.347074e+10 -3.046292e+12   +3.766442e-06 +3.587637e-05 -6.201588e-04 +4.776582e-03 +1.932664e-02 +5.833883e+01 +4.845867e+03 +1.548555e+05 +1.397605e+07 +1.633031e+09 +9.673899e+10 -1.212985e+12   
BQF-037   +2.011877e+00   +9.164362e-08 -4.118658e-02 +1.956151e-03 +5.452436e-02 +2.069834e+00 +1.330382e+03 -3.536816e+04 -6.289460e+05 -3.241647e+07 +2.104917e+09 -3.750773e+11 -5.942838e+12   +7.686648e-06 +2.501602e-05 -2.079742e-03 -2.597222e-02 +5.343975e+00 -1.737821e+02 +3.415929e+04 -9.737573e+05 +7.537856e+06 -5.648228e+09 +1.343260e+11 -2.927088e+11   
BQF-038   +2.001352e+00   -2.214450e-06 -4.132344e-02 +3.827504e-04 +7.315210e-03 -2.742791e+00 +1.043095e+03 -7.705391e+03 -8.844536e+04 -3.053618e+07 -4.162968e+09 +5.486796e+10 +2.187658e+13   +2.336125e-06 +1.559776e-05 +1.353773e-04 -5.844279e-02 -3.033586e+00 -2.063803e+02 -1.527807e+04 -7.333622e+05 -4.717756e+07 -2.522885e+09 -2.583658e+11 -5.816093e+12   
BQF-039   +2.006387e+00   -1.255604e-06 -4.140796e-02 +1.102368e-03 +1.221552e-02 +6.797288e-01 +6.637648e+02 -9.884449e+02 -1.718704e+05 +2.585584e+07 -5.229255e+09 +1.239046e+09 -2.093252e+12   +3.460801e-06 +6.266662e-05 +5.398470e-04 +3.468744e-02 +6.159744e+00 +3.014639e+02 +1.868156e+03 +4.650071e+05 +6.736995e+07 +2.677830e+09 +1.001715e+11 +6.367291e+12   
BQF-040   +2.005278e+00   -9.720767e-07 -4.125468e-02 +8.733597e-04 +4.796103e-02 +2.782592e+00 +8.218412e+02 -3.338345e+03 -1.306928e+04 +2.960734e+07 -5.256254e+09 -4.783173e+10 +2.125013e+12   +3.107383e-06 +3.305343e-05 -6.602860e-04 +1.274252e-03 +6.857867e-02 -2.338037e+01 -6.497114e+03 +3.939190e+05 +1.613346e+07 +9.701877e+08 -3.874317e+10 +5.044617e+12   
BQF-041   +2.007996e+00   -2.617982e-06 -4.129271e-02 +7.391320e-04 +6.572050e-03 +1.280768e+00 +8.131739e+02 -2.938603e+02 -1.317195e+05 +2.477554e+07 -5.656451e+09 +1.882497e+10 -1.936692e+12   +1.775980e-06 +5.621475e-05 +3.258717e-03 +8.086281e-02 +5.143994e+00 +6.012437e+01 +1.247105e+04 +5.778652e+05 +4.261921e+07 +8.702552e+07 +1.501693e+11 +8.601287e+12   
BQF-042   +2.017764e+00   -2.782322e-06 -4.129332e-02 -1.213634e-03 +9.159798e-02 -5.542506e+00 +7.453835e+02 -8.047041e+03 +6.476149e+05 -8.760281e+07 -6.377783e+09 +1.969226e+11 +1.563680e+12   +3.135401e-06 +2.853102e-05 -1.024634e-03 -3.036886e-02 -3.176567e+00 -3.293628e+02 -2.220395e+04 -4.678208e+05 -3.891167e+07 -7.241437e+09 -4.418926e+11 -1.079547e+13   
BQF-043   +2.005946e+00   -9.876637e-07 -4.135208e-02 +8.730479e-04 +5.161440e-02 -1.075086e-01 +8.118987e+02 +4.374905e+03 +2.156060e+05 +1.174434e+07 -4.378344e+09 +8.164781e+10 +4.007338e+12   +2.626615e-06 +3.386479e-05 +1.880542e-03 +5.173120e-02 +4.571685e+00 +1.662539e+02 +1.257365e+04 +9.832114e+05 +3.769978e+07 +8.209483e+08 +1.093632e+11 +5.823302e+12   
BQF-044   +2.006291e+00   -3.532935e-06 -4.127562e-02 +5.453312e-04 +6.535059e-02 -1.368008e+00 +6.834871e+02 -3.645851e+03 -2.371889e+05 +1.004711e+07 -5.537352e+09 -1.343297e+10 -2.616188e+12   -1.752037e-07 +3.240749e-05 +1.711337e-03 -1.588370e-02 +3.645603e-01 +2.407122e+01 +6.105062e+03 -4.877593e+05 +4.367645e+06 -3.844237e+08 +1.416737e+11 -5.315166e+12   
BQF-045   +2.007290e+00   -1.816093e-06 -4.104053e-02 +1.608360e-03 +1.715355e-02 -5.984940e-01 +7.853708e+02 +6.020226e+03 -3.850878e+04 -1.291926e+07 -6.239826e+09 +6.080517e+10 +2.579020e+12   +2.757919e-06 +4.156437e-05 +1.809971e-03 +4.079063e-02 +2.904754e+00 +1.702709e+02 -3.767456e+03 +5.335183e+05 +1.902568e+07 +1.159642e+09 -9.712488e+10 -2.766955e+12   
BQF-046   +2.007297e+00   -2.047830e-06 -4.156711e-02 +1.318492e-03 +5.312462e-02 -6.892094e-01 +7.120302e+02 -1.741272e+03 +2.177475e+05 -8.803824e+06 -3.944016e+09 +3.449589e+10 -1.474380e+12   +3.462948e-06 +3.247155e-05 -1.106824e-04 -2.426893e-02 -3.798684e-01 +2.464680e+01 -6.788562e+03 -5.466172e+05 +1.168805e+07 +8.203968e+08 -5.032250e+10 -8.901239e+12   
