# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
BC-001   +7.000362e+00   +3.318807e-04 +7.975092e-05 +3.222041e-03 +1.067859e-02 -7.732062e+00 +1.362592e+02 -4.733894e+04 -2.890672e+04 -3.501753e+06 -3.306308e+08 +7.013052e+10 +7.147129e+11   -5.710506e-07 +8.383944e-06 +3.734060e-04 -1.326435e-02 -1.394478e+00 +2.799811e+01 +4.580730e+03 +8.848530e+03 -2.278816e+06 -1.329634e+08 -4.154295e+09 +5.141420e+10   
BC-002   +7.000549e+00   +3.328792e-04 +5.692124e-05 +3.515711e-03 +7.013050e-03 -7.760297e+00 +1.126021e+02 -4.780059e+04 -9.064565e+03 -3.316270e+06 -4.272204e+08 +6.561800e+10 +2.660096e+11   -4.920026e-07 -2.389571e-06 +3.362948e-04 +1.339015e-04 -1.487732e+00 +3.666305e+01 +4.026718e+03 +3.469196e+04 -3.822679e+06 -3.728856e+07 -5.521491e+09 +4.335301e+11   
BC-003   +7.000421e+00   +3.323999e-04 +6.540928e-05 +3.334848e-03 +7.394102e-03 -7.548912e+00 +1.182744e+02 -4.775333e+04 -4.320050e+04 -3.763706e+06 -4.597229e+08 +6.989408e+10 +1.907882e+11   -7.306888e-07 +1.472039e-05 +5.979486e-05 -1.031090e-02 -1.552625e+00 +3.470073e+01 +4.003246e+03 +1.043279e+04 -3.218786e+06 -1.099600e+07 -5.673237e+09 -2.330827e+11   
BC-004   +7.000451e+00   +3.316513e-04 +6.866120e-05 +3.124373e-03 +9.601630e-03 -7.244859e+00 +1.045507e+02 -4.688144e+04 -4.875177e+04 -7.135025e+06 -3.961316e+08 +6.718149e+10 -2.209168e+11   -4.778451e-07 +1.016128e-05 +1.816869e-04 -3.321302e-03 -1.458132e+00 +3.723879e+01 +3.666479e+03 -1.725530e+04 -4.482467e+06 -5.479923e+07 +1.098520e+09 +1.352922e+10   
BC-005   +7.000261e+00   +3.323392e-04 +5.526505e-05 +3.490580e-03 +1.392205e-02 -7.439440e+00 +1.346181e+02 -4.842081e+04 -6.017606e+04 -4.566755e+06 -1.435199e+08 +7.373238e+10 +4.422172e+11   -2.701994e-07 +1.711473e-05 +4.711523e-04 -2.076241e-03 -1.342086e+00 +3.172716e+01 +4.003271e+03 -3.634577e+04 -1.918784e+05 -6.457045e+07 +7.006389e+09 -8.882577e+10   
BC-006   +7.000500e+00   +3.323655e-04 +4.605590e-05 +3.484034e-03 +9.253209e-03 -7.757104e+00 +1.475577e+02 -4.728532e+04 -5.572668e+04 +8.611155e+05 -3.524380e+08 +6.858922e+10 +2.622176e+11   -6.372458e-07 +1.865202e-05 +1.382483e-04 -1.066322e-03 -8.617596e-01 +3.920841e+01 +3.606435e+03 +2.217214e+04 -2.651212e+06 -2.459570e+07 -6.154238e+09 -6.289029e+10   
BC-007   +7.001431e+00   +3.321287e-04 +5.624507e-05 +3.708002e-03 +2.407752e-02 -5.296761e+00 +1.813234e+02 -4.034288e+04 -2.762140e+05 -9.034256e+05 -1.429792e+09 +3.671027e+10 -2.478378e+12   -6.920584e-07 +7.662923e-06 -2.684773e-04 -1.590809e-02 -1.566407e+00 -6.634912e-01 +9.466772e+03 +7.393336e+04 +8.690379e+06 -6.767047e+08 +2.667490e+10 -2.253192e+12   
BC-008   +7.000860e+00   +3.321620e-04 +5.419553e-05 +3.136715e-03 +1.899659e-02 -8.521919e+00 +1.864749e+02 -4.503021e+04 +2.071508e+02 +2.183015e+06 +6.693646e+07 +4.594958e+10 +2.513143e+12   -4.165788e-07 +2.005432e-05 +2.717328e-04 +2.533780e-03 -9.859266e-01 -5.330965e+01 +4.329375e+03 +6.852265e+04 +1.909021e+06 -2.007608e+08 -4.532527e+09 -2.408213e+11   
BC-009   +6.999074e+00   +3.377577e-04 +4.749348e-05 +2.401108e-03 -1.768805e-02 -6.838869e+00 +4.507281e+01 -4.540465e+04 -1.178217e+05 +7.373557e+06 -4.219963e+08 +1.304924e+11 -1.294262e+12   -5.748662e-07 +1.119829e-05 +2.736869e-04 +1.426197e-02 -1.988532e+00 +8.744312e+01 +5.773062e+03 +1.874351e+05 -2.333784e+06 +5.509690e+08 -3.395673e+10 +1.404378e+12   
BC-010   +7.000377e+00   +3.392480e-04 +4.712679e-05 +2.011780e-03 -1.412892e-05 -7.775223e+00 +1.220476e+02 -4.765350e+04 -4.841678e+04 -2.114336e+06 -4.014994e+08 +7.040742e+10 +6.179200e+11   -5.895918e-07 +1.050298e-05 +3.142005e-04 +6.780123e-03 -1.179681e+00 +4.991981e+01 +4.503453e+03 -1.486424e+04 -4.336222e+06 -7.592685e+07 -9.376086e+09 +3.279249e+11   
