# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
S15-004   +7.995950e+00   +9.883539e-07 +8.668051e-05 -2.386293e+00 -4.812684e-03 -3.472604e+00 -1.210652e+02 -1.192837e+04 +3.486629e+05 +1.205332e+09 -6.618059e+08 +5.522451e+10 +1.406875e+13 +8.330504e+14 -4.863712e+16 -3.059833e+20   +3.512068e-07 +1.485128e-04 +5.737795e-04 -3.538551e-02 -3.063661e+00 +5.564670e+01 +8.253211e+03 -5.088674e+05 -4.359676e+08 +3.012039e+09 +1.366716e+11 -1.020679e+12 -1.583857e+14 +1.391861e+17 +7.951024e+19
S15-006   +7.996050e+00   +6.814610e-07 +8.202110e-05 -2.400368e+00 -4.936670e-02 -9.194000e+00 -1.578124e+01 -2.231192e+04 -2.694134e+05 +1.205164e+09 -2.642151e+08 +8.004600e+09 +1.053752e+13 +1.594714e+15 +1.065489e+17 -3.021671e+20   +1.339236e-07 +1.106255e-04 +1.743234e-03 -4.961525e-02 +1.079040e+00 +2.801304e+01 -2.118152e+03 -1.224094e+05 -4.208924e+08 +2.533331e+09 +1.437485e+11 -4.600143e+12 +1.894500e+14 +7.217236e+16 +7.542680e+19
S15-008   +7.996100e+00   +7.011213e-07 +5.168760e-05 -2.408683e+00 -4.527131e-02 -4.467023e+00 +1.087044e+02 -1.581456e+04 +2.915945e+05 +1.260318e+09 +6.734084e+08 -7.612492e+10 +5.074688e+10 +1.238727e+15 +1.981275e+16 -3.324747e+20   +2.613420e-07 +1.180650e-04 +5.021928e-04 -1.331231e-02 -5.532467e+00 +8.488012e+01 +9.591957e+03 -2.262574e+05 -2.052267e+08 -3.133340e+09 +2.294303e+11 +1.053797e+13 -2.495902e+14 +5.108843e+16 +2.130369e+19
S15-009   +7.996150e+00   +5.009241e-07 +8.784369e-05 -2.406472e+00 -5.129494e-02 -1.089270e+01 -1.100555e+01 -1.881894e+04 -5.672500e+03 +1.248339e+09 +1.749040e+09 +2.893640e+11 -5.243498e+12 +2.660679e+14 +1.832067e+17 -3.388748e+20   +4.196226e-07 +1.103112e-04 -7.136124e-04 -4.652498e-02 +7.551292e-01 +3.837513e+01 -6.755400e+03 -2.121332e+05 -2.283927e+08 +1.942402e+09 +5.504684e+10 -6.534193e+12 +3.767034e+14 -7.600455e+16 +2.437537e+19
S15-010   +7.995950e+00   +7.236567e-07 +1.333659e-04 -2.400708e+00 +6.773719e-02 -5.064900e+00 +5.330056e+01 -8.241841e+03 +8.087423e+04 +1.339266e+09 -2.717950e+09 +3.252286e+10 +9.136083e+12 +8.650133e+14 +6.744683e+16 -3.492978e+20   +1.461247e-07 +1.025138e-04 -5.997356e-04 -4.309550e-02 +7.006078e+00 +3.403297e+00 -1.061376e+04 +1.671721e+05 -3.673048e+07 -1.754131e+09 -1.887783e+11 +7.237719e+12 -3.738445e+14 +8.598223e+16 -8.612226e+17
S15-014   +7.996000e+00   +9.020620e-07 +1.021613e-04 -2.396441e+00 -1.383532e-02 -1.459277e+01 -9.150863e+01 -3.524902e+04 -7.672006e+05 +1.311411e+09 -9.294045e+08 +1.613494e+11 +2.251339e+13 +3.303507e+15 +2.821943e+17 -3.487900e+20   +3.539041e-07 +1.241259e-04 -1.617311e-04 +2.304826e-02 -1.643786e-01 -2.174025e+01 -1.366612e+03 -7.446795e+05 -1.814715e+08 +1.700004e+09 +2.619911e+11 +4.077095e+13 +4.498467e+14 +2.934282e+16 +1.872462e+19
S15-016   +7.995950e+00   +6.779112e-07 +6.052862e-05 -2.387794e+00 -1.195898e-01 -2.491520e+00 -4.806695e+01 -8.533065e+03 -7.064619e+03 +1.384805e+09 +4.831272e+08 -8.945256e+10 +8.749682e+12 +3.066864e+14 +8.146838e+16 -3.448872e+20   +2.361943e-07 +1.165772e-04 -1.218660e-03 +2.072553e-03 +1.486152e+00 +9.048373e+01 +2.593550e+03 -2.950919e+05 -2.810650e+07 -1.260007e+09 -2.738403e+10 +1.852878e+12 -1.381825e+15 +1.494319e+17 +5.587145e+16
S15-017   +7.995750e+00   +8.423673e-07 +1.008675e-04 -2.387229e+00 -8.607918e-02 -2.444401e+00 -1.270849e+02 -8.215817e+03 -4.324941e+05 +1.391632e+09 +1.024987e+09 +7.790221e+10 +6.984756e+12 +2.099164e+14 +7.573608e+16 -3.461674e+20   +2.449416e-07 +1.471622e-04 -2.333368e-03 -4.668538e-02 +3.235120e+00 +5.359769e+01 -2.296156e+03 -2.326957e+05 -2.755937e+07 -1.477454e+09 +1.268189e+11 -1.391095e+12 -1.270042e+14 +8.466560e+16 -5.334767e+18
S15-018   +7.995850e+00   +8.695510e-07 +1.101447e-04 -2.392235e+00 -4.025416e-02 -9.258241e-01 +8.072443e+01 -3.703377e+03 -1.121521e+05 +1.252038e+09 +1.302986e+09 +7.970076e+10 +1.978972e+12 +1.020461e+15 +5.804017e+16 -3.186278e+20   +2.673752e-07 +1.497749e-04 +6.692734e-04 -5.506555e-02 -1.560965e+00 +8.873117e+00 -2.908432e+02 +4.094405e+03 -3.077525e+08 -1.646036e+09 +2.762891e+11 +1.117461e+13 -1.040061e+15 +1.192199e+17 +3.824428e+19
S15-021   +7.996150e+00   +1.075079e-06 +1.096848e-04 -2.390354e+00 -6.295981e-02 -4.466891e+00 +3.708746e+02 -1.072310e+04 -2.055937e+05 +1.435244e+09 +8.362697e+08 -1.426290e+10 -1.217264e+12 +7.751159e+14 +1.129930e+17 -3.485315e+20   +4.425256e-07 +1.168008e-04 -9.611950e-04 -2.995258e-02 -4.486806e-01 +2.950461e+01 +1.568078e+03 -2.485669e+05 -4.639708e+07 -3.959776e+08 +1.281543e+11 +1.434003e+12 -7.480177e+12 +1.418709e+17 -1.948875e+18
