# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
S15-005   +5.996750e+00   +1.629944e-06 +6.870171e-05 -2.503621e+00 -8.352092e-02 +9.036168e-01 +1.488432e+02 -8.675921e+03 -1.025949e+05 +1.294779e+09 -6.416802e+08 -1.851916e+11 -7.026579e+12 +9.399718e+14 +3.927582e+16 -3.562598e+20   +3.742907e-07 +1.011349e-04 -8.436333e-04 +7.248151e-02 +5.182464e+00 +9.270358e+01 -2.911097e+03 +8.614184e+04 -3.007057e+07 -3.807619e+09 -4.325229e+10 +7.502591e+12 -3.697826e+14 +1.051377e+17 -1.649992e+18   
S15-007   +5.996950e+00   +9.413088e-07 +1.007000e-04 -2.499666e+00 -2.358182e-04 -1.255641e+01 +2.022491e+02 -2.982660e+04 -2.230205e+05 +1.162084e+09 +1.526268e+09 -1.000254e+11 +6.056517e+11 +9.083071e+14 +1.651755e+17 -3.331205e+20   +5.145732e-07 +2.292387e-04 +6.200002e-04 -3.787904e-01 -2.701972e+00 +1.279955e+01 +4.961024e+03 +3.633557e+05 -2.737603e+08 +8.827249e+08 +1.602621e+11 +1.675707e+13 -5.756443e+14 +1.917041e+17 +5.129623e+19   
S15-011   +5.997050e+00   +9.690029e-07 +5.372095e-05 -2.495539e+00 -1.152660e-01 -8.548768e+00 +4.911870e+01 -1.699834e+04 -2.043963e+05 +1.302219e+09 +1.294207e+09 +4.500199e+10 +2.322595e+12 -1.650711e+14 +4.176360e+16 -3.606046e+20   +2.895057e-07 +9.912240e-05 -2.146617e-03 +8.977189e-02 +9.031731e-01 +5.061489e+01 +1.209368e+03 -3.052643e+05 -4.592183e+07 -2.710923e+09 +4.327588e+10 +1.009106e+13 -8.816270e+14 +5.621189e+16 +1.725652e+18   
S15-012   +5.996950e+00   +1.174012e-06 +1.340412e-04 -2.502394e+00 +7.725494e-02 -6.819427e+00 +1.771214e+02 -1.765861e+04 -4.031925e+05 +1.303718e+09 +3.889771e+08 +7.659452e+10 +1.298801e+12 +5.188564e+14 +1.875360e+17 -3.565566e+20   +7.710403e-07 +1.426862e-04 -2.091763e-03 -1.448917e-01 -4.732297e+00 +1.945544e+01 +4.110716e+03 +4.743280e+05 -8.015304e+07 -1.440199e+09 -2.545491e+09 +1.253695e+13 -3.380398e+14 +4.754714e+16 +2.402788e+18   
S15-013   +5.997550e+00   +1.039345e-06 +8.169297e-05 -2.503374e+00 +6.143495e-03 -1.056330e+01 -2.110068e+02 -2.524624e+04 -2.819064e+05 +1.252427e+09 +1.337287e+09 +1.482248e+11 +1.173823e+12 +7.677387e+14 +1.024109e+17 -3.521001e+20   -3.435621e-08 +1.857430e-04 -7.036995e-04 -1.728206e-01 +1.109715e+01 +1.914739e+02 -1.555843e+04 -2.087122e+05 -1.938663e+08 +2.958436e+09 +2.282957e+11 -1.551333e+13 +2.533178e+14 +1.681957e+17 +2.548686e+19   
S15-015   +5.997200e+00   +1.346005e-06 +8.954854e-05 -2.491843e+00 -2.240396e-02 -6.552583e+00 -5.086727e+02 -1.427677e+04 -1.532637e+05 +1.415588e+09 -5.886070e+08 -5.531631e+10 +1.445082e+13 +2.700027e+14 +4.915972e+16 -3.603453e+20   +1.058434e-07 +1.282010e-04 -1.463325e-03 -2.383919e-02 -1.740272e+00 +3.695103e+01 +1.033044e+04 -1.275922e+05 -4.459218e+07 -5.735675e+08 +8.613638e+10 +5.829834e+12 -5.218247e+14 +2.619569e+17 -3.102274e+18   
S15-019   +5.997350e+00   +8.754445e-07 +8.228149e-05 -2.484257e+00 +6.796105e-04 -2.080772e+00 +8.221891e+01 -9.959912e+03 -3.117132e+05 +1.270207e+09 -4.869719e+08 -1.314769e+11 +1.131445e+13 +8.462102e+14 +1.144080e+17 -3.439404e+20   +8.703617e-08 +1.521576e-04 +4.601898e-04 -6.470791e-02 -6.653665e+00 +8.874128e+01 +1.173006e+04 -1.107686e+05 -2.129242e+08 -1.036257e+08 +1.316049e+11 +4.901001e+12 -5.031577e+14 +1.108913e+17 +3.323104e+19   
S15-020   +5.996800e+00   +1.100281e-06 +9.441494e-05 -2.490880e+00 -1.660931e-02 -3.095766e+00 +5.862428e+01 -9.369447e+03 -1.336987e+05 +1.388314e+09 +5.851858e+08 -5.199445e+10 +6.932787e+12 +4.471872e+14 +7.951804e+16 -3.519107e+20   +3.502220e-07 +1.199128e-04 -2.753155e-03 +5.468612e-02 +5.904089e-01 +1.282413e+02 -2.650282e+03 -1.377107e+05 -3.122984e+07 -1.893533e+09 +7.329856e+10 +2.922465e+12 +2.421535e+14 +1.553455e+17 -4.643643e+18   
S15-022   +5.996950e+00   +1.155076e-06 +1.029515e-04 -2.467881e+00 -8.173040e-02 -6.153061e+00 -2.195438e+01 -1.051830e+04 -4.988546e+04 +1.407724e+09 -1.394120e+08 +6.293948e+10 -2.450321e+12 -1.044259e+14 +1.530991e+17 -3.598361e+20   +4.874881e-07 +1.134962e-04 -2.113354e-03 +4.682068e-02 +5.892664e+00 +2.444816e+01 -1.731680e+04 +7.955112e+03 -2.659882e+07 -1.579558e+09 +6.125159e+10 +1.365554e+13 -8.457974e+13 +1.747490e+17 -1.066565e+19   
S15-023   +5.997400e+00   +1.155176e-06 +1.198300e-04 -2.482501e+00 +2.702930e-02 -5.811717e+00 +5.820457e+02 -7.222747e+03 +2.714870e+05 +1.340969e+09 -6.496168e+08 +9.203937e+10 +3.262442e+12 -3.374539e+14 +5.181554e+16 -3.497647e+20   +2.689912e-07 +1.296418e-04 -1.267432e-03 -4.159399e-02 +3.287114e+00 -9.101922e+01 -6.094766e+03 +1.658678e+05 -3.852710e+07 -2.001277e+09 -7.974814e+10 +2.061665e+13 +4.591458e+14 +1.971809e+16 -3.205059e+18   
