# field on trajectory
# s[mm] rx[mm] ry[mm] rz[mm] bx[T] by[T] bz[T]
2.1000000000000005e+00 -4.4160845451453985e-04 +0.0000000000000000e+00 +2.0999999380913543e+00 +2.2745646858004708e-17 -2.0034207662637287e+00 +0.0000000000000000e+00
2.2000000000000006e+00 -4.8466432755916474e-04 +0.0000000000000000e+00 +2.1999999288206431e+00 +4.5487384890175077e-17 -2.0033182401091296e+00 +0.0000000000000000e+00
2.3000000000000007e+00 -5.2972213279868909e-04 +0.0000000000000000e+00 +2.2999999186679436e+00 +6.8224928468983737e-17 -2.0032157136715396e+00 +0.0000000000000000e+00
2.4000000000000008e+00 -5.7678176775955423e-04 +0.0000000000000000e+00 +2.3999999075932270e+00 +9.0958004150929451e-17 -2.0031131869513001e+00 +0.0000000000000000e+00
2.5000000000000009e+00 -6.2584312996711970e-04 +0.0000000000000000e+00 +2.4999998955564706e+00 +1.1368633851118417e-16 -2.0030106599487545e+00 +0.0000000000000000e+00
2.6000000000000010e+00 -6.7690611694566378e-04 +0.0000000000000000e+00 +2.5999998825176571e+00 +1.3640965814359345e-16 -2.0029081326642433e+00 +0.0000000000000000e+00
2.7000000000000011e+00 -7.2997062621838404e-04 +0.0000000000000000e+00 +2.6999998684367763e+00 +1.5912768966067735e-16 -2.0028056050981098e+00 +0.0000000000000000e+00
2.8000000000000012e+00 -7.8503655530739807e-04 +0.0000000000000000e+00 +2.7999998532738233e+00 +1.8184015969363084e-16 -2.0027030772506955e+00 +0.0000000000000000e+00
2.9000000000000012e+00 -8.4210380173374403e-04 +0.0000000000000000e+00 +2.8999998369888003e+00 +2.0454679489232463e-16 -2.0026005491223429e+00 +0.0000000000000000e+00
3.0000000000000013e+00 -9.0117226301738120e-04 +0.0000000000000000e+00 +2.9999998195417144e+00 +2.2724732192530535e-16 -2.0024980207133933e+00 +0.0000000000000000e+00
3.1000000000000014e+00 -9.6224182915631735e-04 +0.0000000000000000e+00 +3.0999998008925846e+00 +2.0449760970153157e-16 -2.0023503354516858e+00 +2.2018464710940246e-22
3.2000000000000015e+00 -1.0253123600639019e-03 +0.0000000000000000e+00 +3.1999997810014551e+00 +1.8175264323562373e-16 -2.0022026498050836e+00 +4.6923389866252920e-22
3.3000000000000016e+00 -1.0903837081314325e-03 +0.0000000000000000e+00 +3.2999997598283834e+00 +1.5901277769200900e-16 -2.0020549638542988e+00 +7.4852089320133983e-22
3.4000000000000017e+00 -1.1574557257491075e-03 +0.0000000000000000e+00 +3.3999997373334354e+00 +1.3627828619083933e-16 -2.0019072775985522e+00 +1.0594190062267032e-21
3.5000000000000018e+00 -1.2265282653060254e-03 +0.0000000000000000e+00 +3.4999997134766865e+00 +1.1354944182539154e-16 -2.0017595910370649e+00 +1.4033014780702617e-21
3.6000000000000019e+00 -1.2976011791901848e-03 +0.0000000000000000e+00 +3.5999996882182206e+00 +9.0826517662067356e-17 -2.0016119041690601e+00 +1.7815414138917830e-21
3.7000000000000020e+00 -1.3706743197884840e-03 +0.0000000000000000e+00 +3.6999996615181305e+00 +6.8109786740392412e-17 -2.0014642169937580e+00 +2.1955117836757899e-21
3.8000000000000020e+00 -1.4457475394867199e-03 +0.0000000000000000e+00 +3.7999996333365185e+00 +4.5399522073015657e-17 -2.0013165295103810e+00 +2.6465854222286712e-21
3.9000000000000021e+00 -1.5228206906695880e-03 +0.0000000000000000e+00 +3.8999996036334945e+00 +2.2695996645709021e-17 -2.0011688417181515e+00 +3.1361350291755041e-21
4.0000000000000018e+00 -1.6018936257206821e-03 +0.0000000000000000e+00 +3.9999995723691781e+00 -5.1658263346553583e-22 -2.0010211536162910e+00 +3.6655331689570688e-21
4.1000000000000014e+00 -1.6829661888028708e-03 +0.0000000000000000e+00 +4.0999995395037043e+00 -3.8826720372250796e-20 -2.0008241131064155e+00 +3.4659459744647975e-21
