# field on trajectory
# s[mm] rx[mm] ry[mm] rz[mm] bx[T] by[T] bz[T]
1.8000000000000005e+00 -9.4462000284108015e-05 +0.0000000000000000e+00 +1.7999999966951592e+00 +0.0000000000000000e+00 -5.8350303609691101e-01 +0.0000000000000000e+00
1.9000000000000006e+00 -1.0524932999725876e-04 +0.0000000000000000e+00 +1.8999999961131850e+00 +0.0000000000000000e+00 -5.8350312029633133e-01 +0.0000000000000000e+00
2.0000000000000004e+00 -1.1661975917307369e-04 +0.0000000000000000e+00 +1.9999999954666101e+00 +0.0000000000000000e+00 -5.8350320904707598e-01 +0.0000000000000000e+00
2.1000000000000005e+00 -1.2857328789985556e-04 +0.0000000000000000e+00 +2.0999999947520340e+00 +0.0000000000000000e+00 -5.8350330234914560e-01 +0.0000000000000000e+00
2.2000000000000006e+00 -1.4110991627043544e-04 +0.0000000000000000e+00 +2.1999999939660571e+00 +0.0000000000000000e+00 -5.8350340020254121e-01 +0.0000000000000000e+00
2.3000000000000007e+00 -1.5422964438217279e-04 +0.0000000000000000e+00 +2.2999999931052790e+00 +0.0000000000000000e+00 -5.8350350260726325e-01 +0.0000000000000000e+00
2.4000000000000008e+00 -1.6793247233695541e-04 +0.0000000000000000e+00 +2.3999999921663000e+00 +0.0000000000000000e+00 -5.8350360956331260e-01 +0.0000000000000000e+00
2.5000000000000009e+00 -1.8221840024119947e-04 +0.0000000000000000e+00 +2.4999999911457196e+00 +0.0000000000000000e+00 -5.8350372107069015e-01 +0.0000000000000000e+00
2.6000000000000010e+00 -1.9708742820584947e-04 +0.0000000000000000e+00 +2.5999999900401378e+00 +0.0000000000000000e+00 -5.8350383712939680e-01 +0.0000000000000000e+00
2.7000000000000011e+00 -2.1253955634637829e-04 +0.0000000000000000e+00 +2.6999999888461548e+00 +0.0000000000000000e+00 -5.8350395773943342e-01 +0.0000000000000000e+00
2.8000000000000012e+00 -2.2857478478278712e-04 +0.0000000000000000e+00 +2.7999999875603705e+00 +0.0000000000000000e+00 -5.8350408290080091e-01 +0.0000000000000000e+00
2.9000000000000012e+00 -2.4519311363960553e-04 +0.0000000000000000e+00 +2.8999999861793846e+00 +0.0000000000000000e+00 -5.8350421261350016e-01 +0.0000000000000000e+00
3.0000000000000013e+00 -2.6239454304589151e-04 +0.0000000000000000e+00 +2.9999999846997971e+00 +0.0000000000000000e+00 -5.8350434687753239e-01 +0.0000000000000000e+00
3.1000000000000014e+00 -2.8017907313523130e-04 +0.0000000000000000e+00 +3.0999999831182077e+00 +0.0000000000000000e+00 -5.8350448569289848e-01 +0.0000000000000000e+00
3.2000000000000015e+00 -2.9854670404573952e-04 +0.0000000000000000e+00 +3.1999999814312168e+00 +0.0000000000000000e+00 -5.8350462905959954e-01 +0.0000000000000000e+00
3.3000000000000016e+00 -3.1749743592005925e-04 +0.0000000000000000e+00 +3.2999999796354240e+00 +0.0000000000000000e+00 -5.8350477697763670e-01 +0.0000000000000000e+00
3.4000000000000017e+00 -3.3703126890536180e-04 +0.0000000000000000e+00 +3.3999999777274290e+00 +0.0000000000000000e+00 -5.8350492944701104e-01 +0.0000000000000000e+00
3.5000000000000018e+00 -3.5714820315334696e-04 +0.0000000000000000e+00 +3.4999999757038323e+00 +0.0000000000000000e+00 -5.8350508646772392e-01 +0.0000000000000000e+00
3.6000000000000019e+00 -3.7784823882024279e-04 +0.0000000000000000e+00 +3.5999999735612334e+00 +0.0000000000000000e+00 -5.8350524803977633e-01 +0.0000000000000000e+00
3.7000000000000020e+00 -3.9913137606680573e-04 +0.0000000000000000e+00 +3.6999999712962319e+00 +0.0000000000000000e+00 -5.8350541416316981e-01 +0.0000000000000000e+00
3.8000000000000020e+00 -4.2099761505832068e-04 +0.0000000000000000e+00 +3.7999999689054280e+00 +0.0000000000000000e+00 -5.8350558483790538e-01 +0.0000000000000000e+00
3.9000000000000021e+00 -4.4344695596460073e-04 +0.0000000000000000e+00 +3.8999999663854217e+00 +0.0000000000000000e+00 -5.8350576006398447e-01 +0.0000000000000000e+00
4.0000000000000018e+00 -4.6647939895998750e-04 +0.0000000000000000e+00 +3.9999999637328130e+00 +0.0000000000000000e+00 -5.8350593984140842e-01 +0.0000000000000000e+00
4.1000000000000014e+00 -4.9009494422335093e-04 +0.0000000000000000e+00 +4.0999999609442010e+00 +0.0000000000000000e+00 -5.8350612417017866e-01 +0.0000000000000000e+00
4.2000000000000011e+00 -5.1429359193808934e-04 +0.0000000000000000e+00 +4.1999999580161864e+00 +0.0000000000000000e+00 -5.8350631305029665e-01 +0.0000000000000000e+00
4.3000000000000007e+00 -5.3907534229212940e-04 +0.0000000000000000e+00 +4.2999999549453687e+00 +0.0000000000000000e+00 -5.8350650648176372e-01 +0.0000000000000000e+00
4.4000000000000004e+00 -5.6444019547792609e-04 +0.0000000000000000e+00 +4.3999999517283479e+00 +0.0000000000000000e+00 -5.8350670446458164e-01 +0.0000000000000000e+00
4.5000000000000000e+00 -5.9038815169246291e-04 +0.0000000000000000e+00 +4.4999999483617241e+00 +0.0000000000000000e+00 -5.8350690699875163e-01 +0.0000000000000000e+00
4.5999999999999996e+00 -6.1691921113725162e-04 +0.0000000000000000e+00 +4.5999999448420965e+00 +0.0000000000000000e+00 -5.8350711408427547e-01 +0.0000000000000000e+00
4.6999999999999993e+00 -6.4403337401833238e-04 +0.0000000000000000e+00 +4.6999999411660660e+00 +0.0000000000000000e+00 -5.8350732572115460e-01 +0.0000000000000000e+00
4.7999999999999989e+00 -6.7173064054627373e-04 +0.0000000000000000e+00 +4.7999999373302318e+00 +0.0000000000000000e+00 -5.8350754190939091e-01 +0.0000000000000000e+00
4.8999999999999986e+00 -7.0001101093617271e-04 +0.0000000000000000e+00 +4.8999999333311930e+00 +0.0000000000000000e+00 -5.8350776264898585e-01 +0.0000000000000000e+00
4.9999999999999982e+00 -7.2887448540765462e-04 +0.0000000000000000e+00 +4.9999999291655506e+00 +0.0000000000000000e+00 -5.8350798793994119e-01 +0.0000000000000000e+00
5.0999999999999979e+00 -7.5832106418487308e-04 +0.0000000000000000e+00 +5.0999999248299037e+00 +0.0000000000000000e+00 -5.8350821778225881e-01 +0.0000000000000000e+00
5.1999999999999975e+00 -7.8835074749651027e-04 +0.0000000000000000e+00 +5.1999999203208525e+00 +0.0000000000000000e+00 -5.8350845217594038e-01 +0.0000000000000000e+00
5.2999999999999972e+00 -8.1896353557577657e-04 +0.0000000000000000e+00 +5.2999999156349968e+00 +0.0000000000000000e+00 -5.8350869112098769e-01 +0.0000000000000000e+00
5.3999999999999968e+00 -8.5015942866041095e-04 +0.0000000000000000e+00 +5.3999999107689360e+00 +0.0000000000000000e+00 -5.8350893461740272e-01 +0.0000000000000000e+00
5.4999999999999964e+00 -8.8193842699268066e-04 +0.0000000000000000e+00 +5.4999999057192710e+00 +0.0000000000000000e+00 -5.8350918266518714e-01 +0.0000000000000000e+00
5.5999999999999961e+00 -9.1430053081938134e-04 +0.0000000000000000e+00 +5.5999999004826000e+00 +0.0000000000000000e+00 -5.8350943526434318e-01 +0.0000000000000000e+00
5.6999999999999957e+00 -9.4724574039183702e-04 +0.0000000000000000e+00 +5.6999998950555240e+00 +0.0000000000000000e+00 -5.8350969241487249e-01 +0.0000000000000000e+00
5.7999999999999954e+00 -9.8077405596590011e-04 +0.0000000000000000e+00 +5.7999998894346421e+00 +0.0000000000000000e+00 -5.8350995411677731e-01 +0.0000000000000000e+00
5.8999999999999950e+00 -1.0148854778019515e-03 +0.0000000000000000e+00 +5.8999998836165544e+00 +0.0000000000000000e+00 -5.8351022037005962e-01 +0.0000000000000000e+00
5.9999999999999947e+00 -1.0495800061649004e-03 +0.0000000000000000e+00 +5.9999998775978609e+00 +0.0000000000000000e+00 -5.8351049117472142e-01 +0.0000000000000000e+00
6.0999999999999943e+00 -1.0848576413241846e-03 +0.0000000000000000e+00 +6.0999998713751618e+00 +0.0000000000000000e+00 -5.8351076653076472e-01 +0.0000000000000000e+00
6.1999999999999940e+00 -1.1207183835537701e-03 +0.0000000000000000e+00 +6.1999998649450561e+00 +0.0000000000000000e+00 -5.8351104643819196e-01 +0.0000000000000000e+00
6.2999999999999936e+00 -1.1571622331321512e-03 +0.0000000000000000e+00 +6.2999998583041430e+00 +0.0000000000000000e+00 -5.8351133089700502e-01 +0.0000000000000000e+00
6.3999999999999932e+00 -1.1941891903423508e-03 +0.0000000000000000e+00 +6.3999998514490235e+00 +0.0000000000000000e+00 -5.8351161990720624e-01 +0.0000000000000000e+00
6.4999999999999929e+00 -1.2317992554719203e-03 +0.0000000000000000e+00 +6.4999998443762967e+00 +0.0000000000000000e+00 -5.8351191346879783e-01 +0.0000000000000000e+00
6.5999999999999925e+00 -1.2699924288129395e-03 +0.0000000000000000e+00 +6.5999998370825628e+00 +0.0000000000000000e+00 -5.8351221158178213e-01 +0.0000000000000000e+00
6.6999999999999922e+00 -1.3087687106620163e-03 +0.0000000000000000e+00 +6.6999998295644208e+00 +0.0000000000000000e+00 -5.8351251424616146e-01 +0.0000000000000000e+00
6.7999999999999918e+00 -1.3481281013202873e-03 +0.0000000000000000e+00 +6.7999998218184707e+00 +0.0000000000000000e+00 -5.8351282146193806e-01 +0.0000000000000000e+00
6.8999999999999915e+00 -1.3880706010934174e-03 +0.0000000000000000e+00 +6.8999998138413119e+00 +0.0000000000000000e+00 -5.8351313322911436e-01 +0.0000000000000000e+00
6.9999999999999911e+00 -1.4285962102916000e-03 +0.0000000000000000e+00 +6.9999998056295452e+00 +0.0000000000000000e+00 -5.8351344954769280e-01 +0.0000000000000000e+00
7.0999999999999908e+00 -1.4697049292295569e-03 +0.0000000000000000e+00 +7.0999997971797697e+00 +0.0000000000000000e+00 -5.8351377041767583e-01 +0.0000000000000000e+00
7.1999999999999904e+00 -1.5113967582265383e-03 +0.0000000000000000e+00 +7.1999997884885847e+00 +0.0000000000000000e+00 -5.8351409583906599e-01 +0.0000000000000000e+00
7.2999999999999901e+00 -1.5536716976063229e-03 +0.0000000000000000e+00 +7.2999997795525902e+00 +0.0000000000000000e+00 -5.8351442581186574e-01 +0.0000000000000000e+00
7.3999999999999897e+00 -1.5965297476972177e-03 +0.0000000000000000e+00 +7.3999997703683862e+00 +0.0000000000000000e+00 -5.8351476033607774e-01 +0.0000000000000000e+00
7.4999999999999893e+00 -1.6399709088320581e-03 +0.0000000000000000e+00 +7.4999997609325719e+00 +0.0000000000000000e+00 -5.8351509941170443e-01 +0.0000000000000000e+00
7.5999999999999890e+00 -1.6839951813482083e-03 +0.0000000000000000e+00 +7.5999997512417465e+00 +0.0000000000000000e+00 -5.8351544303874858e-01 +0.0000000000000000e+00
7.6999999999999886e+00 -1.7286025655875606e-03 +0.0000000000000000e+00 +7.6999997412925110e+00 +0.0000000000000000e+00 -5.8351579121721275e-01 +0.0000000000000000e+00
7.7999999999999883e+00 -1.7737930618965357e-03 +0.0000000000000000e+00 +7.7999997310814644e+00 +0.0000000000000000e+00 -5.8351614394709972e-01 +0.0000000000000000e+00
7.8999999999999879e+00 -1.8195666706260832e-03 +0.0000000000000000e+00 +7.8999997206052059e+00 +0.0000000000000000e+00 -5.8351650122841225e-01 +0.0000000000000000e+00
7.9999999999999876e+00 -1.8659233921316804e-03 +0.0000000000000000e+00 +7.9999997098603357e+00 +0.0000000000000000e+00 -5.8351686306115302e-01 +0.0000000000000000e+00
8.0999999999999872e+00 -1.9128632267733337e-03 +0.0000000000000000e+00 +8.0999996988434528e+00 +0.0000000000000000e+00 -5.8351722944532491e-01 +0.0000000000000000e+00
8.1999999999999869e+00 -1.9603861749155778e-03 +0.0000000000000000e+00 +8.1999996875511574e+00 +0.0000000000000000e+00 -5.8351760038093081e-01 +0.0000000000000000e+00
8.2999999999999865e+00 -2.0084922369274756e-03 +0.0000000000000000e+00 +8.2999996759800485e+00 +0.0000000000000000e+00 -5.8351797586797349e-01 +0.0000000000000000e+00
8.3999999999999861e+00 -2.0571814131826187e-03 +0.0000000000000000e+00 +8.3999996641267263e+00 +0.0000000000000000e+00 -5.8351835590645595e-01 +0.0000000000000000e+00
8.4999999999999858e+00 -2.1064537040591273e-03 +0.0000000000000000e+00 +8.4999996519877907e+00 +0.0000000000000000e+00 -5.8351874049638108e-01 +0.0000000000000000e+00
8.5999999999999854e+00 -2.1563091099396493e-03 +0.0000000000000000e+00 +8.5999996395598401e+00 +0.0000000000000000e+00 -5.8351912963775188e-01 +0.0000000000000000e+00
8.6999999999999851e+00 -2.2067476312113620e-03 +0.0000000000000000e+00 +8.6999996268394764e+00 +0.0000000000000000e+00 -5.8351952333057144e-01 +0.0000000000000000e+00
8.7999999999999847e+00 -2.2577692682659708e-03 +0.0000000000000000e+00 +8.7999996138232959e+00 +0.0000000000000000e+00 -5.8351992157484267e-01 +0.0000000000000000e+00
8.8999999999999844e+00 -2.3093740214997099e-03 +0.0000000000000000e+00 +8.8999996005079005e+00 +0.0000000000000000e+00 -5.8352032437056889e-01 +0.0000000000000000e+00
8.9999999999999840e+00 -2.3615618913133411e-03 +0.0000000000000000e+00 +8.9999995868898885e+00 +0.0000000000000000e+00 -5.8352073171775298e-01 +0.0000000000000000e+00
9.0999999999999837e+00 -2.4143328781121554e-03 +0.0000000000000000e+00 +9.0999995729658600e+00 +0.0000000000000000e+00 -5.8352114361639829e-01 +0.0000000000000000e+00
9.1999999999999833e+00 -2.4676869823059720e-03 +0.0000000000000000e+00 +9.1999995587324150e+00 +0.0000000000000000e+00 -5.8352156006650790e-01 +0.0000000000000000e+00
9.2999999999999829e+00 -2.5216242043091387e-03 +0.0000000000000000e+00 +9.2999995441861536e+00 +0.0000000000000000e+00 -5.8352198106808517e-01 +0.0000000000000000e+00
9.3999999999999826e+00 -2.5761445445405319e-03 +0.0000000000000000e+00 +9.3999995293236740e+00 +0.0000000000000000e+00 -5.8352240662113319e-01 +0.0000000000000000e+00
9.4999999999999822e+00 -2.6312480034235562e-03 +0.0000000000000000e+00 +9.4999995141415745e+00 +0.0000000000000000e+00 -5.8352283672565541e-01 +0.0000000000000000e+00
9.5999999999999819e+00 -2.6869345813861452e-03 +0.0000000000000000e+00 +9.5999994986364570e+00 +0.0000000000000000e+00 -5.8352327138165516e-01 +0.0000000000000000e+00
9.6999999999999815e+00 -2.7432042788607604e-03 +0.0000000000000000e+00 +9.6999994828049196e+00 +0.0000000000000000e+00 -5.8352371058913577e-01 +0.0000000000000000e+00
9.7999999999999812e+00 -2.8000570962843918e-03 +0.0000000000000000e+00 +9.7999994666435626e+00 +0.0000000000000000e+00 -5.8352415434810068e-01 +0.0000000000000000e+00
9.8999999999999808e+00 -2.8574930340985586e-03 +0.0000000000000000e+00 +9.8999994501489841e+00 +0.0000000000000000e+00 -5.8352460265855333e-01 +0.0000000000000000e+00
9.9999999999999805e+00 -2.9155120927493077e-03 +0.0000000000000000e+00 +9.9999994333177860e+00 +0.0000000000000000e+00 -5.8352505552049705e-01 +0.0000000000000000e+00
1.0099999999999980e+01 -2.9741142726872152e-03 +0.0000000000000000e+00 +1.0099999416146565e+01 +0.0000000000000000e+00 -5.8352551293393562e-01 +0.0000000000000000e+00
1.0199999999999980e+01 -3.0332995743673850e-03 +0.0000000000000000e+00 +1.0199999398631922e+01 +0.0000000000000000e+00 -5.8352597489887248e-01 +0.0000000000000000e+00
1.0299999999999979e+01 -3.0930679982494498e-03 +0.0000000000000000e+00 +1.0299999380770457e+01 +0.0000000000000000e+00 -5.8352644141531118e-01 +0.0000000000000000e+00
1.0399999999999979e+01 -3.1534195447975714e-03 +0.0000000000000000e+00 +1.0399999362558768e+01 +0.0000000000000000e+00 -5.8352691248325539e-01 +0.0000000000000000e+00
1.0499999999999979e+01 -3.2143542144804395e-03 +0.0000000000000000e+00 +1.0499999343993455e+01 +0.0000000000000000e+00 -5.8352738810270866e-01 +0.0000000000000000e+00
1.0599999999999978e+01 -3.2758720077712723e-03 +0.0000000000000000e+00 +1.0599999325071117e+01 +0.0000000000000000e+00 -5.8352786827367487e-01 +0.0000000000000000e+00
1.0699999999999978e+01 -3.3379729251478167e-03 +0.0000000000000000e+00 +1.0699999305788355e+01 +0.0000000000000000e+00 -5.8352835299615768e-01 +0.0000000000000000e+00
1.0799999999999978e+01 -3.4006569670923482e-03 +0.0000000000000000e+00 +1.0799999286141766e+01 +0.0000000000000000e+00 -5.8352884227016077e-01 +0.0000000000000000e+00
1.0899999999999977e+01 -3.4639241340916711e-03 +0.0000000000000000e+00 +1.0899999266127951e+01 +0.0000000000000000e+00 -5.8352933609568802e-01 +0.0000000000000000e+00
1.0999999999999977e+01 -3.5277744266371171e-03 +0.0000000000000000e+00 +1.0999999245743508e+01 +0.0000000000000000e+00 -5.8352983447274320e-01 +0.0000000000000000e+00
1.1099999999999977e+01 -3.5922078452245479e-03 +0.0000000000000000e+00 +1.1099999224985037e+01 +0.0000000000000000e+00 -5.8353033740133020e-01 +0.0000000000000000e+00
1.1199999999999976e+01 -3.6572243903543532e-03 +0.0000000000000000e+00 +1.1199999203849138e+01 +0.0000000000000000e+00 -5.8353084488145301e-01 +0.0000000000000000e+00
1.1299999999999976e+01 -3.7228240625314505e-03 +0.0000000000000000e+00 +1.1299999182332410e+01 +0.0000000000000000e+00 -5.8353135691311542e-01 +0.0000000000000000e+00
1.1399999999999975e+01 -3.7890068622652871e-03 +0.0000000000000000e+00 +1.1399999160431451e+01 +0.0000000000000000e+00 -5.8353187349632163e-01 +0.0000000000000000e+00
1.1499999999999975e+01 -3.8557727900698380e-03 +0.0000000000000000e+00 +1.1499999138142861e+01 +0.0000000000000000e+00 -5.8353239463107542e-01 +0.0000000000000000e+00
1.1599999999999975e+01 -3.9231218464636074e-03 +0.0000000000000000e+00 +1.1599999115463239e+01 +0.0000000000000000e+00 -5.8353292031738102e-01 +0.0000000000000000e+00
1.1699999999999974e+01 -3.9910540319696274e-03 +0.0000000000000000e+00 +1.1699999092389186e+01 +0.0000000000000000e+00 -5.8353345055524231e-01 +0.0000000000000000e+00
1.1799999999999974e+01 -4.0595693471154586e-03 +0.0000000000000000e+00 +1.1799999068917300e+01 +0.0000000000000000e+00 -5.8353398534466361e-01 +0.0000000000000000e+00
1.1899999999999974e+01 -4.1286677924331910e-03 +0.0000000000000000e+00 +1.1899999045044179e+01 +0.0000000000000000e+00 -5.8353452468564893e-01 +0.0000000000000000e+00
1.1999999999999973e+01 -4.1983493684594423e-03 +0.0000000000000000e+00 +1.1999999020766424e+01 +0.0000000000000000e+00 -5.8353506857820259e-01 +0.0000000000000000e+00
1.2099999999999973e+01 -4.2686140757353594e-03 +0.0000000000000000e+00 +1.2099998996080634e+01 +0.0000000000000000e+00 -5.8353561702232870e-01 +0.0000000000000000e+00
1.2199999999999973e+01 -4.3394619148066178e-03 +0.0000000000000000e+00 +1.2199998970983408e+01 +0.0000000000000000e+00 -5.8353617001803149e-01 +0.0000000000000000e+00
1.2299999999999972e+01 -4.4108928862234215e-03 +0.0000000000000000e+00 +1.2299998945471344e+01 +0.0000000000000000e+00 -5.8353672756531538e-01 +0.0000000000000000e+00
1.2399999999999972e+01 -4.4829069905405030e-03 +0.0000000000000000e+00 +1.2399998919541042e+01 +0.0000000000000000e+00 -5.8353728966418472e-01 +0.0000000000000000e+00
1.2499999999999972e+01 -4.5555042283171223e-03 +0.0000000000000000e+00 +1.2499998893189103e+01 +0.0000000000000000e+00 -5.8353785631464372e-01 +0.0000000000000000e+00
1.2599999999999971e+01 -4.6286846001170699e-03 +0.0000000000000000e+00 +1.2599998866412124e+01 +0.0000000000000000e+00 -5.8353842751669682e-01 +0.0000000000000000e+00
1.2699999999999971e+01 -4.7024481065086644e-03 +0.0000000000000000e+00 +1.2699998839206703e+01 +0.0000000000000000e+00 -5.8353900327034858e-01 +0.0000000000000000e+00
1.2799999999999971e+01 -4.7767947480647525e-03 +0.0000000000000000e+00 +1.2799998811569441e+01 +0.0000000000000000e+00 -5.8353958357560332e-01 +0.0000000000000000e+00
1.2899999999999970e+01 -4.8517245253627099e-03 +0.0000000000000000e+00 +1.2899998783496939e+01 +0.0000000000000000e+00 -5.8354016843246570e-01 +0.0000000000000000e+00
1.2999999999999970e+01 -4.9272374389844401e-03 +0.0000000000000000e+00 +1.2999998754985793e+01 +0.0000000000000000e+00 -5.8354075784094006e-01 +0.0000000000000000e+00
1.3099999999999969e+01 -5.0033334895163758e-03 +0.0000000000000000e+00 +1.3099998726032602e+01 +0.0000000000000000e+00 -5.8354135180103117e-01 +0.0000000000000000e+00
1.3199999999999969e+01 -5.0800126775494793e-03 +0.0000000000000000e+00 +1.3199998696633967e+01 +0.0000000000000000e+00 -5.8354195031274347e-01 +0.0000000000000000e+00
1.3299999999999969e+01 -5.1572750036792403e-03 +0.0000000000000000e+00 +1.3299998666786486e+01 +0.0000000000000000e+00 -5.8354255337608185e-01 +0.0000000000000000e+00
1.3399999999999968e+01 -5.2351204685056772e-03 +0.0000000000000000e+00 +1.3399998636486758e+01 +0.0000000000000000e+00 -5.8354316099105075e-01 +0.0000000000000000e+00
1.3499999999999968e+01 -5.3135490726333376e-03 +0.0000000000000000e+00 +1.3499998605731383e+01 +0.0000000000000000e+00 -5.8354377315765504e-01 +0.0000000000000000e+00
1.3599999999999968e+01 -5.3925608166712968e-03 +0.0000000000000000e+00 +1.3599998574516958e+01 +0.0000000000000000e+00 -5.8354438987589941e-01 +0.0000000000000000e+00
1.3699999999999967e+01 -5.4721557012331595e-03 +0.0000000000000000e+00 +1.3699998542840083e+01 +0.0000000000000000e+00 -5.8354501114578861e-01 +0.0000000000000000e+00
1.3799999999999967e+01 -5.5523337269370596e-03 +0.0000000000000000e+00 +1.3799998510697357e+01 +0.0000000000000000e+00 -5.8354563696732753e-01 +0.0000000000000000e+00
1.3899999999999967e+01 -5.6330948944056589e-03 +0.0000000000000000e+00 +1.3899998478085379e+01 +0.0000000000000000e+00 -5.8354626734052106e-01 +0.0000000000000000e+00
1.3999999999999966e+01 -5.7144392042661474e-03 +0.0000000000000000e+00 +1.3999998445000749e+01 +0.0000000000000000e+00 -5.8354690226537398e-01 +0.0000000000000000e+00
1.4099999999999966e+01 -5.7963666571502447e-03 +0.0000000000000000e+00 +1.4099998411440064e+01 +0.0000000000000000e+00 -5.8354754174189127e-01 +0.0000000000000000e+00
1.4199999999999966e+01 -5.8788772536941996e-03 +0.0000000000000000e+00 +1.4199998377399924e+01 +0.0000000000000000e+00 -5.8354818577007805e-01 +0.0000000000000000e+00
1.4299999999999965e+01 -5.9619709945387877e-03 +0.0000000000000000e+00 +1.4299998342876927e+01 +0.0000000000000000e+00 -5.8354883434993909e-01 +0.0000000000000000e+00
1.4399999999999965e+01 -6.0456478803293141e-03 +0.0000000000000000e+00 +1.4399998307867673e+01 +0.0000000000000000e+00 -5.8354948748147950e-01 +0.0000000000000000e+00
1.4499999999999964e+01 -6.1299079117156131e-03 +0.0000000000000000e+00 +1.4499998272368760e+01 +0.0000000000000000e+00 -5.8355014516470449e-01 +0.0000000000000000e+00
1.4599999999999964e+01 -6.2147510893520476e-03 +0.0000000000000000e+00 +1.4599998236376788e+01 +0.0000000000000000e+00 -5.8355080739961895e-01 +0.0000000000000000e+00
1.4699999999999964e+01 -6.3001774138975088e-03 +0.0000000000000000e+00 +1.4699998199888356e+01 +0.0000000000000000e+00 -5.8355147418622810e-01 +0.0000000000000000e+00
1.4799999999999963e+01 -6.3861868860154167e-03 +0.0000000000000000e+00 +1.4799998162900060e+01 +0.0000000000000000e+00 -5.8355214552453727e-01 +0.0000000000000000e+00
1.4899999999999963e+01 -6.4727795063737204e-03 +0.0000000000000000e+00 +1.4899998125408501e+01 +0.0000000000000000e+00 -5.8355282141455145e-01 +0.0000000000000000e+00
1.4999999999999963e+01 -6.5599552756448977e-03 +0.0000000000000000e+00 +1.4999998087410280e+01 +0.0000000000000000e+00 -5.8355350185627608e-01 +0.0000000000000000e+00
1.5099999999999962e+01 -6.6477141945059538e-03 +0.0000000000000000e+00 +1.5099998048901991e+01 +0.0000000000000000e+00 -5.8355418684971627e-01 +0.0000000000000000e+00
1.5199999999999962e+01 -6.7360562636384243e-03 +0.0000000000000000e+00 +1.5199998009880236e+01 +0.0000000000000000e+00 -5.8355487639487746e-01 +0.0000000000000000e+00
1.5299999999999962e+01 -6.8249814837283733e-03 +0.0000000000000000e+00 +1.5299997970341613e+01 +0.0000000000000000e+00 -5.8355557049176487e-01 +0.0000000000000000e+00
