# trajectory
# s[mm] rx[mm] ry[mm] rz[mm] px[rad] py[rad] pz[rad]
9.0980000000013831e+02 -1.1042796233733361e+01 +0.0000000000000000e+00 +9.0973104445903709e+02 -1.2842859888321890e-02 +0.0000000000000000e+00 +9.9991752707405457e-01
9.0990000000013833e+02 -1.1044080519376111e+01 +0.0000000000000000e+00 +9.0983103621174894e+02 -1.2842852966957870e-02 +0.0000000000000000e+00 +9.9991752716295201e-01
9.1000000000013836e+02 -1.1045364804326802e+01 +0.0000000000000000e+00 +9.0993102796446965e+02 -1.2842846047125463e-02 +0.0000000000000000e+00 +9.9991752725182970e-01
9.1010000000013838e+02 -1.1046649088585587e+01 +0.0000000000000000e+00 +9.1003101971719923e+02 -1.2842839128824510e-02 +0.0000000000000000e+00 +9.9991752734068773e-01
9.1020000000013840e+02 -1.1047933372152619e+01 +0.0000000000000000e+00 +9.1013101146993779e+02 -1.2842832212052841e-02 +0.0000000000000000e+00 +9.9991752742952600e-01
9.1030000000013843e+02 -1.1049217655028048e+01 +0.0000000000000000e+00 +9.1023100322268522e+02 -1.2842825296809713e-02 +0.0000000000000000e+00 +9.9991752751834462e-01
9.1040000000013845e+02 -1.1050501937212031e+01 +0.0000000000000000e+00 +9.1033099497544151e+02 -1.2842818383095126e-02 +0.0000000000000000e+00 +9.9991752760714359e-01
9.1050000000013847e+02 -1.1051786218704718e+01 +0.0000000000000000e+00 +9.1043098672820668e+02 -1.2842811470909082e-02 +0.0000000000000000e+00 +9.9991752769592279e-01
9.1060000000013849e+02 -1.1053070499506264e+01 +0.0000000000000000e+00 +9.1053097848098071e+02 -1.2842804560251581e-02 +0.0000000000000000e+00 +9.9991752778468235e-01
9.1070000000013852e+02 -1.1054354779616819e+01 +0.0000000000000000e+00 +9.1063097023376361e+02 -1.2842797651122621e-02 +0.0000000000000000e+00 +9.9991752787342225e-01
9.1080000000013854e+02 -1.1055639059036539e+01 +0.0000000000000000e+00 +9.1073096198655537e+02 -1.2842790743522204e-02 +0.0000000000000000e+00 +9.9991752796214250e-01
9.1090000000013856e+02 -1.1056923337765575e+01 +0.0000000000000000e+00 +9.1083095373935600e+02 -1.2842783837450331e-02 +0.0000000000000000e+00 +9.9991752805084300e-01
9.1100000000013858e+02 -1.1058207615804079e+01 +0.0000000000000000e+00 +9.1093094549216551e+02 -1.2842776932907002e-02 +0.0000000000000000e+00 +9.9991752813952384e-01
9.1110000000013861e+02 -1.1059491893152206e+01 +0.0000000000000000e+00 +9.1103093724498387e+02 -1.2842770029892061e-02 +0.0000000000000000e+00 +9.9991752822818503e-01
9.1120000000013863e+02 -1.1060776169810108e+01 +0.0000000000000000e+00 +9.1113092899781111e+02 -1.2842763128403371e-02 +0.0000000000000000e+00 +9.9991752831682656e-01
9.1130000000013865e+02 -1.1062060445777938e+01 +0.0000000000000000e+00 +9.1123092075064721e+02 -1.2842756228440203e-02 +0.0000000000000000e+00 +9.9991752840544845e-01
9.1140000000013868e+02 -1.1063344721055847e+01 +0.0000000000000000e+00 +9.1133091250349219e+02 -1.2842749330002554e-02 +0.0000000000000000e+00 +9.9991752849405069e-01
9.1150000000013870e+02 -1.1064628995643989e+01 +0.0000000000000000e+00 +9.1143090425634603e+02 -1.2842742433090425e-02 +0.0000000000000000e+00 +9.9991752858263327e-01
9.1160000000013872e+02 -1.1065913269542516e+01 +0.0000000000000000e+00 +9.1153089600920873e+02 -1.2842735537703818e-02 +0.0000000000000000e+00 +9.9991752867119621e-01
9.1170000000013874e+02 -1.1067197542751581e+01 +0.0000000000000000e+00 +9.1163088776208031e+02 -1.2842728643842734e-02 +0.0000000000000000e+00 +9.9991752875973949e-01
9.1180000000013877e+02 -1.1068481815271335e+01 +0.0000000000000000e+00 +9.1173087951496075e+02 -1.2842721751507170e-02 +0.0000000000000000e+00 +9.9991752884826313e-01
9.1190000000013879e+02 -1.1069766087101932e+01 +0.0000000000000000e+00 +9.1183087126784994e+02 -1.2842714860697130e-02 +0.0000000000000000e+00 +9.9991752893676711e-01
9.1200000000013881e+02 -1.1071050358243525e+01 +0.0000000000000000e+00 +9.1193086302074801e+02 -1.2842707971412610e-02 +0.0000000000000000e+00 +9.9991752902525155e-01
9.1210000000013883e+02 -1.1072334628696266e+01 +0.0000000000000000e+00 +9.1203085477365494e+02 -1.2842701083653457e-02 +0.0000000000000000e+00 +9.9991752911371634e-01
9.1220000000013886e+02 -1.1073618898460307e+01 +0.0000000000000000e+00 +9.1213084652657074e+02 -1.2842694197417525e-02 +0.0000000000000000e+00 +9.9991752920216148e-01
9.1230000000013888e+02 -1.1074903167535799e+01 +0.0000000000000000e+00 +9.1223083827949540e+02 -1.2842687312704075e-02 +0.0000000000000000e+00 +9.9991752929058697e-01
9.1240000000013890e+02 -1.1076187435922897e+01 +0.0000000000000000e+00 +9.1233083003242893e+02 -1.2842680429513104e-02 +0.0000000000000000e+00 +9.9991752937899292e-01
9.1250000000013893e+02 -1.1077471703621752e+01 +0.0000000000000000e+00 +9.1243082178537122e+02 -1.2842673547844616e-02 +0.0000000000000000e+00 +9.9991752946737922e-01
9.1260000000013895e+02 -1.1078755970632516e+01 +0.0000000000000000e+00 +9.1253081353832238e+02 -1.2842666667698607e-02 +0.0000000000000000e+00 +9.9991752955574598e-01
9.1270000000013897e+02 -1.1080040236955341e+01 +0.0000000000000000e+00 +9.1263080529128240e+02 -1.2842659789075079e-02 +0.0000000000000000e+00 +9.9991752964409308e-01
9.1280000000013899e+02 -1.1081324502590380e+01 +0.0000000000000000e+00 +9.1273079704425118e+02 -1.2842652911974031e-02 +0.0000000000000000e+00 +9.9991752973242065e-01
9.1290000000013902e+02 -1.1082608767537787e+01 +0.0000000000000000e+00 +9.1283078879722882e+02 -1.2842646036395462e-02 +0.0000000000000000e+00 +9.9991752982072857e-01
9.1300000000013904e+02 -1.1083893031797711e+01 +0.0000000000000000e+00 +9.1293078055021533e+02 -1.2842639162339374e-02 +0.0000000000000000e+00 +9.9991752990901694e-01
9.1310000000013906e+02 -1.1085177295370306e+01 +0.0000000000000000e+00 +9.1303077230321060e+02 -1.2842632289805606e-02 +0.0000000000000000e+00 +9.9991752999728567e-01
9.1320000000013908e+02 -1.1086461558255722e+01 +0.0000000000000000e+00 +9.1313076405621473e+02 -1.2842625418791994e-02 +0.0000000000000000e+00 +9.9991753008553486e-01
9.1330000000013911e+02 -1.1087745820454113e+01 +0.0000000000000000e+00 +9.1323075580922773e+02 -1.2842618549297788e-02 +0.0000000000000000e+00 +9.9991753017376450e-01
9.1340000000013913e+02 -1.1089030081965632e+01 +0.0000000000000000e+00 +9.1333074756224948e+02 -1.2842611681322988e-02 +0.0000000000000000e+00 +9.9991753026197450e-01
9.1350000000013915e+02 -1.1090314342790428e+01 +0.0000000000000000e+00 +9.1343073931528011e+02 -1.2842604814867594e-02 +0.0000000000000000e+00 +9.9991753035016495e-01
9.1360000000013918e+02 -1.1091598602928656e+01 +0.0000000000000000e+00 +9.1353073106831948e+02 -1.2842597949931606e-02 +0.0000000000000000e+00 +9.9991753043833587e-01
9.1370000000013920e+02 -1.1092882862380465e+01 +0.0000000000000000e+00 +9.1363072282136773e+02 -1.2842591086515025e-02 +0.0000000000000000e+00 +9.9991753052648724e-01
9.1380000000013922e+02 -1.1094167121146009e+01 +0.0000000000000000e+00 +9.1373071457442484e+02 -1.2842584224617851e-02 +0.0000000000000000e+00 +9.9991753061461908e-01
9.1390000000013924e+02 -1.1095451379225439e+01 +0.0000000000000000e+00 +9.1383070632749070e+02 -1.2842577364240083e-02 +0.0000000000000000e+00 +9.9991753070273126e-01
9.1400000000013927e+02 -1.1096735636618908e+01 +0.0000000000000000e+00 +9.1393069808056543e+02 -1.2842570505381722e-02 +0.0000000000000000e+00 +9.9991753079082391e-01
9.1410000000013929e+02 -1.1098019893326565e+01 +0.0000000000000000e+00 +9.1403068983364892e+02 -1.2842563648042612e-02 +0.0000000000000000e+00 +9.9991753087889701e-01
9.1420000000013931e+02 -1.1099304149348566e+01 +0.0000000000000000e+00 +9.1413068158674116e+02 -1.2842556792220633e-02 +0.0000000000000000e+00 +9.9991753096695057e-01
9.1430000000013933e+02 -1.1100588404685059e+01 +0.0000000000000000e+00 +9.1423067333984227e+02 -1.2842549937915046e-02 +0.0000000000000000e+00 +9.9991753105498460e-01
9.1440000000013936e+02 -1.1101872659336198e+01 +0.0000000000000000e+00 +9.1433066509295213e+02 -1.2842543085125854e-02 +0.0000000000000000e+00 +9.9991753114299908e-01
9.1450000000013938e+02 -1.1103156913302135e+01 +0.0000000000000000e+00 +9.1443065684607086e+02 -1.2842536233853057e-02 +0.0000000000000000e+00 +9.9991753123099403e-01
9.1460000000013940e+02 -1.1104441166583019e+01 +0.0000000000000000e+00 +9.1453064859919834e+02 -1.2842529384096654e-02 +0.0000000000000000e+00 +9.9991753131896954e-01
9.1470000000013943e+02 -1.1105725419179004e+01 +0.0000000000000000e+00 +9.1463064035233469e+02 -1.2842522535856646e-02 +0.0000000000000000e+00 +9.9991753140692552e-01
9.1480000000013945e+02 -1.1107009671090241e+01 +0.0000000000000000e+00 +9.1473063210547980e+02 -1.2842515689133034e-02 +0.0000000000000000e+00 +9.9991753149486196e-01
9.1490000000013947e+02 -1.1108293922316880e+01 +0.0000000000000000e+00 +9.1483062385863366e+02 -1.2842508843925819e-02 +0.0000000000000000e+00 +9.9991753158277885e-01
9.1500000000013949e+02 -1.1109578172859075e+01 +0.0000000000000000e+00 +9.1493061561179638e+02 -1.2842502000234998e-02 +0.0000000000000000e+00 +9.9991753167067621e-01
9.1510000000013952e+02 -1.1110862422716977e+01 +0.0000000000000000e+00 +9.1503060736496786e+02 -1.2842495158060420e-02 +0.0000000000000000e+00 +9.9991753175855402e-01
9.1520000000013954e+02 -1.1112146671890738e+01 +0.0000000000000000e+00 +9.1513059911814810e+02 -1.2842488317399944e-02 +0.0000000000000000e+00 +9.9991753184641241e-01
9.1530000000013956e+02 -1.1113430920380507e+01 +0.0000000000000000e+00 +9.1523059087133709e+02 -1.2842481478252827e-02 +0.0000000000000000e+00 +9.9991753193425126e-01
9.1540000000013958e+02 -1.1114715168186438e+01 +0.0000000000000000e+00 +9.1533058262453494e+02 -1.2842474640619071e-02 +0.0000000000000000e+00 +9.9991753202207068e-01
9.1550000000013961e+02 -1.1115999415308680e+01 +0.0000000000000000e+00 +9.1543057437774155e+02 -1.2842467804498674e-02 +0.0000000000000000e+00 +9.9991753210987055e-01
9.1560000000013963e+02 -1.1117283661747388e+01 +0.0000000000000000e+00 +9.1553056613095691e+02 -1.2842460969891637e-02 +0.0000000000000000e+00 +9.9991753219765100e-01
9.1570000000013965e+02 -1.1118567907502710e+01 +0.0000000000000000e+00 +9.1563055788418103e+02 -1.2842454136797960e-02 +0.0000000000000000e+00 +9.9991753228541191e-01
9.1580000000013968e+02 -1.1119852152574799e+01 +0.0000000000000000e+00 +9.1573054963741401e+02 -1.2842447305217641e-02 +0.0000000000000000e+00 +9.9991753237315339e-01
9.1590000000013970e+02 -1.1121136396963804e+01 +0.0000000000000000e+00 +9.1583054139065575e+02 -1.2842440475150683e-02 +0.0000000000000000e+00 +9.9991753246087534e-01
9.1600000000013972e+02 -1.1122420640669878e+01 +0.0000000000000000e+00 +9.1593053314390625e+02 -1.2842433646597083e-02 +0.0000000000000000e+00 +9.9991753254857785e-01
9.1610000000013974e+02 -1.1123704883693174e+01 +0.0000000000000000e+00 +9.1603052489716549e+02 -1.2842426819556689e-02 +0.0000000000000000e+00 +9.9991753263626082e-01
9.1620000000013977e+02 -1.1124989126033840e+01 +0.0000000000000000e+00 +9.1613051665043349e+02 -1.2842419994027361e-02 +0.0000000000000000e+00 +9.9991753272392436e-01
9.1630000000013979e+02 -1.1126273367692029e+01 +0.0000000000000000e+00 +9.1623050840371025e+02 -1.2842413170008355e-02 +0.0000000000000000e+00 +9.9991753281156848e-01
9.1640000000013981e+02 -1.1127557608667892e+01 +0.0000000000000000e+00 +9.1633050015699575e+02 -1.2842406347499669e-02 +0.0000000000000000e+00 +9.9991753289919316e-01
9.1650000000013983e+02 -1.1128841848961580e+01 +0.0000000000000000e+00 +9.1643049191029002e+02 -1.2842399526501302e-02 +0.0000000000000000e+00 +9.9991753298679842e-01
9.1660000000013986e+02 -1.1130126088573244e+01 +0.0000000000000000e+00 +9.1653048366359303e+02 -1.2842392707013255e-02 +0.0000000000000000e+00 +9.9991753307438425e-01
9.1670000000013988e+02 -1.1131410327503033e+01 +0.0000000000000000e+00 +9.1663047541690480e+02 -1.2842385889035527e-02 +0.0000000000000000e+00 +9.9991753316195064e-01
9.1680000000013990e+02 -1.1132694565751102e+01 +0.0000000000000000e+00 +9.1673046717022532e+02 -1.2842379072568119e-02 +0.0000000000000000e+00 +9.9991753324949750e-01
9.1690000000013993e+02 -1.1133978803317598e+01 +0.0000000000000000e+00 +9.1683045892355460e+02 -1.2842372257611029e-02 +0.0000000000000000e+00 +9.9991753333702493e-01
9.1700000000013995e+02 -1.1135263040202675e+01 +0.0000000000000000e+00 +9.1693045067689263e+02 -1.2842365444164257e-02 +0.0000000000000000e+00 +9.9991753342453293e-01
9.1710000000013997e+02 -1.1136547276406482e+01 +0.0000000000000000e+00 +9.1703044243023942e+02 -1.2842358632227649e-02 +0.0000000000000000e+00 +9.9991753351202151e-01
9.1720000000013999e+02 -1.1137831511929171e+01 +0.0000000000000000e+00 +9.1713043418359496e+02 -1.2842351821799059e-02 +0.0000000000000000e+00 +9.9991753359949065e-01
9.1730000000014002e+02 -1.1139115746770893e+01 +0.0000000000000000e+00 +9.1723042593695925e+02 -1.2842345012877739e-02 +0.0000000000000000e+00 +9.9991753368694036e-01
9.1740000000014004e+02 -1.1140399980931797e+01 +0.0000000000000000e+00 +9.1733041769033230e+02 -1.2842338205463684e-02 +0.0000000000000000e+00 +9.9991753377437076e-01
9.1750000000014006e+02 -1.1141684214412034e+01 +0.0000000000000000e+00 +9.1743040944371410e+02 -1.2842331399556898e-02 +0.0000000000000000e+00 +9.9991753386178173e-01
9.1760000000014008e+02 -1.1142968447211757e+01 +0.0000000000000000e+00 +9.1753040119710465e+02 -1.2842324595157382e-02 +0.0000000000000000e+00 +9.9991753394917327e-01
9.1770000000014011e+02 -1.1144252679331116e+01 +0.0000000000000000e+00 +9.1763039295050396e+02 -1.2842317792265134e-02 +0.0000000000000000e+00 +9.9991753403654537e-01
9.1780000000014013e+02 -1.1145536910770261e+01 +0.0000000000000000e+00 +9.1773038470391202e+02 -1.2842310990880155e-02 +0.0000000000000000e+00 +9.9991753412389806e-01
9.1790000000014015e+02 -1.1146821141529342e+01 +0.0000000000000000e+00 +9.1783037645732873e+02 -1.2842304191002445e-02 +0.0000000000000000e+00 +9.9991753421123142e-01
9.1800000000014018e+02 -1.1148105371608512e+01 +0.0000000000000000e+00 +9.1793036821075418e+02 -1.2842297392632006e-02 +0.0000000000000000e+00 +9.9991753429854535e-01
9.1810000000014020e+02 -1.1149389601007920e+01 +0.0000000000000000e+00 +9.1803035996418839e+02 -1.2842290595768682e-02 +0.0000000000000000e+00 +9.9991753438583986e-01
9.1820000000014022e+02 -1.1150673829727717e+01 +0.0000000000000000e+00 +9.1813035171763136e+02 -1.2842283800410338e-02 +0.0000000000000000e+00 +9.9991753447311504e-01
9.1830000000014024e+02 -1.1151958057768052e+01 +0.0000000000000000e+00 +9.1823034347108307e+02 -1.2842277006556223e-02 +0.0000000000000000e+00 +9.9991753456037080e-01
9.1840000000014027e+02 -1.1153242285129078e+01 +0.0000000000000000e+00 +9.1833033522454343e+02 -1.2842270214206338e-02 +0.0000000000000000e+00 +9.9991753464760724e-01
9.1850000000014029e+02 -1.1154526511810944e+01 +0.0000000000000000e+00 +9.1843032697801254e+02 -1.2842263423360681e-02 +0.0000000000000000e+00 +9.9991753473482425e-01
9.1860000000014031e+02 -1.1155810737813800e+01 +0.0000000000000000e+00 +9.1853031873149041e+02 -1.2842256634019252e-02 +0.0000000000000000e+00 +9.9991753482202195e-01
9.1870000000014034e+02 -1.1157094963137798e+01 +0.0000000000000000e+00 +9.1863031048497692e+02 -1.2842249846182052e-02 +0.0000000000000000e+00 +9.9991753490920021e-01
9.1880000000014036e+02 -1.1158379187783087e+01 +0.0000000000000000e+00 +9.1873030223847218e+02 -1.2842243059849080e-02 +0.0000000000000000e+00 +9.9991753499635916e-01
9.1890000000014038e+02 -1.1159663411749818e+01 +0.0000000000000000e+00 +9.1883029399197619e+02 -1.2842236275020338e-02 +0.0000000000000000e+00 +9.9991753508349879e-01
9.1900000000014040e+02 -1.1160947635038141e+01 +0.0000000000000000e+00 +9.1893028574548885e+02 -1.2842229491695825e-02 +0.0000000000000000e+00 +9.9991753517061899e-01
9.1910000000014043e+02 -1.1162231857648207e+01 +0.0000000000000000e+00 +9.1903027749901025e+02 -1.2842222709875385e-02 +0.0000000000000000e+00 +9.9991753525771987e-01
9.1920000000014045e+02 -1.1163516079580166e+01 +0.0000000000000000e+00 +9.1913026925254042e+02 -1.2842215929556870e-02 +0.0000000000000000e+00 +9.9991753534480143e-01
9.1930000000014047e+02 -1.1164800300834168e+01 +0.0000000000000000e+00 +9.1923026100607922e+02 -1.2842209150739520e-02 +0.0000000000000000e+00 +9.9991753543186368e-01
9.1940000000014049e+02 -1.1166084521410363e+01 +0.0000000000000000e+00 +9.1933025275962677e+02 -1.2842202373423336e-02 +0.0000000000000000e+00 +9.9991753551890650e-01
9.1950000000014052e+02 -1.1167368741308902e+01 +0.0000000000000000e+00 +9.1943024451318297e+02 -1.2842195597608318e-02 +0.0000000000000000e+00 +9.9991753560593000e-01
9.1960000000014054e+02 -1.1168652960529935e+01 +0.0000000000000000e+00 +9.1953023626674792e+02 -1.2842188823294466e-02 +0.0000000000000000e+00 +9.9991753569293418e-01
9.1970000000014056e+02 -1.1169937179073610e+01 +0.0000000000000000e+00 +9.1963022802032151e+02 -1.2842182050481783e-02 +0.0000000000000000e+00 +9.9991753577991904e-01
9.1980000000014059e+02 -1.1171221396940080e+01 +0.0000000000000000e+00 +9.1973021977390385e+02 -1.2842175279170266e-02 +0.0000000000000000e+00 +9.9991753586688459e-01
9.1990000000014061e+02 -1.1172505614129493e+01 +0.0000000000000000e+00 +9.1983021152749484e+02 -1.2842168509359916e-02 +0.0000000000000000e+00 +9.9991753595383082e-01
9.2000000000014063e+02 -1.1173789830642001e+01 +0.0000000000000000e+00 +9.1993020328109458e+02 -1.2842161741050734e-02 +0.0000000000000000e+00 +9.9991753604075773e-01
9.2010000000014065e+02 -1.1175074046477754e+01 +0.0000000000000000e+00 +9.2003019503470296e+02 -1.2842154974242568e-02 +0.0000000000000000e+00 +9.9991753612766532e-01
9.2020000000014068e+02 -1.1176358261636899e+01 +0.0000000000000000e+00 +9.2013018678832009e+02 -1.2842148208933311e-02 +0.0000000000000000e+00 +9.9991753621455359e-01
9.2030000000014070e+02 -1.1177642476119589e+01 +0.0000000000000000e+00 +9.2023017854194586e+02 -1.2842141445122215e-02 +0.0000000000000000e+00 +9.9991753630142255e-01
9.2040000000014072e+02 -1.1178926689925973e+01 +0.0000000000000000e+00 +9.2033017029558039e+02 -1.2842134682809279e-02 +0.0000000000000000e+00 +9.9991753638827230e-01
9.2050000000014074e+02 -1.1180210903056201e+01 +0.0000000000000000e+00 +9.2043016204922355e+02 -1.2842127921994503e-02 +0.0000000000000000e+00 +9.9991753647510273e-01
9.2060000000014077e+02 -1.1181495115510423e+01 +0.0000000000000000e+00 +9.2053015380287536e+02 -1.2842121162677888e-02 +0.0000000000000000e+00 +9.9991753656191384e-01
9.2070000000014079e+02 -1.1182779327288786e+01 +0.0000000000000000e+00 +9.2063014555653592e+02 -1.2842114404859432e-02 +0.0000000000000000e+00 +9.9991753664870575e-01
9.2080000000014081e+02 -1.1184063538391444e+01 +0.0000000000000000e+00 +9.2073013731020512e+02 -1.2842107648539137e-02 +0.0000000000000000e+00 +9.9991753673547834e-01
9.2090000000014084e+02 -1.1185347748818543e+01 +0.0000000000000000e+00 +9.2083012906388296e+02 -1.2842100893717002e-02 +0.0000000000000000e+00 +9.9991753682223161e-01
9.2100000000014086e+02 -1.1186631958570237e+01 +0.0000000000000000e+00 +9.2093012081756956e+02 -1.2842094140393025e-02 +0.0000000000000000e+00 +9.9991753690896557e-01
9.2110000000014088e+02 -1.1187916167646673e+01 +0.0000000000000000e+00 +9.2103011257126479e+02 -1.2842087388567054e-02 +0.0000000000000000e+00 +9.9991753699568031e-01
9.2120000000014090e+02 -1.1189200376048001e+01 +0.0000000000000000e+00 +9.2113010432496867e+02 -1.2842080638236960e-02 +0.0000000000000000e+00 +9.9991753708237574e-01
9.2130000000014093e+02 -1.1190484583774371e+01 +0.0000000000000000e+00 +9.2123009607868119e+02 -1.2842073889401987e-02 +0.0000000000000000e+00 +9.9991753716905196e-01
9.2140000000014095e+02 -1.1191768790825931e+01 +0.0000000000000000e+00 +9.2133008783240246e+02 -1.2842067142062133e-02 +0.0000000000000000e+00 +9.9991753725570898e-01
9.2150000000014097e+02 -1.1193052997202832e+01 +0.0000000000000000e+00 +9.2143007958613236e+02 -1.2842060396217400e-02 +0.0000000000000000e+00 +9.9991753734234667e-01
9.2160000000014099e+02 -1.1194337202905224e+01 +0.0000000000000000e+00 +9.2153007133987091e+02 -1.2842053651867788e-02 +0.0000000000000000e+00 +9.9991753742896516e-01
9.2170000000014102e+02 -1.1195621407933256e+01 +0.0000000000000000e+00 +9.2163006309361811e+02 -1.2842046909013298e-02 +0.0000000000000000e+00 +9.9991753751556434e-01
9.2180000000014104e+02 -1.1196905612287077e+01 +0.0000000000000000e+00 +9.2173005484737394e+02 -1.2842040167653930e-02 +0.0000000000000000e+00 +9.9991753760214430e-01
9.2190000000014106e+02 -1.1198189815966836e+01 +0.0000000000000000e+00 +9.2183004660113852e+02 -1.2842033427789683e-02 +0.0000000000000000e+00 +9.9991753768870506e-01
9.2200000000014109e+02 -1.1199474018972685e+01 +0.0000000000000000e+00 +9.2193003835491174e+02 -1.2842026689420558e-02 +0.0000000000000000e+00 +9.9991753777524650e-01
9.2210000000014111e+02 -1.1200758221304771e+01 +0.0000000000000000e+00 +9.2203003010869361e+02 -1.2842019952546404e-02 +0.0000000000000000e+00 +9.9991753786176873e-01
9.2220000000014113e+02 -1.1202042422963244e+01 +0.0000000000000000e+00 +9.2213002186248411e+02 -1.2842013217165086e-02 +0.0000000000000000e+00 +9.9991753794827176e-01
9.2230000000014115e+02 -1.1203326623948254e+01 +0.0000000000000000e+00 +9.2223001361628326e+02 -1.2842006483275843e-02 +0.0000000000000000e+00 +9.9991753803475558e-01
9.2240000000014118e+02 -1.1204610824259948e+01 +0.0000000000000000e+00 +9.2233000537009104e+02 -1.2841999750878675e-02 +0.0000000000000000e+00 +9.9991753812122020e-01
9.2250000000014120e+02 -1.1205895023898478e+01 +0.0000000000000000e+00 +9.2242999712390747e+02 -1.2841993019973583e-02 +0.0000000000000000e+00 +9.9991753820766560e-01
9.2260000000014122e+02 -1.1207179222863992e+01 +0.0000000000000000e+00 +9.2252998887773254e+02 -1.2841986290560567e-02 +0.0000000000000000e+00 +9.9991753829409180e-01
9.2270000000014124e+02 -1.1208463421156640e+01 +0.0000000000000000e+00 +9.2262998063156624e+02 -1.2841979562639624e-02 +0.0000000000000000e+00 +9.9991753838049879e-01
9.2280000000014127e+02 -1.1209747618776570e+01 +0.0000000000000000e+00 +9.2272997238540859e+02 -1.2841972836210757e-02 +0.0000000000000000e+00 +9.9991753846688658e-01
9.2290000000014129e+02 -1.1211031815723931e+01 +0.0000000000000000e+00 +9.2282996413925957e+02 -1.2841966111273966e-02 +0.0000000000000000e+00 +9.9991753855325516e-01
9.2300000000014131e+02 -1.1212316011998874e+01 +0.0000000000000000e+00 +9.2292995589311920e+02 -1.2841959387829250e-02 +0.0000000000000000e+00 +9.9991753863960453e-01
9.2310000000014134e+02 -1.1213600207601548e+01 +0.0000000000000000e+00 +9.2302994764698747e+02 -1.2841952665876458e-02 +0.0000000000000000e+00 +9.9991753872593470e-01
9.2320000000014136e+02 -1.1214884402532100e+01 +0.0000000000000000e+00 +9.2312993940086437e+02 -1.2841945945413475e-02 +0.0000000000000000e+00 +9.9991753881224565e-01
9.2330000000014138e+02 -1.1216168596790681e+01 +0.0000000000000000e+00 +9.2322993115474992e+02 -1.2841939226439543e-02 +0.0000000000000000e+00 +9.9991753889853741e-01
9.2340000000014140e+02 -1.1217452790377438e+01 +0.0000000000000000e+00 +9.2332992290864411e+02 -1.2841932508954662e-02 +0.0000000000000000e+00 +9.9991753898481006e-01
9.2350000000014143e+02 -1.1218736983292521e+01 +0.0000000000000000e+00 +9.2342991466254693e+02 -1.2841925792958831e-02 +0.0000000000000000e+00 +9.9991753907106351e-01
9.2360000000014145e+02 -1.1220021175536079e+01 +0.0000000000000000e+00 +9.2352990641645840e+02 -1.2841919078452052e-02 +0.0000000000000000e+00 +9.9991753915729775e-01
9.2370000000014147e+02 -1.1221305367108261e+01 +0.0000000000000000e+00 +9.2362989817037840e+02 -1.2841912365434324e-02 +0.0000000000000000e+00 +9.9991753924351290e-01
9.2380000000014149e+02 -1.1222589558009215e+01 +0.0000000000000000e+00 +9.2372988992430703e+02 -1.2841905653905647e-02 +0.0000000000000000e+00 +9.9991753932970884e-01
9.2390000000014152e+02 -1.1223873748239091e+01 +0.0000000000000000e+00 +9.2382988167824431e+02 -1.2841898943866021e-02 +0.0000000000000000e+00 +9.9991753941588557e-01
9.2400000000014154e+02 -1.1225157937798038e+01 +0.0000000000000000e+00 +9.2392987343219022e+02 -1.2841892235315447e-02 +0.0000000000000000e+00 +9.9991753950204321e-01
9.2410000000014156e+02 -1.1226442126686203e+01 +0.0000000000000000e+00 +9.2402986518614478e+02 -1.2841885528253770e-02 +0.0000000000000000e+00 +9.9991753958818164e-01
9.2420000000014159e+02 -1.1227726314903737e+01 +0.0000000000000000e+00 +9.2412985694010786e+02 -1.2841878822678857e-02 +0.0000000000000000e+00 +9.9991753967430097e-01
9.2430000000014161e+02 -1.1229010502450789e+01 +0.0000000000000000e+00 +9.2422984869407958e+02 -1.2841872118589939e-02 +0.0000000000000000e+00 +9.9991753976040110e-01
9.2440000000014163e+02 -1.1230294689327506e+01 +0.0000000000000000e+00 +9.2432984044805994e+02 -1.2841865415987017e-02 +0.0000000000000000e+00 +9.9991753984648213e-01
9.2450000000014165e+02 -1.1231578875534037e+01 +0.0000000000000000e+00 +9.2442983220204894e+02 -1.2841858714870090e-02 +0.0000000000000000e+00 +9.9991753993254406e-01
9.2460000000014168e+02 -1.1232863061070530e+01 +0.0000000000000000e+00 +9.2452982395604647e+02 -1.2841852015239160e-02 +0.0000000000000000e+00 +9.9991754001858690e-01
9.2470000000014170e+02 -1.1234147245937134e+01 +0.0000000000000000e+00 +9.2462981571005264e+02 -1.2841845317094225e-02 +0.0000000000000000e+00 +9.9991754010461054e-01
9.2480000000014172e+02 -1.1235431430133998e+01 +0.0000000000000000e+00 +9.2472980746406745e+02 -1.2841838620435288e-02 +0.0000000000000000e+00 +9.9991754019061507e-01
9.2490000000014174e+02 -1.1236715613661270e+01 +0.0000000000000000e+00 +9.2482979921809078e+02 -1.2841831925262347e-02 +0.0000000000000000e+00 +9.9991754027660051e-01
9.2500000000014177e+02 -1.1237999796519100e+01 +0.0000000000000000e+00 +9.2492979097212276e+02 -1.2841825231575406e-02 +0.0000000000000000e+00 +9.9991754036256675e-01
9.2510000000014179e+02 -1.1239283978707634e+01 +0.0000000000000000e+00 +9.2502978272616326e+02 -1.2841818539374309e-02 +0.0000000000000000e+00 +9.9991754044851389e-01
9.2520000000014181e+02 -1.1240568160227024e+01 +0.0000000000000000e+00 +9.2512977448021240e+02 -1.2841811848656905e-02 +0.0000000000000000e+00 +9.9991754053444193e-01
