# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
BC-001   -4.998985e+00   +3.367302e-04 -5.559771e-05 +4.684091e-03 +1.853854e-02 -8.470191e+00 +9.806979e+01 -4.997480e+04 +1.218435e+04 -5.631559e+06 -3.439006e+08 +6.505947e+10 +1.039439e+12   +1.173047e-06 -3.526086e-05 -6.462508e-04 +8.145105e-03 +4.235584e-02 +2.701880e+01 +4.031550e+03 -8.462810e+04 +2.642362e+06 -2.478541e+07 -1.241429e+10 -7.963024e+11   
BC-002   -4.999687e+00   +3.362542e-04 -3.461099e-05 +4.589457e-03 +2.079400e-02 -7.789636e+00 +8.370226e+01 -4.904445e+04 +7.050153e+03 -4.007605e+06 -2.924127e+08 +6.876994e+10 -1.541336e+11   +9.735169e-07 -3.672664e-05 -3.697813e-04 +1.610522e-02 -3.556567e-01 +2.844636e+01 +5.008178e+03 -6.309623e+04 -3.518590e+06 +3.427721e+07 -9.583814e+09 -1.959250e+11   
BC-003   -5.000064e+00   +3.368207e-04 -2.315386e-05 +4.428843e-03 +2.624944e-02 -7.485136e+00 +9.693052e+01 -4.933243e+04 -1.607591e+04 -3.545087e+06 -5.333764e+08 +6.974767e+10 +6.045999e+10   +9.784557e-07 -1.672825e-05 -6.458079e-04 +1.052432e-02 -1.151562e-01 +4.254388e+01 +4.638067e+03 -6.037489e+04 -1.493249e+06 -1.064496e+08 +2.010588e+09 -8.217421e+10   
BC-004   -5.000180e+00   +3.357539e-04 -5.323830e-05 +4.315849e-03 +2.090059e-02 -8.136023e+00 +9.629745e+01 -4.966981e+04 -4.011278e+04 -5.606416e+06 -3.666100e+08 +7.736355e+10 +3.241111e+11   +1.123855e-06 -2.480773e-05 -6.223452e-04 +1.072227e-02 -1.891290e-01 +4.427343e+01 +3.317347e+03 -1.199436e+05 +1.881887e+06 -1.339028e+07 +4.661210e+09 -5.732458e+11   
BC-005   -5.000108e+00   +3.370033e-04 -2.932595e-05 +4.593211e-03 +3.411404e-02 -7.726085e+00 +7.912567e+01 -4.852703e+04 -2.192703e+04 -4.932371e+06 -4.075392e+08 +7.012479e+10 -3.194527e+11   +1.563833e-06 -2.165401e-05 -3.452733e-04 +2.215596e-02 -2.534899e-01 +4.317501e+01 +4.643736e+03 -9.296581e+04 -3.618222e+06 +4.266004e+07 -1.473440e+09 +2.380767e+11   
BC-006   -5.001291e+00   +3.366399e-04 -4.509420e-05 +4.725874e-03 +5.673459e-02 -7.539107e+00 +1.651536e+02 -4.798761e+04 +2.600633e+04 +1.616905e+07 +6.301285e+08 +1.205560e+11 +4.875389e+11   +1.017915e-06 -2.121012e-05 -5.516466e-04 -2.502514e-02 -4.668651e-01 +2.466635e+01 +3.395481e+03 +1.821563e+05 -5.616228e+06 +1.019607e+09 -2.633466e+10 +1.945258e+12   
BC-007   -4.998308e+00   +3.376353e-04 -3.885817e-05 +4.741142e-03 +7.221192e-02 -8.028897e+00 +4.448801e+01 -5.547191e+04 -2.973580e+05 -7.227916e+06 -1.455595e+09 +1.245670e+11 -1.562899e+12   +1.325708e-06 -1.584978e-05 -4.688142e-04 +5.096551e-02 -1.866361e+00 +2.963173e+02 -3.752496e+03 +2.224705e+05 -3.818572e+07 +2.604099e+08 -2.975553e+10 +2.473253e+12   
BC-008   -4.999338e+00   +3.373227e-04 -4.629077e-05 +4.363064e-03 +3.357261e-02 -8.874813e+00 +1.628348e+02 -4.841281e+04 +7.529469e+05 -1.240751e+06 +1.468857e+09 +9.103357e+10 +4.161721e+12   +1.171222e-06 -2.040454e-05 -1.149663e-03 -6.808353e-03 +9.718605e-02 +1.070420e+01 +1.435411e+04 -7.011128e+05 +7.500031e+06 -1.058293e+09 -8.932709e+10 -1.493134e+12   
BC-009   -5.000131e+00   +3.425406e-04 -5.314291e-05 +3.112776e-03 +1.195021e-02 -7.556294e+00 +7.749489e+01 -4.909171e+04 -1.016206e+03 +2.159663e+06 -3.428758e+08 +5.775411e+10 +3.728522e+10   +1.298922e-06 -2.835862e-05 -4.357138e-04 +1.367633e-02 -2.795205e-01 +7.705284e+01 +4.362064e+03 -8.681231e+04 -2.095995e+06 +8.881163e+05 -2.390453e+10 -2.860953e+10   
BC-010   -4.999931e+00   +3.438555e-04 -6.449159e-05 +3.256665e-03 +1.432933e-02 -8.192913e+00 +8.297137e+01 -4.911316e+04 -5.720967e+04 -1.825693e+06 -4.811646e+08 +7.506500e+10 +3.071332e+11   +1.124968e-06 -2.562485e-05 -5.094676e-04 +1.812512e-02 +2.318698e-03 +4.668228e+01 +2.914824e+03 -8.337807e+04 -9.883088e+05 -5.288631e+07 -6.794468e+09 -6.361730e+11   
BC-011   -5.000214e+00   +3.441163e-04 -5.632361e-05 +2.945574e-03 +1.175155e-02 -8.255877e+00 +1.045548e+02 -4.929613e+04 -6.315200e+04 -4.261050e+06 -6.874870e+08 +7.283046e+10 -6.400854e+11   +1.495762e-06 -2.356477e-05 -4.704119e-04 +1.051045e-02 -3.950095e-01 +7.063724e+01 +3.588008e+03 -7.352105e+04 -1.792047e+05 -8.410536e+07 -1.299950e+10 +2.740429e+11   
BC-012   -4.999998e+00   +3.437545e-04 -5.749774e-05 +3.225813e-03 +2.341715e-02 -7.764751e+00 +1.005920e+02 -4.993850e+04 -1.006505e+05 -6.352563e+05 -2.698455e+08 +6.773373e+10 +9.861736e+11   +1.721310e-06 -2.318801e-05 -4.410354e-04 +1.785588e-02 +2.175183e-01 +4.220404e+01 +3.125071e+03 -3.403057e+03 -1.643081e+06 +4.314334e+07 +6.742657e+08 -3.853012e+11   
BC-013   -5.000074e+00   +3.438931e-04 -5.368479e-05 +3.039567e-03 +2.835962e-02 -7.691222e+00 +1.163149e+02 -4.832592e+04 -2.626637e+04 -1.018035e+07 -5.441067e+08 +7.092163e+10 +4.470682e+11   +1.255789e-06 -1.405347e-05 -6.518206e-04 +2.213621e-02 -1.221289e-01 +1.370292e+01 +1.791507e+03 -1.089133e+05 +1.187412e+06 -2.130450e+07 -7.529545e+09 +2.993896e+11   
BC-014   -5.000113e+00   +3.434654e-04 -5.886825e-05 +3.253408e-03 +1.768936e-02 -8.120304e+00 +9.261333e+01 -4.918611e+04 -2.948437e+04 -2.339839e+06 -3.568329e+08 +6.625090e+10 +3.459648e+11   +1.496723e-06 -1.696044e-05 -5.250717e-04 +1.110363e-02 +5.966721e-02 +4.914165e+01 +5.006501e+03 -1.013429e+05 -4.203653e+05 -9.450578e+07 +3.591615e+09 -6.151071e+11   
BC-015   -5.000259e+00   +3.422337e-04 -4.303179e-05 +3.594924e-03 +2.849750e-02 -8.038984e+00 +1.155892e+02 -4.910436e+04 -9.212743e+04 -3.252020e+06 -3.196636e+08 +5.720194e+10 -4.257161e+10   +1.098781e-06 -2.126846e-05 -5.434203e-04 +1.147289e-02 -2.125992e-01 +2.561935e+01 +2.536941e+03 -9.494390e+04 +2.732474e+05 -1.606104e+08 -7.790456e+09 -3.298773e+11   
BC-016   -5.000096e+00   +3.430800e-04 -4.880402e-05 +3.322856e-03 +2.250839e-02 -8.105260e+00 +1.080428e+02 -5.024036e+04 -3.995073e+03 -4.308737e+06 -3.553586e+08 +6.338796e+10 -2.026013e+10   +1.093505e-06 -3.127800e-05 -6.807779e-04 +1.366016e-02 -4.954193e-01 +4.313239e+01 +4.050510e+03 +8.383751e+03 -1.557769e+06 -6.707501e+07 -1.340297e+10 -2.090124e+11   
BC-017   -4.999916e+00   +3.439448e-04 -4.852352e-05 +2.943989e-03 +1.799219e-02 -8.255701e+00 +1.278208e+02 -4.795003e+04 -1.995831e+04 +9.599103e+05 -5.309571e+08 +6.482979e+10 +3.784988e+11   +1.377109e-06 -3.006469e-05 -6.107513e-04 +1.915382e-02 +1.325699e-01 +5.745833e+01 +4.576605e+03 +1.515296e+04 -2.856066e+06 +1.330785e+07 +1.340968e+09 -7.886220e+11   
BC-018   -4.999320e+00   +3.443752e-04 -5.568761e-05 +3.109383e-03 +3.390021e-02 -7.803317e+00 +1.519286e+02 -4.869944e+04 +1.572394e+05 -1.123037e+06 -1.903880e+08 +6.893636e+10 +4.951671e+11   +1.156511e-06 -3.622337e-05 -6.411482e-04 +2.665236e-03 -9.869382e-03 +4.750942e+01 +2.048189e+03 -1.629836e+04 -8.870764e+06 +2.939174e+07 -9.335324e+09 -4.041874e+11   
BC-019   -5.001254e+00   +3.425397e-04 -5.397954e-05 +3.375827e-03 +1.181363e-02 -8.329621e+00 -4.241712e+00 -4.674276e+04 +4.147312e+05 -2.420341e+06 +1.655167e+08 +1.278122e+11 -4.686911e+11   +1.177264e-06 -3.409911e-05 -3.286126e-04 -1.283094e-02 +1.864658e+00 -3.010925e+01 +3.172052e+03 -1.952496e+05 -2.424202e+07 -5.668476e+08 -5.121550e+09 -1.407734e+12   
BC-020   -4.999847e+00   +3.433803e-04 -5.789827e-05 +3.557413e-03 +2.675750e-02 -7.747651e+00 +1.274264e+02 -4.917358e+04 +1.887184e+04 -5.366962e+05 -4.216399e+08 +6.306341e+10 -4.169632e+11   +1.580842e-06 -1.725020e-05 -5.963288e-04 +1.916205e-02 -1.682907e-01 +3.292451e+01 +2.955446e+03 -9.153800e+04 -1.307777e+06 -1.243903e+08 -7.689263e+09 +4.009823e+11   
BC-021   -5.000020e+00   +3.430540e-04 -5.029052e-05 +3.263615e-03 +2.891034e-02 -7.855491e+00 +1.202265e+02 -4.896070e+04 -4.970570e+04 -2.376630e+06 -6.964612e+08 +5.386166e+10 +2.114018e+11   +1.166804e-06 -1.986565e-05 -4.772225e-04 +1.736400e-02 -6.366419e-02 +4.235413e+01 +3.570530e+03 -8.877478e+04 -4.041480e+06 +4.360917e+07 -3.495434e+09 -4.332545e+11   
