# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
BC-011   -1.000124e+00   +3.579910e-04 -2.913823e-04 +5.213264e-03 +2.971892e-02 -5.597559e+00 -4.007881e+00 -4.333019e+04 +6.687132e+04 -7.616679e+06 +6.176898e+08 +2.207660e+10 +1.349813e+12   +6.100687e-06 -1.233475e-04 -2.463929e-03 -5.416998e-03 +3.275560e+00 +3.336225e+01 -2.218923e+03 +2.850778e+04 +7.125241e+06 -1.021812e+09 -1.840435e+10 -1.111747e+12   
BC-014   -1.000252e+00   +3.579386e-04 -3.004955e-04 +5.800673e-03 +7.205145e-02 -9.969239e+00 +7.205433e+00 -5.553716e+04 -1.888079e+04 +3.992193e+06 -8.528642e+08 +9.639469e+10 +7.585859e+11   +5.650269e-06 -1.215162e-04 -3.104925e-03 +3.261890e-02 +2.262089e+00 -3.598154e+00 +5.459420e+03 -2.891084e+05 -5.847551e+06 +2.889340e+08 -1.967821e+10 -3.726941e+11   
BC-015   -1.000185e+00   +3.550217e-04 -2.757349e-04 +6.325238e-03 +6.168883e-02 -8.280632e+00 +8.713181e+01 -5.599087e+04 +2.742326e+05 +3.842430e+06 -9.322183e+08 +5.651834e+10 -1.443250e+12   +5.246571e-06 -1.171388e-04 -2.132703e-03 +5.479196e-02 +2.170124e+00 +6.423152e+01 -6.376649e+01 -9.014868e+04 -9.367382e+06 +7.264305e+07 +2.972024e+10 -1.201508e+12   
BC-018   -9.999462e-01   +3.614131e-04 -3.443307e-04 +7.287998e-03 +5.677494e-02 -9.633477e+00 +4.934024e+01 -5.534559e+04 +1.527405e+05 +2.126805e+07 +4.135427e+08 +8.221461e+10 +9.616634e+11   +5.813908e-06 -1.329472e-04 -2.167855e-03 +5.822988e-02 +1.656881e+00 -1.116165e+01 +3.084234e+03 -5.506831e+05 +2.965918e+06 -1.588111e+09 -4.331276e+10 +1.000540e+12   
BC-019   -1.000025e+00   +3.584207e-04 -3.159061e-04 +6.889863e-03 +7.658873e-02 -8.882838e+00 +1.133314e+02 -5.432824e+04 +5.266473e+04 +4.157360e+06 -3.362333e+08 +6.544573e+10 +1.128781e+12   +6.215677e-06 -1.306877e-04 -3.712635e-03 +4.523132e-02 +4.235965e+00 +9.437164e+01 +2.082615e+03 -4.847286e+05 +9.632841e+05 -1.431559e+09 -9.052758e+10 -2.589098e+12   
BC-024   -1.000067e+00   +3.566979e-04 -3.107845e-04 +6.623359e-03 +2.780572e-02 -1.200162e+01 +8.789497e+00 -5.312404e+04 -2.053273e+05 -1.122552e+07 -1.406456e+09 +4.836703e+10 -5.011137e+12   +6.204014e-06 -1.430140e-04 -3.708961e-03 +6.451053e-02 +4.649130e+00 +1.276634e+02 -1.838706e+03 -4.799958e+05 +4.801957e+06 -4.863245e+08 +2.874804e+10 +2.971179e+12   
BC-025   -9.998723e-01   +3.533749e-04 -3.760264e-04 +6.393547e-03 +4.574449e-02 -7.326755e+00 +1.219566e+02 -5.651097e+04 -1.616419e+05 +1.120460e+07 -1.013228e+09 +3.974693e+10 +2.492079e+11   +6.236545e-06 -1.307285e-04 -1.861914e-03 +6.946958e-02 +4.477493e+00 +2.027340e+01 +3.543619e+02 -4.472219e+05 -1.713940e+07 +3.612243e+08 +3.429897e+10 -2.525809e+12   
BC-026   -9.999413e-01   +3.532286e-04 -3.973341e-04 +6.807942e-03 +3.257884e-02 -1.029502e+01 +1.495331e+02 -5.337111e+04 +9.517122e+04 +2.583580e+07 -3.707511e+08 +7.341729e+10 -1.056957e+12   +6.375767e-06 -1.352558e-04 -2.796074e-03 +6.175951e-02 +3.693376e+00 +2.260856e+02 +7.800020e+03 -3.165634e+05 -1.620139e+06 +4.835269e+08 +2.828464e+10 -1.309449e+12   
BC-027   -1.000069e+00   +3.584662e-04 -3.981882e-04 +7.008225e-03 +5.798039e-02 -8.141051e+00 +3.695850e+01 -5.540669e+04 +4.196119e+04 -8.409268e+06 -9.087201e+08 +6.625636e+10 -2.120392e+12   +5.521828e-06 -1.361559e-04 -2.863315e-03 +6.835782e-02 +6.930746e-01 +2.226867e+01 +7.630051e+03 -5.840794e+05 +2.116055e+06 +3.986558e+08 +4.848890e+10 -2.322287e+11   
BC-028   -1.000082e+00   +3.569348e-04 -3.727126e-04 +7.027107e-03 +1.168424e-01 -8.517885e+00 +6.374523e+01 -5.580116e+04 -2.275599e+05 -6.080413e+06 +9.995126e+08 -1.550572e+10 -2.798532e+12   +7.302835e-06 -1.656963e-04 -4.610590e-03 +6.350716e-02 +3.737634e+00 -1.714029e+01 +8.436974e+02 +7.781574e+02 +4.333697e+07 +2.738709e+08 -3.853769e+10 -2.261283e+12   
BC-029   -1.000096e+00   +3.548966e-04 -4.537426e-04 +6.626283e-03 +1.132826e-02 -6.312522e+00 +2.288970e+01 -5.623495e+04 +2.123822e+05 +1.201270e+07 -1.050341e+09 +6.184297e+10 +2.056268e+12   +5.393564e-06 -1.470052e-04 -2.355288e-03 +6.644867e-02 +4.153529e+00 +1.758883e+01 -1.955363e+03 -9.508315e+04 +4.586583e+06 +1.032175e+09 +7.892456e+10 -4.353992e+11   
BC-038   -1.000197e+00   +3.586844e-04 -2.858752e-04 +5.794462e-03 +7.138971e-02 -8.812191e+00 +1.620248e+02 -4.726851e+04 +4.692383e+04 +2.164196e+07 -5.221015e+08 +8.431434e+10 -2.041917e+12   +4.727552e-06 -1.056491e-04 -2.451271e-03 +3.918509e-02 +4.061462e+00 -1.094986e+02 +8.165575e+01 -3.018521e+04 +9.656359e+06 -6.556049e+08 -1.391001e+10 -4.822157e+11   
BC-041   -1.000444e+00   +3.568550e-04 -3.106146e-04 +5.277071e-03 +6.884015e-02 -9.557110e+00 +1.097044e+02 -5.906045e+04 -7.634639e+04 +1.065718e+07 -9.461745e+08 +1.010500e+11 -1.820660e+12   +6.310266e-06 -1.056595e-04 -2.472861e-03 +4.137722e-02 +4.063747e+00 +1.071184e+02 -6.850077e+03 -1.348480e+05 +6.095782e+06 -1.682842e+08 -2.484139e+08 +7.182986e+11   
BC-043   -1.000375e+00   +3.568082e-04 -2.807626e-04 +5.902251e-03 +6.710192e-02 -7.830961e+00 +1.967063e+02 -5.437876e+04 +4.076508e+05 -8.999789e+06 -2.991025e+08 +6.087671e+10 -3.004663e+10   +6.215690e-06 -1.300305e-04 -2.308412e-03 +5.089677e-02 +2.001815e+00 +6.099405e+01 +2.037745e+03 -3.012375e+05 -3.223328e+06 -4.841314e+07 +1.443220e+10 +9.863068e+10   
BC-044   -1.000330e+00   +3.574569e-04 -2.473691e-04 +5.733184e-03 +9.512224e-02 -1.022767e+01 +1.765674e+02 -5.517193e+04 -9.700879e+04 -2.842753e+06 -1.357742e+09 +6.213750e+10 -5.549478e+11   +6.276799e-06 -1.053178e-04 -2.791111e-03 +2.662536e-02 +2.557047e+00 -4.253788e+00 -4.136796e+03 -5.468829e+05 +5.843750e+06 -1.320677e+08 -2.369110e+10 -7.644503e+11   
BC-045   -9.999191e-01   +3.568773e-04 -2.739210e-04 +5.887024e-03 +8.825018e-02 -7.455620e+00 +1.106235e+02 -5.288454e+04 +2.142000e+05 +4.766120e+06 -3.712936e+08 +4.970948e+10 -1.767887e+11   +6.460348e-06 -1.259192e-04 -2.374284e-03 +3.451018e-02 +3.173111e+00 +3.947408e+01 -1.610887e+03 -2.911114e+05 -1.492704e+06 -1.185092e+08 +2.587817e+10 -1.343071e+12   
BC-046   -1.000072e+00   +3.558910e-04 -2.443229e-04 +5.517020e-03 +6.760540e-02 -8.420101e+00 +4.744556e+01 -5.695838e+04 +4.643894e+04 +6.242914e+06 -1.454897e+09 +4.422512e+10 +5.291153e+11   +5.842404e-06 -1.143470e-04 -2.501428e-03 +3.175050e-02 +3.089282e+00 +5.050497e+01 +4.866672e+02 -1.653741e+05 -1.421022e+07 -5.679344e+08 +2.548132e+10 +2.085180e+11   
BC-047   -1.000158e+00   +3.577214e-04 -2.694193e-04 +5.738254e-03 +6.574346e-02 -8.635362e+00 +1.656191e+02 -5.521669e+04 +2.752386e+05 -6.157970e+06 -3.893147e+08 +8.908407e+10 +2.270005e+12   +6.403713e-06 -1.291677e-04 -2.732690e-03 +5.464389e-02 +3.841009e+00 +4.098854e+01 -4.262038e+03 -1.993703e+05 +3.687824e+06 +6.263000e+08 -5.884260e+09 -4.540772e+11   
BC-048   -9.999856e-01   +3.582609e-04 -2.790078e-04 +5.656292e-03 +7.455765e-02 -7.745778e+00 +5.648863e+01 -5.270467e+04 -2.093978e+05 -1.264463e+07 -5.383170e+08 +3.997925e+10 +1.387251e+12   +7.007839e-06 -1.130299e-04 -2.181169e-03 +8.553370e-03 +3.328391e+00 +1.386133e+02 -2.117672e+03 -2.401449e+05 +1.979437e+06 -1.264643e+08 +3.473515e+10 -2.307071e+12   
BC-057   -1.000308e+00   +3.552323e-04 -3.656143e-04 +6.592177e-03 +5.062994e-02 -9.378887e+00 -6.476771e+01 -5.662779e+04 +1.135224e+05 +1.396820e+07 -8.055523e+08 +1.036613e+11 +1.518094e+12   +5.733277e-06 -1.504303e-04 -3.123709e-03 +3.733268e-02 +3.108288e+00 -3.991332e-01 -5.517313e+03 -5.076942e+05 +1.243913e+06 +5.950118e+08 -3.199331e+10 -3.741556e+10   
BC-058   -1.000045e+00   +3.581935e-04 -3.144676e-04 +5.831195e-03 +7.909484e-02 -8.404233e+00 +2.198318e+02 -4.767831e+04 +3.889208e+05 +5.821300e+06 -9.960842e+08 +8.132114e+10 -1.119878e+12   +6.308994e-06 -1.403970e-04 -3.996042e-03 +7.934393e-02 +4.195361e+00 +2.758089e+01 -4.598245e+03 -2.262895e+05 +5.743794e+06 -4.188392e+08 +6.871479e+10 +9.043851e+11   
BC-059   -9.995300e-01   +3.574094e-04 -2.307184e-04 +5.745698e-03 +6.520763e-02 -9.953869e+00 +5.967994e+01 -4.936211e+04 -2.594932e+05 +7.736757e+06 +3.454937e+07 -1.373949e+10 +2.362110e+12   +6.411244e-06 -1.178977e-04 -2.809201e-03 +3.102496e-02 +4.874604e+00 +2.427872e+00 +1.534319e+01 +8.326723e+03 -2.215033e+07 -6.999856e+08 +2.006172e+09 -7.467600e+11   
BC-060   -9.997615e-01   +3.572853e-04 -2.418006e-04 +6.034158e-03 +1.227962e-01 -9.170342e+00 +6.952208e+01 -5.746155e+04 +1.182520e+05 +9.514480e+06 -1.647766e+09 +1.100154e+11 +5.620261e+11   +5.420249e-06 -1.422232e-04 -3.126503e-03 +1.274571e-03 +3.524148e+00 -3.069834e+01 -8.568438e+03 -2.024915e+05 +1.969537e+05 +1.401108e+09 +7.228053e+10 -3.362001e+12   
BC-061   -1.000133e+00   +3.591839e-04 -3.573197e-04 +6.311642e-03 +2.940524e-02 -8.888464e+00 +2.178439e+02 -5.981478e+04 +1.156798e+05 +5.302764e+06 -3.748424e+08 +5.203151e+10 -6.105612e+11   +6.736140e-06 -1.324566e-04 -3.279897e-03 +4.295430e-02 +2.988018e+00 -3.695512e+01 +4.186172e+03 -1.714879e+05 +9.817158e+06 +4.448159e+08 +4.334328e+09 -6.240518e+11   
BC-062   -1.000104e+00   +3.575207e-04 -3.608988e-04 +6.969357e-03 +5.095187e-02 -1.021339e+01 +5.885109e+01 -4.997402e+04 +1.016633e+05 -2.052373e+07 +1.127700e+08 +8.039209e+10 -1.561560e+12   +7.174376e-06 -1.349904e-04 -2.611540e-03 +6.278322e-02 +2.806094e+00 +1.287977e+01 -3.313766e+03 -1.744190e+05 +1.808392e+07 -5.949075e+08 -2.851188e+10 +8.065383e+11   
