# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
BC-042   -4.999874e+00   +3.426270e-04 -3.508516e-05 +3.363659e-03 +2.375552e-02 -7.857918e+00 +1.746838e+02 -5.028733e+04 -3.707387e+03 +1.898962e+06 -6.934853e+08 +6.474635e+10 +7.679638e+09   +1.446028e-06 -2.987393e-05 -6.476365e-04 +7.716310e-03 +6.827056e-01 +6.626079e+00 -2.469590e+02 -3.526277e+04 +1.039920e+06 -2.497527e+08 +3.376577e+09 +2.187723e+11   
BC-063   -5.000387e+00   +3.429175e-04 +2.046998e-05 +3.030225e-03 +1.615609e-02 -8.021361e+00 +1.478716e+02 -4.860822e+04 -1.996334e+04 +5.455048e+05 -2.871022e+08 +6.828801e+10 +8.220316e+10   +9.455108e-07 -8.159068e-06 +1.072228e-04 +4.031354e-03 +2.892416e-01 -9.205647e+00 -4.076590e+02 +3.417837e+03 +2.206873e+05 -8.183217e+07 -2.105385e+09 +1.213885e+10   
BC-065   -4.999934e+00   +3.431001e-04 +2.341281e-05 +2.927049e-03 +1.197542e-02 -7.991955e+00 +1.429452e+02 -4.871410e+04 -3.856703e+03 -4.793611e+05 -3.357658e+08 +6.564103e+10 -5.803165e+10   +1.139383e-06 -1.074763e-05 +1.482599e-04 +5.346113e-03 +1.086122e-01 -1.339875e+01 -4.685518e+02 -2.408988e+04 -9.559810e+05 -1.324488e+07 -4.842544e+09 -4.223306e+11   
BC-066   -5.000242e+00   +3.433198e-04 +1.877371e-05 +3.033985e-03 +1.238535e-02 -7.982774e+00 +1.306083e+02 -4.860283e+04 +5.546206e+02 +7.880255e+05 -2.813908e+08 +6.571546e+10 +2.225748e+11   +1.297578e-06 -2.284565e-06 +1.625415e-04 +4.790476e-03 +1.548986e-01 -5.652574e-01 -6.602018e+01 +2.024452e+04 +6.004571e+05 -4.465986e+07 +1.261656e+09 -6.426323e+10   
BC-068   -5.000152e+00   +3.431096e-04 +2.517751e-05 +2.976134e-03 +1.490882e-02 -8.028126e+00 +1.299327e+02 -4.818758e+04 +1.804644e+04 -6.627677e+05 -2.947984e+08 +5.991488e+10 +3.651505e+11   +7.091432e-07 -7.669755e-06 +2.170920e-04 +2.482271e-03 +3.174038e-01 -7.270837e+00 -1.831046e+02 -1.270144e+04 -6.603959e+05 -2.646278e+07 +1.169114e+09 -2.012813e+11   
BC-069   -4.999803e+00   +3.433625e-04 +3.205356e-05 +2.856329e-03 +1.055925e-02 -7.924898e+00 +1.222305e+02 -4.875970e+04 +9.849566e+03 -8.774274e+05 -2.896890e+08 +6.375605e+10 +1.540706e+11   +9.067191e-07 -4.825120e-06 +1.425180e-04 +2.973421e-03 +2.431264e-01 -3.607192e+00 -1.469594e+02 +1.216915e+04 +2.145027e+05 -9.017193e+05 +3.581777e+09 -2.729804e+10   
BC-070   -4.999942e+00   +3.429360e-04 +1.969408e-05 +2.890708e-03 +1.120854e-02 -7.961710e+00 +1.196389e+02 -4.832084e+04 -2.796754e+04 +9.641854e+04 -2.250920e+08 +6.393594e+10 +1.816015e+11   +1.163842e-06 +2.785902e-07 +1.858399e-04 +2.757692e-03 +1.372362e-01 -6.094917e+00 -1.111351e+03 -1.605831e+04 +2.655671e+06 +5.253301e+06 +2.242798e+09 -3.538821e+11   
BC-071   -4.999555e+00   +3.438028e-04 +1.865508e-05 +3.001835e-03 +1.420712e-02 -7.985189e+00 +1.513393e+02 -4.823335e+04 +1.280861e+04 +1.033084e+06 -3.405707e+08 +6.298717e+10 +3.284946e+11   +1.286527e-06 -6.179136e-06 +1.271580e-04 +5.669771e-03 +1.451610e-01 -8.395945e+00 -6.877576e+01 -6.466021e+03 +2.926702e+05 +1.050828e+07 +4.492390e+09 -9.688358e+10   
BC-072   -4.999675e+00   +3.434579e-04 +1.920847e-05 +2.986282e-03 +8.722313e-03 -8.092256e+00 +1.239224e+02 -4.886516e+04 -2.338280e+04 +5.604048e+05 -3.419032e+08 +6.383197e+10 +6.660745e+10   +8.869863e-07 -8.132851e-06 +1.112079e-04 +3.689410e-03 +2.132897e-01 -7.790088e+00 -3.091139e+02 +1.113694e+04 +4.854292e+05 +9.092143e+06 +6.545291e+09 +5.564274e+10   
BC-073   -4.999612e+00   +3.430946e-04 +1.741829e-05 +2.977647e-03 +1.096554e-02 -8.026017e+00 +1.257073e+02 -4.851018e+04 +6.621242e+03 +5.740051e+05 -2.871947e+08 +6.342914e+10 +1.366851e+11   +1.040223e-06 -2.202961e-06 +6.457289e-05 +2.463015e-03 +1.965727e-01 -1.504784e+00 -3.171140e+02 +1.398936e+04 -3.635582e+05 +3.431498e+06 +1.119999e+09 -1.392064e+10   
