# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
BS-007   +7.999040e+00   +1.890318e-07 -4.139672e-06 -1.578611e-01 -5.781259e-04 -3.671872e-02 -5.729470e+00 +8.013332e+02 +8.868607e+03 +1.178732e+08 +2.469856e+06 +8.106668e+08 -6.062380e+09   +4.416376e-07 +1.054812e-05 +1.138197e-04 +1.476533e-02 +7.747586e-02 +3.194423e+00 +9.005726e+01 -4.895878e+04 -3.179874e+05 -6.718067e+07 -6.268041e+08 -3.746642e+10   
BS-008   +7.942214e+00   +1.507046e-07 -1.075556e-05 -1.581350e-01 +6.805071e-03 -2.710005e-01 -1.054183e-01 +7.618526e+02 +4.342654e+04 +1.181631e+08 -8.374157e+05 +1.077067e+09 -4.179788e+10   +4.766320e-07 +9.534971e-06 +2.335665e-04 +1.685954e-02 +1.683769e-01 +4.123666e+00 +4.311237e+02 -4.036033e+04 -3.131797e+05 -3.537361e+07 -1.226028e+09 +6.260700e+10   
BS-009   +7.940851e+00   +3.650716e-07 -1.189444e-05 -1.547709e-01 +2.600170e-03 +4.895815e-01 -1.673719e+00 +9.023222e+02 +3.084468e+04 +1.148088e+08 +1.382402e+07 -9.226980e+07 +3.049911e+10   +5.552367e-07 +1.327082e-05 +1.308219e-04 +9.964273e-03 +8.155550e-04 +2.385778e+00 +4.374772e+01 -4.884110e+04 -3.407223e+05 -4.159796e+07 -1.211308e+09 -9.184329e+10   
BS-010   +7.949583e+00   +1.868597e-07 -6.307094e-06 -1.577538e-01 -2.472013e-03 -1.133021e-02 -5.018422e+00 +8.770166e+02 +2.008007e+04 +1.179381e+08 +1.936885e+07 +2.159112e+08 +1.188319e+10   +5.364266e-07 +1.426246e-05 -2.196016e-04 +1.587165e-02 +2.286818e-01 +2.944407e+00 +9.060303e+01 -5.183250e+04 +4.907733e+05 -3.929356e+07 -7.574590e+08 +7.451158e+10   
BS-011   +7.997878e+00   +1.236521e-07 -4.268664e-06 -1.584685e-01 -2.376272e-03 -3.058391e-01 -5.967369e+00 +6.474835e+02 +1.478675e+03 +1.193434e+08 +7.760689e+06 +2.990507e+08 +5.136091e+10   +3.040580e-07 +1.206474e-05 +4.156209e-04 +1.068923e-02 +5.148237e-01 +4.116218e+00 +3.717974e+02 -3.562317e+04 -1.240557e+05 -5.079461e+07 -1.552904e+09 +7.417548e+10   
BS-012   +8.003600e+00   +3.447517e-07 +3.665246e-06 -1.507608e-01 +1.522556e-02 +3.526824e-01 -6.888713e-01 +6.108254e+02 +1.325270e+04 +1.130794e+08 -1.650351e+07 -1.177882e+09 -4.254219e+09   +6.348230e-07 +1.285856e-05 -7.838739e-05 +1.283754e-02 -1.407543e-01 +2.318249e+00 -1.875426e+02 -5.167182e+04 +7.183452e+05 -5.124655e+07 +3.276619e+08 -2.841300e+10   
BS-013   +8.002245e+00   +7.633981e-08 +5.832053e-07 -1.591021e-01 +1.215623e-02 -4.771167e-01 -4.625472e+00 +7.829409e+02 +1.612967e+04 +1.194043e+08 -2.442267e+07 +2.107216e+09 +1.597423e+10   +6.133379e-07 +2.264934e-06 -3.527325e-05 +2.875224e-02 -1.544689e-01 +6.871479e+00 -4.705567e+02 -4.730584e+04 +8.314734e+04 -6.525030e+07 +3.922662e+08 -1.862041e+10   
BS-014   +8.000659e+00   +1.100135e-07 +3.386560e-06 -1.582453e-01 +1.740123e-02 -1.136979e-01 -9.507872e-01 +8.717536e+02 +8.673972e+03 +1.189620e+08 -4.066183e+07 +1.150278e+09 +2.183461e+10   +6.231230e-07 +7.736180e-06 -1.690662e-05 +2.266600e-02 -5.908518e-02 +3.699688e+00 -3.612979e+02 -4.697588e+04 +3.905310e+05 -5.189383e+07 +2.281316e+09 +7.044681e+10   
BS-015   +8.003107e+00   +1.815844e-07 +4.013414e-06 -1.576656e-01 +1.148108e-02 -5.290290e-02 -1.202134e+00 +5.519474e+02 -2.274174e+03 +1.181891e+08 -3.205692e+07 -2.071156e+09 +1.593599e+10   +4.453353e-07 +1.760006e-05 -3.515395e-05 +1.319488e-03 +2.026849e-01 +2.661821e+00 -2.260919e+02 -3.623853e+04 +6.177245e+05 -1.406531e+07 -1.553127e+09 +3.791124e+09   
BS-016   +8.000001e+00   +1.774216e-07 +1.767457e-07 -1.583681e-01 +1.473840e-02 -8.411428e-02 -2.359023e+00 +7.479524e+02 +1.524089e+04 +1.189720e+08 -2.956926e+07 -9.852368e+08 -3.927095e+09   +5.390873e-07 +1.098788e-05 +9.700856e-05 +1.873081e-02 +2.589917e-02 +3.661701e+00 +2.250018e+01 -4.738323e+04 +2.369315e+05 -5.270229e+07 -2.636972e+07 +3.997442e+10   
