Corrente Gradiente_Integrado Erro_Gradiente_Integrado
Ampere T.m T.m
0 0 0
2 -1.8307 0
3 -2.1884 0
4 -2.5538 0
5 -2.9435 0
10 -4.8786 0
15 -6.8726 0
20 -8.9199 0
25 -11 0
30 -13.111 0
40 -17.387 0
50 -21.7 0
60 -26.029 0
70 -30.35 0
80 -34.655 0
90 -38.936 0
100 -43.183 0
110 -47.394 0
120 -51.555 0
130 -55.652 0
140 -59.654 0
150 -63.498 0
160 -67.049 0
170 -70.198 0
180 -72.912 0
190 -75.281 0
200 -77.437 0
210 -79.343 0
220 -81.126 0
