Corrente Gradiente_Integrado Erro_Gradiente_Integrado
Ampere T T
0 0 0
5 -0.11239 0
9 -0.19203 0
13 -0.27253 0
17 -0.35349 0
21 -0.43484 0
25 -0.51646 0
30 -0.61888 0
35 -0.72159 0
40 -0.82444 0
45 -0.92735 0
55 -1.1335 0
65 -1.3395 0
75 -1.5454 0
85 -1.751 0
95 -1.956 0
105 -2.1607 0
115 -2.3654 0
125 -2.5693 0
135 -2.7727 0
145 -2.9761 0
155 -3.179 0
165 -3.3814 0
175 -3.5831 0
185 -3.7834 0
195 -3.9825 0
205 -4.1792 0
215 -4.3712 0
225 -4.5534 0
