Corrente Gradiente_Integrado Erro_Gradiente_Integrado
Ampere T T
0 0 0
5 -0.12975 0
15 -0.31997 0
25 -0.51704 0
35 -0.71785 0
45 -0.92076 0
55 -1.125 0
65 -1.3299 0
75 -1.535 0
85 -1.7403 0
95 -1.9453 0
105 -2.15 0
115 -2.3543 0
125 -2.5575 0
135 -2.7601 0
145 -2.9618 0
155 -3.1623 0
165 -3.3613 0
175 -3.5588 0
185 -3.7543 0
195 -3.9471 0
205 -4.1368 0
215 -4.3193 0
225 -4.492 0
