Corrente Gradiente_Integrado Erro_Gradiente_Integrado
Ampere T T
0 0 0
5 0.12603 0
9 0.20451 0
13 0.2799 0
15 0.31782 0
17 0.35646 0
21 0.43584 0
25 0.51643 0
30 0.61732 0
35 0.7184 0
40 0.82 0
45 0.92209 0
55 1.1268 0
65 1.3321 0
75 1.5375 0
85 1.7427 0
95 1.9475 0
105 2.1519 0
115 2.3557 0
125 2.5585 0
135 2.7605 0
145 2.9617 0
155 3.1617 0
