Corrente Gradiente_Integrado Erro_Gradiente_Integrado
Ampere T T
0 0 0
5 -0.12253 0
9 -0.20135 0
13 -0.27808 0
15 -0.3166 0
17 -0.35563 0
21 -0.43526 0
25 -0.51586 0
30 -0.6169 0
35 -0.71815 0
40 -0.81993 0
45 -0.92208 0
55 -1.1269 0
65 -1.3321 0
75 -1.5373 0
85 -1.7424 0
95 -1.9471 0
105 -2.1514 0
115 -2.3556 0
125 -2.5587 0
135 -2.7613 0
145 -2.9632 0
155 -3.164 0
165 -3.3638 0
175 -3.5622 0
185 -3.7585 0
195 -3.9523 0
205 -4.1422 0
215 -4.3252 0
225 -4.4978 0
