Corrente Gradiente_Integrado Erro_Gradiente_Integrado
Ampere T T
0 0 0
5 0.12861 0
15 0.3175 0
25 0.51345 0
35 0.71321 0
45 0.91508 0
55 1.1182 0
65 1.322 0
75 1.5259 0
85 1.73 0
95 1.9339 0
105 2.1375 0
115 2.3404 0
125 2.5424 0
135 2.7439 0
145 2.9444 0
155 3.1441 0
165 3.3422 0
175 3.5389 0
185 3.7336 0
195 3.9255 0
205 4.1137 0
215 4.295 0
225 4.4661 0
