Corrente Gradiente_Integrado Erro_Gradiente_Integrado
Ampere T.m T.m
0 0 0
2 1.8298 0
3 2.194 0
4 2.5645 0
5 2.9532 0
10 4.8933 0
15 6.8876 0
20 8.9323 0
25 11.009 0
30 13.118 0
40 17.387 0
50 21.698 0
60 26.026 0
70 30.343 0
80 34.649 0
90 38.929 0
100 43.179 0
110 47.391 0
120 51.555 0
130 55.656 0
140 59.662 0
150 63.516 0
160 67.093 0
170 70.276 0
180 73.022 0
190 75.414 0
200 77.555 0
210 79.491 0
220 81.26 0
