Corrente Gradiente_Integrado Erro_Gradiente_Integrado
Ampere T T
0 0 0
5 0.13064 0
9 0.20388 0
13 0.2793 0
17 0.35577 0
21 0.43344 0
25 0.51167 0
30 0.61056 0
35 0.71016 0
40 0.81031 0
45 0.91093 0
55 1.1132 0
65 1.3161 0
75 1.5193 0
85 1.7226 0
95 1.9257 0
105 2.1285 0
115 2.3308 0
125 2.5322 0
135 2.7328 0
145 2.9327 0
155 3.1312 0
165 3.3284 0
175 3.524 0
185 3.7172 0
195 3.9074 0
205 4.0939 0
215 4.2732 0
225 4.4432 0
