Corrente Gradiente_Integrado Erro_Gradiente_Integrado
Ampere T T
0 0 0
5 0.12646 0
9 0.20305 0
13 0.27826 0
15 0.31628 0
17 0.35488 0
21 0.43389 0
25 0.51394 0
30 0.6144 0
35 0.7152 0
40 0.81653 0
45 0.91831 0
55 1.1225 0
65 1.3272 0
75 1.532 0
85 1.7366 0
95 1.9407 0
105 2.1444 0
115 2.3476 0
125 2.5496 0
135 2.7509 0
145 2.9513 0
155 3.1506 0
