Corrente Gradiente_Integrado Erro_Gradiente_Integrado
Ampere T T
0 0 0
5 0.13342 0
9 0.2102 0
13 0.28358 0
15 0.32048 0
17 0.35813 0
21 0.43582 0
25 0.51491 0
30 0.61416 0
35 0.71374 0
40 0.81409 0
45 0.91507 0
55 1.118 0
65 1.3217 0
75 1.5257 0
85 1.7299 0
95 1.9338 0
105 2.1375 0
115 2.3407 0
125 2.5427 0
135 2.7441 0
145 2.9444 0
155 3.1433 0
165 3.3406 0
175 3.5361 0
185 3.729 0
195 3.9186 0
205 4.1036 0
215 4.281 0
225 4.4484 0
