# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
TBQ-001   -7.019022e+00   -1.317434e-06 -8.381661e-02 +2.259658e-03 -4.552586e-02 +1.943685e+00 +4.139477e+03 -3.030941e+03 +7.515642e+04 +3.088308e+06 -1.090990e+10 -3.721688e+09 +8.116166e+09   +1.625568e-06 +9.889911e-05 +1.459493e-03 -3.843648e-02 +7.676950e-01 +1.102475e+01 +8.234606e+02 +1.218238e+05 -1.654054e+06 +1.143192e+08 +1.520102e+10 -5.332122e+11   
TBQ-002   -7.019010e+00   -5.027139e-07 -8.371799e-02 +6.404603e-04 -4.442937e-02 +6.395148e-01 +4.145488e+03 -2.130416e+03 +3.426197e+04 +2.865906e+06 -1.085725e+10 +1.470556e+07 -2.647613e+11   +2.266952e-06 +6.211886e-05 +2.956548e-03 -3.057561e-02 -2.141011e-01 +2.683633e+01 -1.020234e+02 +1.283508e+05 +3.165942e+05 +7.180202e+07 +1.433630e+10 +4.515467e+10   
TBQ-003   -7.020748e+00   -2.116995e-06 -8.371548e-02 -2.566188e-04 -3.398295e-02 +4.059520e-01 +4.186523e+03 -1.052692e+03 +6.533855e+04 +1.381993e+06 -1.091583e+10 +3.801841e+09 -2.768429e+11   +7.896405e-07 +7.775196e-05 +2.577463e-03 -4.052071e-02 -2.965477e-01 +9.746020e+00 +5.543055e+02 +1.361377e+05 -2.142447e+06 -3.902512e+07 +1.109781e+10 +1.277007e+11   
TBQ-004   -7.019014e+00   -1.667338e-06 -8.369064e-02 +8.867369e-04 -8.189808e-03 +1.689773e+00 +4.123244e+03 -2.735119e+03 +1.386373e+05 +3.329288e+06 -1.114188e+10 -7.966982e+09 +5.345473e+11   +1.317846e-06 +1.065780e-04 +2.394583e-03 -4.027658e-02 +3.733429e-02 +1.616180e+01 -9.220621e+02 +9.856973e+04 +2.893637e+06 +2.781828e+08 -1.508249e+09 -2.624209e+11   
TBQ-005   -7.019184e+00   -2.903748e-06 -8.377410e-02 -1.100116e-03 -2.368529e-03 +4.281981e-01 +4.128661e+03 -1.342171e+03 +6.663058e+04 +2.469669e+06 -1.093897e+10 -1.252806e+10 -6.386469e+10   +1.910384e-06 +5.420827e-05 +3.729268e-03 -3.557532e-02 -9.222123e-01 +2.719211e+01 -9.664562e+02 +1.029934e+05 -1.224659e+05 +2.465415e+08 +7.878111e+09 -3.532936e+11   
TBQ-006   -7.018933e+00   -2.353359e-06 -8.381972e-02 +1.086068e-04 -2.445741e-02 +1.192092e+00 +4.113286e+03 -2.106624e+03 +1.050526e+05 +3.412912e+06 -1.110388e+10 -6.772256e+09 +4.259301e+11   -6.478137e-07 +6.804702e-05 +6.337167e-03 -3.887386e-02 -1.649896e+00 +2.166621e+01 -1.621258e+03 +1.049511e+05 +2.647145e+06 +1.793106e+08 +3.015802e+09 -5.945891e+11   
TBQ-007   -7.018936e+00   -3.383265e-06 -8.376602e-02 +5.518289e-04 -3.078571e-02 +1.872629e+00 +4.140374e+03 -2.886296e+03 +7.857436e+04 +2.655061e+06 -1.096309e+10 -1.020538e+10 -1.193177e+11   +4.117105e-07 +9.642842e-05 +2.530801e-03 -3.789516e-02 +9.689202e-01 +9.502782e+00 -2.652898e+02 +1.062152e+05 -6.680664e+05 +2.880944e+08 +8.992668e+09 -3.931650e+11   
TBQ-008   -7.019266e+00   -3.278116e-06 -8.375765e-02 -4.541887e-04 -1.449092e-02 +8.070721e-01 +4.161273e+03 -2.174536e+03 +9.663144e+04 +4.024050e+06 -1.106564e+10 -3.759273e+09 +3.924305e+11   +1.661608e-06 +7.389290e-05 +4.096880e-03 -3.724067e-02 -9.756745e-01 +3.217546e+01 -9.096661e+02 +1.196917e+05 +3.388027e+06 +2.067037e+08 +4.878925e+09 -4.891633e+11   
TBQ-009   -7.019128e+00   -2.108733e-06 -8.371077e-02 +1.432102e-04 -2.259235e-02 +1.253470e-01 +4.177352e+03 -2.832675e+03 +6.737347e+04 +4.047393e+06 -1.095915e+10 -8.411690e+09 -1.268108e+10   +1.700858e-06 +9.865408e-05 +2.780712e-03 -2.555040e-02 +1.431013e-01 +1.762589e+01 -6.643344e+01 +1.419222e+05 -2.763650e+05 +2.584432e+08 +9.073462e+09 -3.844554e+11   
TBQ-010   -7.019212e+00   -2.993820e-06 -8.372604e-02 -5.716192e-04 -2.931910e-02 +7.076009e-01 +4.172410e+03 -2.576051e+03 +9.754373e+04 +3.364013e+06 -1.099838e+10 -8.701357e+09 -1.564774e+11   +1.715942e-06 +8.728869e-05 +1.171509e-03 -4.269340e-02 +1.037475e+00 +1.145678e+01 +1.606659e+02 +1.044931e+05 -2.430794e+06 +2.845814e+08 +5.313537e+09 -7.193222e+11   
