0.00025000
6000.00000000
5.36261654	5.54610586	7.49718904
5.36684561	5.55075788	7.50275373
5.37123299	5.55496407	7.50824404
5.37555027	5.55961561	7.51370478
5.37976217	5.56378603	7.51934385
5.38411427	5.56788540	7.52473021
5.38823843	5.57246590	7.53007221
5.39248514	5.57668972	7.53496885
5.39673233	5.58139515	7.53959894
5.40104914	5.58524466	7.54362011
5.40533161	5.58991432	7.54727030
5.40966606	5.59387064	7.55007505
5.41405344	5.59866524	7.55240488
5.41845846	5.60263968	7.55382919
5.42259979	5.60702419	7.55430412
5.42693472	5.61106968	7.55356216
5.43116379	5.61556101	7.55200386
5.43530560	5.61982059	7.54946661
5.43937683	5.62359905	7.54591990
5.44348383	5.62782288	7.54129028
5.44732714	5.63158369	7.53548861
5.45122290	5.63602161	7.52876616
5.45508385	5.63937235	7.52096128
5.45873404	5.64336443	7.51211739
5.46212101	5.64664364	7.50236797
5.46554327	5.65061808	7.48939896
5.46886015	5.65373707	7.48046589
5.47203636	5.65712357	7.46874332
5.47510767	5.65997505	7.45702028
5.47803831	5.66295147	7.44522333
5.48114443	5.66601706	7.43160152
5.48368931	5.66838741	7.42228270
5.48639154	5.67111444	7.41122770
5.48858547	5.67307472	7.40043974
5.49093676	5.67585516	7.39008236
5.49306059	5.67756605	7.37970972
5.49506092	5.67995453	7.37013865
5.49699163	5.68129110	7.36049366
5.49881649	5.68339443	7.35126400
5.50053644	5.68490934	7.34234571
5.50209856	5.68660259	7.33367968
5.50357246	5.68785000	7.32519197
5.50499392	5.68915081	7.31686735
5.50606441	5.69068384	7.30843878
5.50718784	5.69162846	7.30009937
5.50841618	5.69303656	7.29181957
5.50938129	5.69369602	7.28349495
5.51045179	5.69496107	7.27494764
5.51150465	5.69553137	7.26626682
5.51245260	5.69676113	7.25776434
5.51320696	5.69702864	7.24926138
5.51392651	5.69791985	7.24080324
5.51452303	5.69831181	7.23222637
5.51508474	5.69888210	7.22405005
5.51540089	5.69920301	7.21593332
5.51580429	5.69930983	7.20787573
5.51604986	5.69975567	7.19995213
5.51624298	5.69961309	7.18928289
5.51633072	5.70007610	7.18373299
5.51641846	5.69961309	7.17552710
5.51634836	5.69986248	7.16721725
5.51615524	5.69936323	7.15944195
5.51597977	5.69954157	7.15025663
5.51568174	5.69895363	7.14356422
5.51545334	5.69879293	7.13578844
5.51508474	5.69831181	7.12819099
5.51489162	5.69784832	7.12050486
5.51447058	5.69742060	7.11321878
5.51410198	5.69658327	7.10302448
5.51343536	5.69626236	7.09766769
5.51275063	5.69513941	7.08950615
5.51204872	5.69481850	7.08158207
5.51129436	5.69360685	7.07362843
5.51046944	5.69303656	7.06564522
5.50953913	5.69162846	7.05761766
5.50866175	5.69111156	7.04951525
5.50762653	5.68977499	7.04178429
5.50660849	5.68877649	7.03396416
5.50548553	5.68749332	7.02627802
5.50425673	5.68617439	7.01756763
5.50301075	5.68501616	7.01044464
5.50181770	5.68337631	7.00225353
5.50039625	5.68239641	6.99435949
5.49907970	5.68047142	6.98639107
5.49765825	5.67938423	6.97861528
5.49637747	5.67744160	6.97070646
5.49481535	5.67626524	6.96287155
5.49327087	5.67421579	6.95505142
5.49165630	5.67286110	6.94723129
5.48998928	5.67095423	6.93970776
5.48819923	5.66918945	6.92905378
5.48637438	5.66731834	6.92403793
5.48468924	5.66528654	6.91681147
5.48275900	5.66362906	6.90808630
5.48089886	5.66124058	6.90013266
5.47895098	5.65960073	6.89237165
5.47698545	5.65710592	6.88226652
5.47473907	5.65537691	6.87673187
5.47268581	5.65279245	6.86885214
5.47042179	5.65092134	6.86112118
5.46833324	5.64828348	6.85336065
5.46601677	5.64634085	6.84528828
5.46389341	5.64379215	6.83755732
5.46164703	5.64138603	6.82963324
5.45938349	5.63887310	6.82169437
5.45703173	5.63602161	6.81387424
5.45475006	5.63354397	6.80611372
5.45252132	5.62992620	6.79817486
5.45015240	5.62707472	6.79065132
5.44799376	5.62318897	6.78287601
5.44558954	5.61983871	6.77530813
5.44337845	5.61557865	6.76762152
5.44095659	5.61190748	6.76009798
5.43865776	5.60739803	6.75220394
5.43628836	5.60349512	6.74422073
5.43384886	5.59921741	6.73626709
5.43132210	5.59495783	6.72844696
5.42891788	5.59075165	6.72073078
5.42624998	5.58640289	6.70736074
5.42372322	5.58274937	6.70546150
5.42109060	5.57820463	6.69789362
5.41852856	5.57440853	6.69047403
5.41587830	5.56991720	6.68302536
5.41310596	5.56619215	6.67551661
5.41033316	5.56173658	6.66526318
5.40748978	5.55792236	6.65990639
5.40473461	5.55328846	6.65205622
5.40175152	5.54910040	6.64428091
5.39903116	5.54475164	6.63650513
5.39604759	5.54036713	6.62729025
5.39318705	5.53608942	6.62085009
5.39011621	5.53124189	6.61322308
5.38727331	5.52730322	6.60574436
5.38404417	5.52252674	6.59841394
5.38100815	5.51844501	6.59090567
5.37779665	5.51350832	6.58074093
5.37479544	5.50949812	6.57550287
5.37144375	5.50463247	6.56759357
5.36840773	5.50058699	6.55965471
5.36530161	5.49593496	6.55225039
5.36194944	5.49135447	6.53907347
5.35865021	5.48689890	6.53661013
5.35535097	5.48233652	6.52887917
5.35205173	5.47814798	6.52123690
5.34854174	5.47306871	6.51372862
5.34536552	5.46886253	6.50620508
5.34180307	5.46392536	6.49765778
5.33848619	5.45982599	6.49074316
5.33488846	5.45471096	6.48295259
5.33151913	5.45045137	6.47525120
5.32795620	5.44538975	6.46765375
5.32437658	5.44109440	6.45978928
5.32058573	5.43630028	6.45216227
5.31707573	5.43155956	6.44452000
5.31325006	5.42681837	6.43705606
5.30966997	5.42193508	6.42960691
5.30605507	5.41776466	6.42230606
5.30236959	5.41257811	6.41151857
5.29878950	5.40821171	6.40700722
5.29506922	5.40306091	6.39920235
5.29133081	5.39883709	6.39150095
5.28752279	5.39370394	6.38391829
5.28389025	5.38928413	6.37632036
5.27985382	5.38420439	6.36888647
5.27627373	5.37951708	6.36115503
5.27230740	5.37475824	6.35363197
5.26862240	5.36992836	6.34601974
5.26458597	5.36509848	6.33865976
5.26079512	5.35985851	6.33075047
5.25661850	5.35556316	6.32325697
5.25263453	5.35035896	6.31548119
5.24859858	5.34583235	6.30794287
5.24470234	5.34048557	6.30034542
5.24050808	5.33606529	6.29282236
5.23654222	5.33073616	6.28555107
5.23269892	5.32628059	6.27805758
5.22855711	5.32109404	6.27056408
5.22446823	5.31612158	6.26323366
5.22037888	5.31127405	6.25576973
5.21634293	5.30640841	6.24591684
5.21206093	5.30173874	6.24050045
5.20812988	5.29624939	6.23278427
5.20374250	5.29174042	6.22517204
5.19972372	5.28646469	6.21761894
5.19538879	5.28199100	6.21019936
5.19128227	5.27651978	6.20267630
5.18689489	5.27186775	6.19537544
5.18256044	5.26646757	6.18795586
5.17810297	5.26181602	6.18078899
5.17390871	5.25664759	6.17350292
5.16938066	5.25140762	6.16295242
5.16516876	5.24632788	6.15866423
5.16086912	5.24115944	6.15100718
5.15646458	5.23659658	6.14345407
5.15223503	5.23114300	6.13587141
5.14788294	5.22636652	6.12839270
5.14354801	5.22091293	6.11934090
5.13910818	5.21638584	6.11327219
5.13494921	5.21103907	6.10585260
5.13036871	5.20635176	6.09874487
5.12619209	5.20086241	6.09144402
5.12162924	5.19608593	6.08424711
5.11736441	5.19102430	6.07667923
5.11276674	5.18590879	6.06906700
5.10841465	5.18077612	6.06149912
5.10360575	5.17532253	6.05397606
5.09916592	5.17075968	6.04648209
5.09439230	5.16523457	6.03400278
5.09000540	5.16036892	6.03124285
5.08533716	5.15475512	6.02380848
5.08082676	5.15006733	6.01655245
5.07650995	5.14456034	6.00932550
5.07184172	5.13983727	6.00203991
5.06734896	5.13427687	5.99445724
5.06269836	5.12914371	5.98675585
5.05824089	5.12413549	5.97912884
5.05346727	5.11894894	5.97164965
5.04906273	5.11399460	5.96420050
5.04420137	5.10830879	5.95666265
5.03967381	5.10355043	5.94933224
5.03484774	5.09807873	5.94197226
5.03028488	5.09335566	5.93470097
5.02538872	5.08770609	5.92748928
5.02063274	5.08284044	5.92026281
5.01577139	5.07720852	5.91195297
5.01112080	5.07244968	5.90524578
5.00624228	5.06703138	5.89782667
5.00162697	5.06170273	5.89036274
4.99702883	5.05644464	5.88313580
4.99223804	5.05118704	5.87392092
4.98762226	5.04637527	5.86835670
4.98291922	5.04054689	5.86083317
4.97812843	5.03561020	5.85347319
4.97324944	5.03008509	5.84627628
4.96868658	5.02534437	5.83902025
4.96363258	5.01976585	5.83137798
4.95894670	5.01484680	5.82395840
4.95396280	5.00928593	5.81649446
4.94927740	5.00438452	5.80904531
4.94424057	4.99925184	5.80178928
4.93953753	4.99395847	5.79420662
4.93439531	4.98855829	5.78736591
4.92967463	4.98312235	5.77999115
4.92469072	4.97838163	5.77279425
4.91997004	4.97267818	5.76552296
4.91502094	4.96766996	5.75843000
4.91023016	4.96187735	5.74887371
4.90549183	4.95706558	5.74360609
4.90054274	4.95139790	5.73611259
4.89564657	4.94647884	5.72866344
4.89069748	4.94079351	5.72136259
4.88601208	4.93557119	5.70915031
4.88081741	4.93033123	5.70683527
4.87613153	4.92510939	5.69959402
4.87105989	4.91990519	5.69260502
4.86635685	4.91413069	5.68543768
4.86130238	4.90938950	5.67856741
4.85651159	4.90379333	5.66889238
4.85143948	4.89887428	5.66402531
4.84640312	4.89299297	5.65638304
4.84122610	4.88809156	5.64908266
4.83638239	4.88245964	5.64175224
4.83125782	4.87761164	5.63327932
4.82622147	4.87199783	5.62706184
4.82143021	4.86663294	5.61998367
4.81635857	4.86125040	5.61289072
4.81132174	4.85595703	5.60572338
4.80637312	4.85089540	5.59876394
4.80145931	4.84510326	5.58932638
4.79619455	4.84011269	5.58428144
4.79140329	4.83451653	5.57683229
4.78612089	4.82957983	5.56950188
4.78124237	4.82387638	5.56212664
4.77603006	4.81885052	5.55482626
4.77106380	4.81300449	5.54742146
4.76590443	4.80806780	5.54010582
4.76090288	4.80270290	5.53286457
4.75553274	4.79728508	5.52578640
4.75065374	4.79184914	5.51870823
4.74545956	4.78635979	5.51085854
4.74056292	4.78158283	5.50409174
4.73561430	4.77577305	5.49679136
4.73070049	4.77069330	5.48940134
4.72583914	4.76497221	5.48217487
4.72092533	4.76007128	5.47493362
4.71592379	4.75436783	5.46749926
4.71076441	4.74950218	5.46036196
4.70586824	4.74371004	5.45315027
4.70055056	4.73848772	5.44607210
4.69558430	4.73328352	5.43912745
4.69028425	4.72791910	5.42924452
4.68524742	4.72264338	5.42480803
4.67993021	4.71683311	5.41743279
4.67485857	4.71198559	5.41019154
4.66948843	4.70640707	5.40296507
4.66439915	4.70136309	5.39575338
4.65906382	4.69549942	5.38726568
4.65411520	4.69049120	5.38138962
4.64886808	4.68478775	5.37422228
4.64379597	4.68001127	5.36726284
4.63896990	4.67434406	5.36022902
4.63388062	4.66885424	5.35275030
4.62877369	4.66359663	5.34559822
4.62371969	4.65830326	5.33826780
