0	0
2	-1.839
3	-2.2005
4	-2.5686
5	-2.9586
10	-4.8938
15	-6.8845
20	-8.9288
25	-11.005
30	-13.114
40	-17.384
50	-21.695
60	-26.022
70	-30.343
80	-34.647
90	-38.927
100	-43.173
110	-47.382
120	-51.545
130	-55.643
140	-59.643
150	-63.492
160	-67.057
170	-70.223
180	-72.956
190	-75.337
200	-77.472
210	-79.404
220	-81.219
