# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
TBQ-001   +3.003939e+00   +1.102123e-07 -8.241998e-02 +2.442575e-03 -4.388032e-02 +1.813840e+00 +4.053441e+03 -2.803541e+03 +6.821290e+04 +2.540889e+06 -1.073764e+10 -9.798292e+09 -1.924539e+11   +3.046245e-06 +9.940179e-05 +1.537061e-03 -3.683141e-02 +7.100331e-01 +1.345361e+01 +3.171389e+02 +7.562674e+04 -1.302048e+06 +1.351373e+08 +1.259723e+10 -3.288198e+11   
TBQ-002   +3.003953e+00   +7.256315e-07 -8.235572e-02 +6.820157e-04 -4.197462e-02 +6.997313e-01 +4.062500e+03 -2.419726e+03 +3.793884e+04 +3.864098e+06 -1.067372e+10 +8.571489e+07 -2.052666e+11   +3.333661e-06 +6.363492e-05 +3.698100e-03 -2.368913e-02 -3.851239e-01 +2.082632e+01 -1.410248e+03 +9.854016e+04 -1.440610e+06 +4.360108e+06 +1.332920e+10 -1.898113e+11   
TBQ-003   +3.008615e+00   -7.259663e-07 -8.221853e-02 -9.782727e-05 -3.210748e-02 +3.316244e-01 +4.083799e+03 -1.070178e+03 +7.623382e+04 +3.782877e+05 -1.075308e+10 +5.663044e+09 -1.859720e+11   +2.288684e-06 +8.084218e-05 +2.554684e-03 -3.505573e-02 -1.619457e-01 +8.361100e+00 +2.266784e+02 +1.011425e+05 -2.242188e+06 +4.987677e+07 +1.516848e+10 +2.566751e+11   
TBQ-004   +3.003936e+00   -8.649295e-07 -8.236763e-02 +3.795074e-04 -6.798793e-03 +1.621316e+00 +4.039157e+03 -2.325491e+03 +1.493163e+05 +4.446403e+06 -1.103546e+10 -8.799389e+09 +6.692133e+11   +2.698294e-06 +1.099634e-04 +2.644655e-03 -3.977352e-02 +1.384501e-01 +1.353076e+01 -4.704841e+02 +9.995226e+04 +2.388909e+06 +3.081323e+08 -9.527543e+08 -5.625506e+11   
TBQ-005   +3.003801e+00   -1.431671e-06 -8.230655e-02 -1.055569e-03 -5.976488e-03 +3.246579e-01 +4.020130e+03 -1.353902e+03 +7.954968e+04 +1.450572e+06 -1.090351e+10 -1.057561e+10 +3.109764e+11   +3.288127e-06 +5.449822e-05 +3.761015e-03 -3.385248e-02 -6.188612e-01 +2.040607e+01 -1.348478e+03 +6.681704e+04 +1.994254e+06 +1.811457e+08 +1.354844e+10 -8.104864e+11   
TBQ-006   +3.003935e+00   -1.036363e-06 -8.243248e-02 +1.983265e-04 -1.912339e-02 +1.234453e+00 +4.027194e+03 -2.227198e+03 +1.166333e+05 +3.133805e+06 -1.103562e+10 -7.307858e+09 +5.848832e+11   +1.275421e-06 +6.940616e-05 +5.712863e-03 -3.743916e-02 -1.559962e+00 +1.270274e+01 -1.406454e+03 +8.106863e+04 +3.791983e+06 +1.145597e+08 -2.639550e+09 -6.322414e+11   
TBQ-007   +3.003961e+00   -2.134266e-06 -8.240573e-02 +4.284027e-04 -2.728346e-02 +1.907743e+00 +4.045332e+03 -2.893136e+03 +7.559309e+04 +3.800369e+06 -1.084487e+10 -1.149611e+10 +1.394354e+11   +2.113171e-06 +9.724740e-05 +2.577264e-03 -2.649826e-02 +8.770493e-01 +1.275411e+01 -4.626175e+02 +1.227508e+05 +6.473160e+05 +2.776842e+08 +7.822921e+09 -4.143423e+11   
TBQ-008   +3.003867e+00   -1.226025e-06 -8.239686e-02 -6.877691e-04 -9.683098e-03 +8.231190e-01 +4.057590e+03 -2.111663e+03 +8.477539e+04 +3.461139e+06 -1.090527e+10 -9.739073e+09 +1.141086e+11   +3.197155e-06 +7.120545e-05 +4.206811e-03 -3.502998e-02 -8.338818e-01 +2.612242e+01 -9.302795e+02 +8.708009e+04 +2.565569e+06 +2.227682e+08 -3.533292e+09 -5.507468e+11   
TBQ-009   +3.003866e+00   -2.895313e-07 -8.235138e-02 +1.929673e-05 -2.167915e-02 -2.045290e-01 +4.073314e+03 -2.418020e+03 +4.580344e+04 +3.318964e+06 -1.090472e+10 -6.025235e+09 +2.364821e+11   +3.401760e-06 +9.653533e-05 +2.522709e-03 -2.513944e-02 +1.140709e-01 +1.121541e+01 -1.557350e+03 +4.832050e+04 -5.780984e+05 +2.010838e+08 +1.068986e+10 -1.152753e+12   
TBQ-010   +3.003802e+00   -1.575669e-06 -8.235067e-02 -3.541981e-04 -3.032999e-02 +7.026935e-01 +4.074889e+03 -2.843201e+03 +1.096175e+05 +3.528561e+06 -1.088045e+10 -9.928644e+09 +1.417600e+11   +3.255497e-06 +9.039724e-05 +1.154439e-03 -3.708866e-02 +1.006414e+00 +1.232653e+01 +6.951197e+02 +1.027277e+05 -1.497553e+06 +2.305364e+08 +1.400171e+10 -5.200656e+11   
