# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
TBQ-001   +9.017906e+00   -5.925262e-07 -8.309692e-02 +2.236422e-03 -4.224623e-02 +1.879663e+00 +4.099191e+03 -3.233237e+03 +4.123828e+04 +2.580060e+06 -1.083344e+10 -5.810812e+09 -3.124501e+11   +2.398464e-06 +9.860604e-05 +1.502626e-03 -3.372892e-02 +7.719326e-01 +8.768113e+00 +2.050588e+02 +1.180981e+05 +5.636926e+05 +1.728464e+08 +1.172736e+10 -6.498769e+11   
TBQ-002   +9.017916e+00   +1.368512e-07 -8.300025e-02 +6.208491e-04 -4.165296e-02 +7.606999e-01 +4.098506e+03 -1.993362e+03 +4.283195e+04 +2.629158e+06 -1.076680e+10 +2.315379e+09 -1.226717e+11   +3.000703e-06 +6.148270e-05 +3.148527e-03 -2.418813e-02 -2.772391e-01 +2.550752e+01 -6.166245e+02 +1.468650e+05 -4.338923e+05 -1.307821e+07 +1.370900e+10 +1.154997e+11   
TBQ-003   +9.027116e+00   -1.352401e-06 -8.290630e-02 -1.664189e-04 -3.218321e-02 +3.701693e-01 +4.129504e+03 -1.054862e+03 +6.055003e+04 +1.434430e+06 -1.079719e+10 +1.753768e+09 -3.021529e+09   +1.591321e-06 +7.915278e-05 +2.599508e-03 -3.359660e-02 -1.758366e-01 +1.092300e+01 +6.293544e+02 +1.525764e+05 -9.076414e+05 +3.121951e+07 +1.247664e+10 +3.127361e+11   
TBQ-004   +9.017918e+00   -1.277217e-06 -8.299392e-02 +5.191180e-04 -6.344209e-03 +1.609883e+00 +4.075609e+03 -2.495843e+03 +1.295943e+05 +2.957310e+06 -1.112335e+10 -7.585284e+09 +4.951854e+11   +2.123130e-06 +1.077627e-04 +2.446630e-03 -3.675700e-02 +1.204764e-01 +1.403362e+01 -1.024071e+03 +1.187722e+05 +1.688140e+06 +2.388498e+08 -3.567829e+09 -4.172842e+11   
TBQ-005   +9.017910e+00   -2.106503e-06 -8.300559e-02 -1.177400e-03 -4.241787e-03 +4.198911e-01 +4.081829e+03 -1.229561e+03 +6.749129e+04 +2.876481e+06 -1.083746e+10 -8.751814e+09 +4.947677e+10   +2.627029e-06 +5.393595e-05 +3.698284e-03 -3.286980e-02 -1.037733e+00 +2.478624e+01 -1.369338e+03 +6.812009e+04 -5.860046e+05 +1.649576e+08 +5.628377e+09 -6.565738e+11   
TBQ-006   +9.017926e+00   -1.615282e-06 -8.308098e-02 +2.133282e-04 -1.888764e-02 +1.044409e+00 +4.070877e+03 -2.020516e+03 +1.165910e+05 +3.288706e+06 -1.108495e+10 -9.217930e+09 +6.723224e+11   +3.625685e-07 +6.908060e-05 +6.040566e-03 -3.304760e-02 -1.459291e+00 +2.490183e+01 -1.550577e+03 +1.272851e+05 +5.557811e+06 +2.073309e+08 -1.301336e+09 -3.384691e+11   
TBQ-007   +9.017941e+00   -2.806641e-06 -8.303516e-02 +3.763529e-04 -2.441960e-02 +1.919687e+00 +4.089369e+03 -2.847107e+03 +9.452084e+04 +2.184015e+06 -1.093373e+10 -9.229470e+09 +2.586549e+11   +1.415864e-06 +9.607633e-05 +2.500397e-03 -2.873707e-02 +1.028085e+00 +9.594159e+00 -4.293302e+02 +1.343116e+05 +7.594813e+05 +3.360686e+08 +6.002888e+09 -4.545922e+11   
TBQ-008   +9.018047e+00   -2.194216e-06 -8.303413e-02 -6.315727e-04 -1.148600e-02 +8.185847e-01 +4.109627e+03 -2.344887e+03 +1.009540e+05 +4.998291e+06 -1.104335e+10 -9.309700e+09 +3.186060e+11   +2.456154e-06 +7.182493e-05 +4.200567e-03 -3.492335e-02 -1.003759e+00 +3.105670e+01 -1.234641e+03 +7.920960e+04 +1.524440e+06 +2.172775e+08 +3.051887e+09 -6.433846e+11   
TBQ-009   +9.017866e+00   -1.058944e-06 -8.298198e-02 +1.960650e-04 -2.126757e-02 +5.245632e-02 +4.128965e+03 -2.845929e+03 +8.523836e+04 +4.613028e+06 -1.090873e+10 -8.901159e+09 +1.733922e+11   +2.456543e-06 +9.693058e-05 +2.806623e-03 -2.567245e-02 +1.778295e-02 +2.309192e+01 -9.887375e+02 +8.610564e+04 +3.758124e+05 +1.523191e+08 +9.441221e+08 -7.152940e+11   
TBQ-010   +9.017890e+00   -2.178006e-06 -8.299751e-02 -4.322392e-04 -2.853071e-02 +6.602204e-01 +4.125931e+03 -2.550089e+03 +8.943354e+04 +3.108831e+06 -1.080083e+10 -7.181412e+09 -1.239325e+11   +2.497335e-06 +8.875667e-05 +1.276405e-03 -3.566830e-02 +1.086600e+00 +1.365022e+01 +8.415400e+02 +1.317854e+05 -1.102939e+06 +2.630547e+08 +1.011171e+10 -5.840017e+11   
